Country,date,proportion,cases,alpha_conv,wildtype_conv,phi
England,2020-02-03,0,0,,,
England,2020-02-04,0,0,0,0,
England,2020-02-05,0,0,0,0,
England,2020-02-06,0,0,0,0,
England,2020-02-07,0,0,0,0,
England,2020-02-08,0,0,0,0,
England,2020-02-09,0,0,0,0,
England,2020-02-10,0,0,0,0,
England,2020-02-11,0,0,0,0,
England,2020-02-12,0,0,0,0,
England,2020-02-13,0,0,0,0,
England,2020-02-14,0,0,0,0,
England,2020-02-15,0,0,0,0,
England,2020-02-16,0,0,0,0,
England,2020-02-17,0,0,0,0,
England,2020-02-18,0,0,0,0,
England,2020-02-19,0,0,0,0,
England,2020-02-20,0,0,0,0,
England,2020-02-21,0,0,0,0,
England,2020-02-22,0,0,0,0,
England,2020-02-23,0,0,0,0,
England,2020-02-24,0,0,0,0,
England,2020-02-25,0,1,0,0,
England,2020-02-26,0,1,0,1.01204053888551e-05,0
England,2020-02-27,0,3,0,0.000249940901786411,0
England,2020-02-28,0,3,0,0.00151356899260669,0
England,2020-02-29,0,5,0,0.00549512886571769,0
England,2020-03-01,0,9,0,0.0151761481116413,0
England,2020-03-02,0,13,0,0.0348064838740283,0
England,2020-03-03,0,17,0,0.0705778434081251,0
England,2020-03-04,0,23,0,0.131975693295755,0
England,2020-03-05,0,29,0,0.23265774236516,0
England,2020-03-06,0,34,0,0.390751257519224,0
England,2020-03-07,0,39,0,0.62900500566556,0
England,2020-03-08,0,44,0,0.974120611572659,0
England,2020-03-09,0,54,0,1.45495875102855,0
England,2020-03-10,0,71,0,2.10036343721533,0
England,2020-03-11,0,95,0,2.93823043281701,0
England,2020-03-12,0,122,0,3.99822813277616,0
England,2020-03-13,0,131,0,5.31854096933314,0
England,2020-03-14,0,176,0,6.95384098819441,0
England,2020-03-15,0,256,0,8.9771823491188,0
England,2020-03-16,0,324,0,11.4778525518703,0
England,2020-03-17,0,391,0,14.5749559279933,0
England,2020-03-18,0,487,0,18.4408961391565,0
England,2020-03-19,0,527,0,23.3112973860704,0
England,2020-03-20,0,627,0,29.4824803918755,0
England,2020-03-21,0,755,0,37.2971088367803,0
England,2020-03-22,0,827,0,47.115978474137,0
England,2020-03-23,0,1003,0,59.3105942665008,0
England,2020-03-24,0,1271,0,74.2634350638971,0
England,2020-03-25,0,1452,0,92.365690484666,0
England,2020-03-26,0,1670,0,114.059151720029,0
England,2020-03-27,0,1858,0,139.892447775568,0
England,2020-03-28,0,2023,0,170.526221955731,0
England,2020-03-29,0,2380,0,206.700731994934,0
England,2020-03-30,0,2634,0,249.174351245396,0
England,2020-03-31,0,2786,0,298.685498440281,0
England,2020-04-01,0,2897,0,355.971193271685,0
England,2020-04-02,0,3332,0,421.739260733931,0
England,2020-04-03,0,3485,0,496.570468364691,0
England,2020-04-04,0,3565,0,580.868932938609,0
England,2020-04-05,0,3731,0,674.909150551466,0
England,2020-04-06,0,3761,0,778.805022312507,0
England,2020-04-07,0,3860,0,892.432659432652,0
England,2020-04-08,0,3993,0,1015.38180027719,0
England,2020-04-09,0,3788,0,1146.92571937488,0
England,2020-04-10,0,3762,0,1286.0524778905,0
England,2020-04-11,0,3887,0,1431.48803408709,0
England,2020-04-12,0,3659,0,1581.65436064327,0
England,2020-04-13,0,3562,0,1734.72781023042,0
England,2020-04-14,0,3522,0,1888.75351449319,0
England,2020-04-15,0,3480,0,2041.67717950051,0
England,2020-04-16,0,3471,0,2191.40402183284,0
England,2020-04-17,0,3385,0,2335.91235574735,0
England,2020-04-18,0,3276,0,2473.37622257446,0
England,2020-04-19,0,3252,0,2602.2558150679,0
England,2020-04-20,0,3247,0,2721.31873719134,0
England,2020-04-21,0,3107,0,2829.63135460817,0
England,2020-04-22,0,3004,0,2926.57069093542,0
England,2020-04-23,0,2796,0,3011.81615680194,0
England,2020-04-24,0,2776,0,3085.27902853296,0
England,2020-04-25,0,2619,0,3147.01153604332,0
England,2020-04-26,0,2388,0,3197.13338570818,0
England,2020-04-27,0,2303,0,3235.82403914364,0
England,2020-04-28,0,2231,0,3263.28792616455,0
England,2020-04-29,0,2145,0,3279.71338090975,0
England,2020-04-30,0,2126,0,3285.3018168707,0
England,2020-05-01,0,2015,0,3280.32861168617,0
England,2020-05-02,0,1994,0,3265.19661491279,0
England,2020-05-03,0,2024,0,3240.46745942688,0
England,2020-05-04,0,1974,0,3206.85311368216,0
England,2020-05-05,0,1858,0,3165.21751415141,0
England,2020-05-06,0,1733,0,3116.57586792026,0
England,2020-05-07,0,1588,0,3062.03332513092,0
England,2020-05-08,0,1503,0,3002.67575425782,0
England,2020-05-09,0,1393,0,2939.46527622644,0
England,2020-05-10,0,1326,0,2873.1612290431,0
England,2020-05-11,0,1191,0,2804.32572198236,0
England,2020-05-12,0,1108,0,2733.35984602938,0
England,2020-05-13,0,1078,0,2660.53178461738,0
England,2020-05-14,0,1047,0,2586.00227238752,0
England,2020-05-15,0,1036,0,2509.89343254368,0
England,2020-05-16,0,1006,0,2432.3173583178,0
England,2020-05-17,0,960,0,2353.46324084318,0
England,2020-05-18,0,912,0,2273.63638256035,0
England,2020-05-19,0,908,0,2193.20592796125,0
England,2020-05-20,0,885,0,2112.60605464735,0
England,2020-05-21,0,856,0,2032.32989748162,0
England,2020-05-22,0,810,0,1952.85148479165,0
England,2020-05-23,0,758,0,1874.64506995852,0
England,2020-05-24,0,727,0,1798.14364444332,0
England,2020-05-25,0,680,0,1723.67211502404,0
England,2020-05-26,0,605,0,1651.52351239846,0
England,2020-05-27,0,567,0,1581.89175419397,0
England,2020-05-28,0,529,0,1514.85827402417,0
England,2020-05-29,0,501,0,1450.33942824024,0
England,2020-05-30,0,494,0,1388.28865848713,0
England,2020-05-31,0,473,0,1328.56150817718,0
England,2020-06-01,0,460,0,1270.9684834165,0
England,2020-06-02,0,445,0,1215.38134531897,0
England,2020-06-03,0,403,0,1161.66875496333,0
England,2020-06-04,0,390,0,1109.75234656118,0
England,2020-06-05,0,361,0,1059.65660839221,0
England,2020-06-06,0,391,0,1011.32127519179,0
England,2020-06-07,0,334,0,964.704424858062,0
England,2020-06-08,0,315,0,919.865179943521,0
England,2020-06-09,0,307,0,876.777575788791,0
England,2020-06-10,0,300,0,835.429623458566,0
England,2020-06-11,0,309,0,795.807196392063,0
England,2020-06-12,0,327,0,757.87905100794,0
England,2020-06-13,0,270,0,721.634808799363,0
England,2020-06-14,0,297,0,687.067981957773,0
England,2020-06-15,0,294,0,654.168564799428,0
England,2020-06-16,0,284,0,622.939194455768,0
England,2020-06-17,0,277,0,593.408790850045,0
England,2020-06-18,0,266,0,565.570020458968,0
England,2020-06-19,0,260,0,539.434609622718,0
England,2020-06-20,0,254,0,514.944740844636,0
England,2020-06-21,0,233,0,492.087855497308,0
England,2020-06-22,0,231,0,470.816666633093,0
England,2020-06-23,0,210,0,451.024270935013,0
England,2020-06-24,0,191,0,432.613450091985,0
England,2020-06-25,0,180,0,415.476192925821,0
England,2020-06-26,0,169,0,399.473921490417,0
England,2020-06-27,0,167,0,384.484527062364,0
England,2020-06-28,0,177,0,370.343891806855,0
England,2020-06-29,0,214,0,356.902084308516,0
England,2020-06-30,0,261,0,344.053026092372,0
England,2020-07-01,0,316,0,331.726101775752,0
England,2020-07-02,0,366,0,319.906338627309,0
England,2020-07-03,0,400,0,308.669867215731,0
England,2020-07-04,0,453,0,298.173891039304,0
England,2020-07-05,0,515,0,288.673774578534,0
England,2020-07-06,0,528,0,280.4639610661,0
England,2020-07-07,0,525,0,273.8868674226,0
England,2020-07-08,0,557,0,269.260510078199,0
England,2020-07-09,0,575,0,266.858505512149,0
England,2020-07-10,0,598,0,266.879565313194,0
England,2020-07-11,0,570,0,269.419663103816,0
England,2020-07-12,0,556,0,274.486663713377,0
England,2020-07-13,0,553,0,281.994783311249,0
England,2020-07-14,0,575,0,291.756243000254,0
England,2020-07-15,0,574,0,303.481123689718,0
England,2020-07-16,0,582,0,316.825366027915,0
England,2020-07-17,0,587,0,331.414217340726,0
England,2020-07-18,0,591,0,346.877742241385,0
England,2020-07-19,0,593,0,362.868908248578,0
England,2020-07-20,0,608,0,379.075021563596,0
England,2020-07-21,0,615,0,395.236125748609,0
England,2020-07-22,0,603,0,411.14232401448,0
England,2020-07-23,0,610,0,426.622592031172,0
England,2020-07-24,0,622,0,441.559213279514,0
England,2020-07-25,0,643,0,455.865495507541,0
England,2020-07-26,0,669,0,469.480842923016,0
England,2020-07-27,0,684,0,482.382336822261,0
England,2020-07-28,0,702,0,494.580627402537,0
England,2020-07-29,0,704,0,506.129888138327,0
England,2020-07-30,0,698,0,517.124341011293,0
England,2020-07-31,0,732,0,527.669740776761,0
England,2020-08-01,0,742,0,537.882241592441,0
England,2020-08-02,0,757,0,547.851466684557,0
England,2020-08-03,0,759,0,557.684440287511,0
England,2020-08-04,0,756,0,567.454211436373,0
England,2020-08-05,0,750,0,577.228553511303,0
England,2020-08-06,0,795,0,587.057646978505,0
England,2020-08-07,0,772,0,596.960089122283,0
England,2020-08-08,0,832,0,606.931049653576,0
England,2020-08-09,0,849,0,616.970248365187,0
England,2020-08-10,0,883,0,627.045190426195,0
England,2020-08-11,0,952,0,637.16606973059,0
England,2020-08-12,0,989,0,647.368759290101,0
England,2020-08-13,0,984,0,657.728506680347,0
England,2020-08-14,0,974,0,668.373790004924,0
England,2020-08-15,0,966,0,679.466717065356,0
England,2020-08-16,0,935,0,691.161811975977,0
England,2020-08-17,0,931,0,703.563575025482,0
England,2020-08-18,0,877,0,716.686965809165,0
England,2020-08-19,0,895,0,730.457561587255,0
England,2020-08-20,0,893,0,744.702674562643,0
England,2020-08-21,0,911,0,759.168871132111,0
England,2020-08-22,0,924,0,773.565519742864,0
England,2020-08-23,0,948,0,787.606463116779,0
England,2020-08-24,0,993,0,801.050135865476,0
England,2020-08-25,0,1021,0,813.723585953177,0
England,2020-08-26,0,997,0,825.546712643039,0
England,2020-08-27,0,1075,0,836.537973056045,0
England,2020-08-28,0,1131,0,846.797802581198,0
England,2020-08-29,0,1128,0,856.479190315283,0
England,2020-08-30,0,1180,0,865.780554007532,0
England,2020-08-31,0,1202,0,874.947746211198,0
England,2020-09-01,0,1283,0,884.253885415367,0
England,2020-09-02,0,1367,0,893.961909250864,0
England,2020-09-03,0,1522,0,904.315001536905,0
England,2020-09-04,0,1719,0,915.572222241008,0
England,2020-09-05,0,1869,0,928.029477216859,0
England,2020-09-06,0,2019,0,942.088941195641,0
England,2020-09-07,0,2172,0,958.277787547495,0
England,2020-09-08,0,2383,0,977.252973808803,0
England,2020-09-09,0,2601,0,999.75314037496,0
England,2020-09-10,0,2639,0,1026.56502854908,0
England,2020-09-11,0,2600,0,1058.48415596267,0
England,2020-09-12,0,2679,0,1096.27085047592,0
England,2020-09-13,0,2838,0,1140.51142722865,0
England,2020-09-14,0,2868,0,1191.48653776116,0
England,2020-09-15,0,2958,0,1249.1526912136,0
England,2020-09-16,0,3048,0,1313.21123051293,0
England,2020-09-17,0,3111,0,1383.15982061473,0
England,2020-09-18,0,3325,0,1458.34646974885,0
England,2020-09-19,0,3544,0,1538.04347196837,0
England,2020-09-20,0,3785,0,1621.51857044225,0
England,2020-09-21,0,4192,0,1708.15244438498,0
England,2020-09-22,0,4470,0,1797.54771537138,0
England,2020-09-23,0,4613,0,1889.61646223487,0
England,2020-09-24,0,4831,0,1984.65565221385,0
England,2020-09-25,0,4768,0,2083.28329796778,0
England,2020-09-26,0,4977,0,2186.26776168448,0
England,2020-09-27,0,5059,0,2294.34749762109,0
England,2020-09-28,0,5053,0,2408.01307338108,0
England,2020-09-29,0,4921,0,2527.44527907373,0
England,2020-09-30,0,5802,0,2652.47802413469,0
England,2020-10-01,0,8160,0,2782.5546612488,0
England,2020-10-02,0,9213,0,2916.88395441396,0
England,2020-10-03,0,10212,0,3055.32459952416,0
England,2020-10-04,0,11051,0,3199.43446719278,0
England,2020-10-05,0,12389,0,3352.7827809879,0
England,2020-10-06,1e-04,13242,0,3520.45306641505,0
England,2020-10-07,2e-04,13503,1.3401440815922e-05,3708.38384836782,5.7821158915172e-09
England,2020-10-08,3e-04,11942,0.000344901468122786,3922.79658606342,1.40675729484973e-07
England,2020-10-09,4e-04,12079,0.00233041003314972,4169.42367723791,8.94284919739502e-07
England,2020-10-10,5e-04,12317,0.00890321133086795,4452.27246607939,3.19951051074454e-06
England,2020-10-11,6e-04,12974,0.0246327005559987,4772.35026849683,8.25840376112056e-06
England,2020-10-12,7e-04,13144,0.0555146175266372,5127.5203400188,1.73225737789274e-05
England,2020-10-13,0.0012,13345,0.108685238569646,5513.25957363901,3.15404879113886e-05
England,2020-10-14,0.0016,13440,0.192144741970437,5923.75035887935,5.18954402584397e-05
England,2020-10-15,0.0021,14058,0.315403343162973,6352.65615913151,7.94321700003022e-05
England,2020-10-16,0.0026,14732,0.491691885964251,6793.68780735674,0.000115786293094257
England,2020-10-17,0.0031,15232,0.73988092369519,7240.98377963151,0.000163460657786004
England,2020-10-18,0.0035,16206,1.08588632239725,7689.59128827496,0.000225893104060416
England,2020-10-19,0.004,16380,1.56305538016438,8135.81082606986,0.00030729820826996
England,2020-10-20,0.0047,17085,2.21124603343086,8577.36339314898,0.000412310256697606
England,2020-10-21,0.0054,17947,3.07485420747533,9013.37517180856,0.000545531806787051
England,2020-10-22,0.0061,18202,4.20115030648455,9444.05077413359,0.000711247721691454
England,2020-10-23,0.0069,18419,5.64081763625903,9870.39530035026,0.000913546307582748
England,2020-10-24,0.0076,18678,7.44859579163188,10294.0394884301,0.00115639459655365
England,2020-10-25,0.0083,18435,9.68205181507169,10716.7758462594,0.00144343061141473
England,2020-10-26,0.009,18776,12.399230018701,11140.069854859,0.00177768194169909
England,2020-10-27,0.0119,19305,15.6547398628901,11564.7158365445,0.00216118162832365
England,2020-10-28,0.0147,19238,19.4958601369258,11990.5494981696,0.00259474658084196
England,2020-10-29,0.0176,19826,23.9700403644483,12416.6197302419,0.00307925744151844
England,2020-10-30,0.0204,19537,29.1481831572436,12841.4489916769,0.0036186205418702
England,2020-10-31,0.0233,19208,35.1449639398724,13263.2500938783,0.00422178145899689
England,2020-11-01,0.0261,19297,42.1265709111166,13680.1077506758,0.0049028887531465
England,2020-11-02,0.029,19496,50.3002527203368,14089.8312941481,0.0056795084021373
England,2020-11-03,0.0327,19417,59.8951843281463,14489.8414919534,0.00657030290991744
England,2020-11-04,0.0364,19847,71.1456971137174,14877.3249900685,0.00759335033232425
England,2020-11-05,0.0401,19518,84.2809693361658,15249.5318628163,0.00876535411539555
England,2020-11-06,0.0439,19971,99.5231242231071,15604.0423685081,0.0101017684865531
England,2020-11-07,0.0476,20156,117.087170690492,15938.8992743248,0.0116170593799902
England,2020-11-08,0.0513,19885,137.175854319175,16252.6197030667,0.0133244305616066
England,2020-11-09,0.055,21272,159.979405161175,16544.3588420288,0.0152358382765581
England,2020-11-10,0.0601,21882,185.669182417242,16813.9183158803,0.0173613980894426
England,2020-11-11,0.0653,22228,214.397595134139,17061.6978410986,0.0197093590942795
England,2020-11-12,0.0704,22758,246.32841430519,17289.1340822151,0.0222880550886581
England,2020-11-13,0.0756,22813,281.665493723425,17498.7675616813,0.0251074675303775
England,2020-11-14,0.0807,22660,320.661631734802,17693.9071613109,0.0281792483820814
England,2020-11-15,0.0859,22262,363.608037834423,17878.2442124838,0.0315152937418132
England,2020-11-16,0.091,20755,410.799325603572,18055.2184198306,0.0351251310284886
England,2020-11-17,0.1037,19799,462.481776087336,18227.3683254707,0.039012896601699
England,2020-11-18,0.1164,18844,518.783324001213,18395.7348811504,0.0431739551994684
England,2020-11-19,0.1291,18082,579.662065589633,18559.1271504537,0.0475947548364244
England,2020-11-20,0.1419,17212,644.945620861125,18713.896073654,0.0522598486531865
England,2020-11-21,0.1546,16113,714.40169184657,18854.3927007977,0.057159464883752
England,2020-11-22,0.1673,15927,787.788488544791,18973.4896096504,0.0622943867835487
England,2020-11-23,0.18,15120,864.860618097848,19063.5051073256,0.0676753508090038
England,2020-11-24,0.2003,14507,945.359779414475,19116.8616249944,0.0733212267070384
England,2020-11-25,0.2206,13894,1029.02638939627,19126.8965614017,0.0792574674740116
England,2020-11-26,0.2409,12949,1115.60737382716,19088.1263827243,0.0855154219396753
England,2020-11-27,0.2611,12598,1204.89146172961,18996.5849095507,0.0921328832572213
England,2020-11-28,0.2814,12850,1296.72064726696,18850.3736428075,0.0991512771946738
England,2020-11-29,0.3017,12483,1390.96873302106,18648.7203818813,0.106616898938984
England,2020-11-30,0.322,12105,1487.57886350632,18392.3254799615,0.114580898797481
England,2020-12-01,0.35,12084,1586.63373877774,18083.3470449171,0.123102452706867
England,2020-12-02,0.378,11990,1688.34203747463,17725.5619208936,0.132244542531745
England,2020-12-03,0.406,12596,1793.00687131989,17323.8541378273,0.142071934307184
England,2020-12-04,0.434,12704,1901.05778764221,16884.0879186956,0.152651108382432
England,2020-12-05,0.462,12538,2013.13407207658,16411.9848534202,0.164061254973126
England,2020-12-06,0.49,12486,2130.19118451307,15914.0010073709,0.176392286511283
England,2020-12-07,0.518,13290,2253.46915577452,15396.6500798486,0.189743846023055
England,2020-12-08,0.535,13931,2384.3393919229,14866.3608869976,0.204211817581026
England,2020-12-09,0.552,14617,2524.22856845029,14328.975416401,0.219883636307393
England,2020-12-10,0.569,15027,2674.69874941577,13789.9243569892,0.236837303262507
England,2020-12-11,0.586,15921,2837.4764240494,13254.213754605,0.255137538823829
England,2020-12-12,0.603,16785,3014.39076511995,12726.6807404756,0.274820856480559
England,2020-12-13,0.62,18281,3207.27923800681,12211.8815107306,0.295882515630548
England,2020-12-14,0.637,18964,3417.99004022878,11713.8838367707,0.31827327955307
England,2020-12-15,0.6494,19900,3648.48942569927,11236.6132068559,0.341895043412979
England,2020-12-16,0.6619,20658,3900.98066040075,10783.3293568718,0.36661417325622
England,2020-12-17,0.6743,22800,4177.80868249439,10356.8539864381,0.392251477974475
England,2020-12-18,0.6867,24351,4481.2595985218,9959.52423827914,0.418576069571956
England,2020-12-19,0.6991,26606,4813.52036327162,9592.94710126514,0.445320598859527
England,2020-12-20,0.7116,28151,5176.94981941755,9258.26930076459,0.472204322330498
England,2020-12-21,0.724,30031,5574.33755087978,8956.42643566428,0.498951452150063
England,2020-12-22,0.7319,31046,6009.05487174707,8687.90459928156,0.52531317151231
England,2020-12-23,0.7397,32265,6484.93691874991,8452.98763044728,0.551062802335172
England,2020-12-24,0.7476,31332,7005.9541619442,8251.68911575081,0.575993133665899
England,2020-12-25,0.7554,32441,7575.58096977518,8083.27047300704,0.599921280568091
England,2020-12-26,0.7633,34567,8195.97542777492,7946.61437440793,0.62267101996052
England,2020-12-27,0.7711,35896,8867.13921909099,7839.59456402033,0.644091868995981
England,2020-12-28,0.779,37889,9587.09797552313,7759.31790795118,0.664079518880974
England,2020-12-29,0.785,40630,10352.8043713318,7702.62498163141,0.682589960052736
England,2020-12-30,0.791,43193,11160.9942168158,7666.39940563732,0.699639462332513
England,2020-12-31,0.797,46226,12009.0252503218,7647.63174459161,0.715300007263782
England,2021-01-01,0.803,48607,12895.639037386,7644.06169568395,0.729672916286289
England,2021-01-02,0.809,49718,13821.3759460781,7653.80543065512,0.742884854704722
England,2021-01-03,0.815,51505,14788.6456222748,7675.84946331662,0.755060079079879
England,2021-01-04,0.821,51124,15801.089226955,7709.66837375458,0.766312864224968
England,2021-01-05,0.8287,52696,16862.4375773743,7754.50376213758,0.776748615361231
England,2021-01-06,0.8364,53412,17975.3676952674,7809.86655847336,0.786443275424293
England,2021-01-07,0.8441,53903,19140.4244497591,7874.64878552406,0.795460097253464
England,2021-01-08,0.8519,52282,20355.8198825656,7947.0431090481,0.803855921281333
England,2021-01-09,0.8596,50308,21617.5903016882,8024.73249018776,0.811682921683668
England,2021-01-10,0.8673,48428,22919.4726732667,8104.71644387338,0.818993668881542
England,2021-01-11,0.875,48073,24252.2410840039,8183.33350214292,0.825838049501712
England,2021-01-12,0.8794,46500,25603.1959654927,8256.42897907439,0.832259848925465
England,2021-01-13,0.8839,44143,26956.4679648801,8319.16720002559,0.838304266864096
England,2021-01-14,0.8883,41996,28294.3207191851,8366.76310628571,0.844013318805983
England,2021-01-15,0.8927,40896,29598.0317381087,8394.76065052175,0.849425685913371
England,2021-01-16,0.8971,39360,30848.4291177656,8399.38477109893,0.854573411381399
England,2021-01-17,0.9016,38241,32026.6139602976,8377.69543535804,0.859482448783293
England,2021-01-18,0.906,36814,33115.00822055,8327.53959490422,0.86417666456498
England,2021-01-19,0.9106,34867,34098.4211737234,8248.03073256644,0.868673442181302
England,2021-01-20,0.9151,33830,34964.6705312203,8139.13908195317,0.872989897936716
England,2021-01-21,0.9197,32732,35704.8646836559,8001.70350653163,0.877141616262311
England,2021-01-22,0.9243,30734,36313.2440828305,7837.30365921345,0.881142210551193
England,2021-01-23,0.9289,28955,36787.0737450962,7647.93423159747,0.885006010985578
England,2021-01-24,0.9334,27220,37126.4228910183,7436.00801686367,0.888746276828652
England,2021-01-25,0.938,26050,37333.5569247663,7204.3381702716,0.892373016489986
England,2021-01-26,0.9407,24564,37412.1532009542,6955.72934317734,0.89589596377015
England,2021-01-27,0.9434,23220,37366.8853409401,6692.95208758305,0.899323777895828
England,2021-01-28,0.9461,22002,37203.3776410153,6418.76338263024,0.902663668138761
England,2021-01-29,0.9489,21526,36927.9647952621,6135.76613461271,0.905922751098288
England,2021-01-30,0.9516,21112,36547.7187427784,5846.62814897709,0.909105139123284
England,2021-01-31,0.9543,20304,36070.3938195367,5553.88826930187,0.912214415911207
England,2021-02-01,0.957,19211,35504.6923341976,5259.94572802322,0.915254365459332
England,2021-02-02,0.9594,17869,34860.3601043892,4967.02481901392,0.918229661423008
England,2021-02-03,0.9619,17185,34148.0658452035,4677.27198690748,0.921144114329413
England,2021-02-04,0.9643,16530,33378.5543350624,4392.62780026816,0.924000763338793
England,2021-02-05,0.9667,15880,32562.0943683458,4114.8041443664,0.926801281019375
England,2021-02-06,0.9691,15294,31708.1243657166,3845.1830834383,0.929547248777793
England,2021-02-07,0.9716,14478,30825.3892710314,3584.93117988128,0.93223903904372
England,2021-02-08,0.974,13545,29921.8567052705,3334.91873902372,0.934877447037978
England,2021-02-09,0.975,12972,29004.9610580356,3095.88726689748,0.937461655348564
England,2021-02-10,0.976,12314,28081.1847543129,2868.25851113486,0.939992274512279
England,2021-02-11,0.977,11604,27156.0851446996,2652.30618809123,0.942468792077572
England,2021-02-12,0.978,11081,26234.1012504923,2448.04732950511,0.944891861004758
England,2021-02-13,0.979,10841,25319.0817735978,2255.50431070684,0.947259447763235
England,2021-02-14,0.98,10752,24413.9507495748,2074.51635627329,0.949570349119089
England,2021-02-15,0.981,10572,23521.2822392849,1904.92643053555,0.951821556189683
England,2021-02-16,0.9817,10143,22643.3010240589,1746.4513314384,0.954011385828388
England,2021-02-17,0.9824,9752,21782.5143731197,1598.7983216221,0.956138208583913
England,2021-02-18,0.9831,9596,20941.4127265661,1461.60188582157,0.958201565899514
England,2021-02-19,0.9839,9712,20122.8031904539,1334.57222742758,0.960198922026004
England,2021-02-20,0.9846,9435,19328.7100331215,1217.1801482136,0.962132478363505
England,2021-02-21,0.9853,9109,18561.1495325204,1108.94416807464,0.964003247176047
England,2021-02-22,0.986,8806,17822.2718598386,1009.44828031709,0.965810484882885
England,2021-02-23,0.9861,8392,17113.7617798516,918.195088707699,0.96755518913147
England,2021-02-24,0.9863,8043,16436.8844484568,834.664844644861,0.969238789364053
England,2021-02-25,0.9864,7568,15792.4292343108,758.384867038285,0.970860794912464
England,2021-02-26,0.9866,6899,15180.3661760587,688.853598857315,0.972420968154334
England,2021-02-27,0.9867,6647,14600.0769250614,625.616503405735,0.973917147677364
England,2021-02-28,0.9869,6185,14050.2321698059,568.241478321033,0.975345957713227
England,2021-03-01,0.987,5759,13528.4566721496,516.233328845452,0.976706126428129
England,2021-03-02,0.9889,5425,13032.290938185,469.211705832639,0.977992851735005
England,2021-03-03,0.9907,5224,12558.3135293276,426.687322905133,0.979206259636275
England,2021-03-04,0.9926,5141,12103.5055054454,388.276579601519,0.980344293187445
England,2021-03-05,0.9944,5021,11664.888541471,353.589280506221,0.981407075784698
England,2021-03-06,0.9963,4930,11240.1818455757,322.302097186977,0.982394206485894
England,2021-03-07,0.9981,4853,10827.4263181503,294.046809910616,0.983309797010572
England,2021-03-08,1,4867,10425.3235524256,268.46696473387,0.984160292176805
England,2021-03-09,1,4935,10033.0797916848,245.201659216543,0.984955226804668
England,2021-03-10,1,4852,9651.04133458774,223.96013054532,0.985703723123216
England,2021-03-11,1,4749,9279.97675427041,204.498363816881,0.986414290560295
England,2021-03-12,1,4800,8920.91295125489,186.580722217012,0.987096805846879
England,2021-03-13,1,4729,8574.97234308835,169.996647216565,0.987761178557848
England,2021-03-14,1,4724,8243.56078338883,154.607023921319,0.98841400640243
England,2021-03-15,1,4648,7927.82688123423,140.290256332984,0.989061029317164
England,2021-03-16,1,4402,7628.84345071111,126.966736063714,0.989705218582564
England,2021-03-17,1,4429,7347.43359269996,114.583087410275,0.990347221177722
England,2021-03-18,1,4527,7083.81880301221,103.075867068205,0.990987654874039
England,2021-03-19,1,4596,6837.98029811361,92.4124562556898,0.991624132984415
England,2021-03-20,1,4624,6609.6993880393,82.5760368719744,0.992252270558232
England,2021-03-21,1,4593,6398.38448700894,73.5334369581481,0.992868412044764
England,2021-03-22,1,4604,6203.44985706071,65.2542902013266,0.993468545099744
England,2021-03-23,1,4813,6024.23675705446,57.702188552941,0.994049161901736
England,2021-03-24,1,4682,5860.25592466102,50.8408154402907,0.994607036638477
England,2021-03-25,1,4495,5710.93513983995,44.635837912369,0.995138837296975
England,2021-03-26,1,4405,5575.75144499794,39.0505337045739,0.995641804491789
England,2021-03-27,1,4233,5454.01570562169,34.0408775358433,0.996114261785792
England,2021-03-28,1,4049,5344.96684775144,29.56828936218,0.996554420925049
England,2021-03-29,1,3835,5247.64112704787,25.5971802717036,0.99696061288373
England,2021-03-30,1,3493,5160.7425219393,22.0894371463114,0.997331960763442
England,2021-03-31,1,3355,5082.67427427874,19.005290938515,0.997668429828244
England,2021-04-01,1,3184,5011.41032848337,16.3008237098947,0.99797116094873
England,2021-04-02,1,2916,4944.83217639859,13.9386584486721,0.998241327458593
England,2021-04-03,1,2709,4880.73918355578,11.8837467329081,0.99848054650559
England,2021-04-04,1,2563,4816.9710675483,10.1027570219104,0.998690887484743
England,2021-04-05,1,2377,4751.55469047516,8.56647522765201,0.998874469258768
England,2021-04-06,1,2343,4682.70747309054,7.24642046453134,0.999033756286039
England,2021-04-07,1,2226,4608.86344658028,6.11142382771357,0.999171926659448
England,2021-04-08,1,2138,4528.91141017492,5.13927525784745,0.999291271063889
England,2021-04-09,1,2279,4442.16886869151,4.30964592449202,0.999394013028528
England,2021-04-10,1,2298,4348.35870795366,3.6032801578553,0.999482360012444
England,2021-04-11,1,2262,4247.64947187614,3.0027689760679,0.999558367093032
England,2021-04-12,1,2217,4140.72979412265,2.49332452028435,0.999623800233277
England,2021-04-13,1,2158,4028.76905428407,2.06278455077556,0.999680093872103
England,2021-04-14,1,2139,3913.25287105651,1.7003295670891,0.999728507842938
England,2021-04-15,1,2162,3795.73003503765,1.39604537356724,0.999770181802306
England,2021-04-16,1,2066,3677.69260342386,1.14071358402062,0.999806180699644
England,2021-04-17,1,2080,3560.52330387144,0.926509589509529,0.99983739066365
England,2021-04-18,1,2064,3445.56625437957,0.748258418675862,0.999864289927758
England,2021-04-19,1,2084,3333.88049763467,0.60057811125948,0.999887422760755
England,2021-04-20,1,2092,3226.29709446896,0.478640547716959,0.999907286093572
England,2021-04-21,1,2079,3123.48073200606,0.377743260465835,0.999924420313595
England,2021-04-22,1,2065,3025.90424545578,0.294563205505879,0.999939161722229
