Country,transportation_type,date,mobility,Country_code
Denmark,driving,2020-03-14,62.05,DK
Denmark,transit,2020-03-14,39.65,DK
Denmark,walking,2020-03-14,66.91,DK
Denmark,driving,2020-03-15,56.49,DK
Denmark,transit,2020-03-15,33.91,DK
Denmark,walking,2020-03-15,46.67,DK
Denmark,driving,2020-03-16,62.62,DK
Denmark,transit,2020-03-16,32.69,DK
Denmark,walking,2020-03-16,55.9,DK
Denmark,driving,2020-03-17,58.82,DK
Denmark,transit,2020-03-17,28.17,DK
Denmark,walking,2020-03-17,49.84,DK
Denmark,driving,2020-03-18,55.46,DK
Denmark,transit,2020-03-18,25.76,DK
Denmark,walking,2020-03-18,45.91,DK
Denmark,driving,2020-03-19,59.78,DK
Denmark,transit,2020-03-19,29.16,DK
Denmark,walking,2020-03-19,56.3,DK
Denmark,driving,2020-03-20,60.23,DK
Denmark,transit,2020-03-20,27.97,DK
Denmark,walking,2020-03-20,54.85,DK
Denmark,driving,2020-03-21,56.59,DK
Denmark,transit,2020-03-21,27.14,DK
Denmark,walking,2020-03-21,59.29,DK
Denmark,driving,2020-03-22,55.81,DK
Denmark,transit,2020-03-22,27.42,DK
Denmark,walking,2020-03-22,50.87,DK
Denmark,driving,2020-03-23,59.21,DK
Denmark,transit,2020-03-23,26.07,DK
Denmark,walking,2020-03-23,52.11,DK
Denmark,driving,2020-03-24,60.48,DK
Denmark,transit,2020-03-24,26.51,DK
Denmark,walking,2020-03-24,53.17,DK
Denmark,driving,2020-03-25,62.93,DK
Denmark,transit,2020-03-25,26.33,DK
Denmark,walking,2020-03-25,56.91,DK
Denmark,driving,2020-03-26,64.33,DK
Denmark,transit,2020-03-26,27.01,DK
Denmark,walking,2020-03-26,58.8,DK
Denmark,driving,2020-03-27,66.46,DK
Denmark,transit,2020-03-27,27.21,DK
Denmark,walking,2020-03-27,63.98,DK
Denmark,driving,2020-03-28,62.57,DK
Denmark,transit,2020-03-28,28.69,DK
Denmark,walking,2020-03-28,64.24,DK
Denmark,driving,2020-03-29,59.38,DK
Denmark,transit,2020-03-29,27.39,DK
Denmark,walking,2020-03-29,50.9,DK
Denmark,driving,2020-03-30,64.61,DK
Denmark,transit,2020-03-30,27.76,DK
Denmark,walking,2020-03-30,54.27,DK
Denmark,driving,2020-03-31,70.8,DK
Denmark,transit,2020-03-31,29.02,DK
Denmark,walking,2020-03-31,60.88,DK
Denmark,driving,2020-04-01,69.53,DK
Denmark,transit,2020-04-01,28.55,DK
Denmark,walking,2020-04-01,54.62,DK
Denmark,driving,2020-04-02,69.08,DK
Denmark,transit,2020-04-02,29.55,DK
Denmark,walking,2020-04-02,53.2,DK
Denmark,driving,2020-04-03,72.34,DK
Denmark,transit,2020-04-03,28.34,DK
Denmark,walking,2020-04-03,58.8,DK
Denmark,driving,2020-04-04,67.84,DK
Denmark,transit,2020-04-04,31.71,DK
Denmark,walking,2020-04-04,64.62,DK
Denmark,driving,2020-04-05,75.49,DK
Denmark,transit,2020-04-05,33.54,DK
Denmark,walking,2020-04-05,72.24,DK
Denmark,driving,2020-04-06,84.67,DK
Denmark,transit,2020-04-06,34.78,DK
Denmark,walking,2020-04-06,80.21,DK
Denmark,driving,2020-04-07,86.89,DK
Denmark,transit,2020-04-07,35.29,DK
Denmark,walking,2020-04-07,81.1,DK
Denmark,driving,2020-04-08,89.81,DK
Denmark,transit,2020-04-08,35.24,DK
Denmark,walking,2020-04-08,80.84,DK
Denmark,driving,2020-04-09,74.33,DK
Denmark,transit,2020-04-09,33.76,DK
Denmark,walking,2020-04-09,72.01,DK
Denmark,driving,2020-04-10,74.66,DK
Denmark,transit,2020-04-10,34.54,DK
Denmark,walking,2020-04-10,73.72,DK
Denmark,driving,2020-04-11,71.32,DK
Denmark,transit,2020-04-11,32.59,DK
Denmark,walking,2020-04-11,65.98,DK
Denmark,driving,2020-04-12,71.54,DK
Denmark,transit,2020-04-12,34.4,DK
Denmark,walking,2020-04-12,69.45,DK
Denmark,driving,2020-04-13,73.58,DK
Denmark,transit,2020-04-13,35.26,DK
Denmark,walking,2020-04-13,60.65,DK
Denmark,driving,2020-04-14,77.88,DK
Denmark,transit,2020-04-14,34.36,DK
Denmark,walking,2020-04-14,66.49,DK
Denmark,driving,2020-04-15,80.32,DK
Denmark,transit,2020-04-15,37.09,DK
Denmark,walking,2020-04-15,70.92,DK
Denmark,driving,2020-04-16,82.37,DK
Denmark,transit,2020-04-16,37.28,DK
Denmark,walking,2020-04-16,74.24,DK
Denmark,driving,2020-04-17,85.22,DK
Denmark,transit,2020-04-17,40.06,DK
Denmark,walking,2020-04-17,81.08,DK
Denmark,driving,2020-04-18,80.85,DK
Denmark,transit,2020-04-18,38.39,DK
Denmark,walking,2020-04-18,82.95,DK
Denmark,driving,2020-04-19,84.05,DK
Denmark,transit,2020-04-19,42.4,DK
Denmark,walking,2020-04-19,79.49,DK
Denmark,driving,2020-04-20,85.69,DK
Denmark,transit,2020-04-20,41.87,DK
Denmark,walking,2020-04-20,83.64,DK
Denmark,driving,2020-04-21,88.88,DK
Denmark,transit,2020-04-21,43.19,DK
Denmark,walking,2020-04-21,86.29,DK
Denmark,driving,2020-04-22,91.11,DK
Denmark,transit,2020-04-22,42.56,DK
Denmark,walking,2020-04-22,88.04,DK
Denmark,driving,2020-04-23,93.2,DK
Denmark,transit,2020-04-23,45.63,DK
Denmark,walking,2020-04-23,90.22,DK
Denmark,driving,2020-04-24,92.28,DK
Denmark,transit,2020-04-24,44.02,DK
Denmark,walking,2020-04-24,88.08,DK
Denmark,driving,2020-04-25,85.8,DK
Denmark,transit,2020-04-25,43.87,DK
Denmark,walking,2020-04-25,87.26,DK
Denmark,driving,2020-04-26,85.75,DK
Denmark,transit,2020-04-26,45.5,DK
Denmark,walking,2020-04-26,75.37,DK
Denmark,driving,2020-04-27,86.22,DK
Denmark,transit,2020-04-27,42.76,DK
Denmark,walking,2020-04-27,75.19,DK
Denmark,driving,2020-04-28,89.35,DK
Denmark,transit,2020-04-28,43.49,DK
Denmark,walking,2020-04-28,82.19,DK
Denmark,driving,2020-04-29,88.06,DK
Denmark,transit,2020-04-29,41.71,DK
Denmark,walking,2020-04-29,69.03,DK
Denmark,driving,2020-04-30,90.64,DK
Denmark,transit,2020-04-30,44.71,DK
Denmark,walking,2020-04-30,68.65,DK
Denmark,driving,2020-05-01,94.39,DK
Denmark,transit,2020-05-01,47.39,DK
Denmark,walking,2020-05-01,84.29,DK
Denmark,driving,2020-05-02,87.7,DK
Denmark,transit,2020-05-02,44.9,DK
Denmark,walking,2020-05-02,80.43,DK
Denmark,driving,2020-05-03,95.53,DK
Denmark,transit,2020-05-03,48.91,DK
Denmark,walking,2020-05-03,86.44,DK
Denmark,driving,2020-05-04,94.7,DK
Denmark,transit,2020-05-04,49.22,DK
Denmark,walking,2020-05-04,87.77,DK
Denmark,driving,2020-05-05,98.29,DK
Denmark,transit,2020-05-05,48.86,DK
Denmark,walking,2020-05-05,90.13,DK
Denmark,driving,2020-05-06,100.29,DK
Denmark,transit,2020-05-06,48.86,DK
Denmark,walking,2020-05-06,91.81,DK
Denmark,driving,2020-05-07,107.21,DK
Denmark,transit,2020-05-07,51.43,DK
Denmark,walking,2020-05-07,100.04,DK
Denmark,driving,2020-05-08,100.57,DK
Denmark,transit,2020-05-08,52.11,DK
Denmark,walking,2020-05-08,101.83,DK
Denmark,driving,2020-05-09,100.51,DK
Denmark,transit,2020-05-09,51.12,DK
Denmark,walking,2020-05-09,102.64,DK
Denmark,driving,2020-05-10,100.3,DK
Denmark,transit,2020-05-10,49.92,DK
Denmark,walking,2020-05-10,83.63,DK
Denmark,driving,2020-05-11,,DK
Denmark,transit,2020-05-11,,DK
Denmark,walking,2020-05-11,,DK
Denmark,driving,2020-05-12,,DK
Denmark,transit,2020-05-12,,DK
Denmark,walking,2020-05-12,,DK
Denmark,driving,2020-05-13,105.15,DK
Denmark,transit,2020-05-13,54.15,DK
Denmark,walking,2020-05-13,92.24,DK
Denmark,driving,2020-05-14,106.35,DK
Denmark,transit,2020-05-14,52.96,DK
Denmark,walking,2020-05-14,91.64,DK
Denmark,driving,2020-05-15,108.96,DK
Denmark,transit,2020-05-15,55.15,DK
Denmark,walking,2020-05-15,93.69,DK
Denmark,driving,2020-05-16,97.96,DK
Denmark,transit,2020-05-16,53.99,DK
Denmark,walking,2020-05-16,84.3,DK
Denmark,driving,2020-05-17,101.08,DK
Denmark,transit,2020-05-17,56.1,DK
Denmark,walking,2020-05-17,76.44,DK
Denmark,driving,2020-05-18,109.09,DK
Denmark,transit,2020-05-18,56.05,DK
Denmark,walking,2020-05-18,84.31,DK
Denmark,driving,2020-05-19,114.29,DK
Denmark,transit,2020-05-19,58.4,DK
Denmark,walking,2020-05-19,99.39,DK
Denmark,driving,2020-05-20,125.43,DK
Denmark,transit,2020-05-20,58.45,DK
Denmark,walking,2020-05-20,111.33,DK
Denmark,driving,2020-05-21,117.87,DK
Denmark,transit,2020-05-21,60.1,DK
Denmark,walking,2020-05-21,112.02,DK
Denmark,driving,2020-05-22,118.69,DK
Denmark,transit,2020-05-22,58.76,DK
Denmark,walking,2020-05-22,109.97,DK
Denmark,driving,2020-05-23,107.79,DK
Denmark,transit,2020-05-23,56.17,DK
Denmark,walking,2020-05-23,102.32,DK
Denmark,driving,2020-05-24,107.6,DK
Denmark,transit,2020-05-24,57.68,DK
Denmark,walking,2020-05-24,75.32,DK
Denmark,driving,2020-05-25,113.64,DK
Denmark,transit,2020-05-25,63.46,DK
Denmark,walking,2020-05-25,100.54,DK
Denmark,driving,2020-05-26,116.55,DK
Denmark,transit,2020-05-26,64.09,DK
Denmark,walking,2020-05-26,107.66,DK
Denmark,driving,2020-05-27,118.56,DK
Denmark,transit,2020-05-27,61.85,DK
Denmark,walking,2020-05-27,105.52,DK
Denmark,driving,2020-05-28,123.45,DK
Denmark,transit,2020-05-28,64.8,DK
Denmark,walking,2020-05-28,111.57,DK
Denmark,driving,2020-05-29,140.01,DK
Denmark,transit,2020-05-29,72.74,DK
Denmark,walking,2020-05-29,130.98,DK
Denmark,driving,2020-05-30,126.84,DK
Denmark,transit,2020-05-30,70.7,DK
Denmark,walking,2020-05-30,130.04,DK
Denmark,driving,2020-05-31,121.05,DK
Denmark,transit,2020-05-31,66.9,DK
Denmark,walking,2020-05-31,112.14,DK
Denmark,driving,2020-06-01,130.81,DK
Denmark,transit,2020-06-01,72.45,DK
Denmark,walking,2020-06-01,112.37,DK
Denmark,driving,2020-06-02,129.2,DK
Denmark,transit,2020-06-02,72.1,DK
Denmark,walking,2020-06-02,119.83,DK
Denmark,driving,2020-06-03,129.04,DK
Denmark,transit,2020-06-03,69.43,DK
Denmark,walking,2020-06-03,119.07,DK
Denmark,driving,2020-06-04,130.41,DK
Denmark,transit,2020-06-04,69.25,DK
Denmark,walking,2020-06-04,112.55,DK
Denmark,driving,2020-06-05,123.57,DK
Denmark,transit,2020-06-05,70.97,DK
Denmark,walking,2020-06-05,113.12,DK
Denmark,driving,2020-06-06,119.95,DK
Denmark,transit,2020-06-06,68.56,DK
Denmark,walking,2020-06-06,114.2,DK
Denmark,driving,2020-06-07,122.41,DK
Denmark,transit,2020-06-07,71.71,DK
Denmark,walking,2020-06-07,98.14,DK
Denmark,driving,2020-06-08,126.87,DK
Denmark,transit,2020-06-08,72.93,DK
Denmark,walking,2020-06-08,113.47,DK
Denmark,driving,2020-06-09,130.47,DK
Denmark,transit,2020-06-09,71.82,DK
Denmark,walking,2020-06-09,116.42,DK
Denmark,driving,2020-06-10,133.62,DK
Denmark,transit,2020-06-10,71.76,DK
Denmark,walking,2020-06-10,122.15,DK
Denmark,driving,2020-06-11,135.67,DK
Denmark,transit,2020-06-11,73.08,DK
Denmark,walking,2020-06-11,120.1,DK
Denmark,driving,2020-06-12,144.15,DK
Denmark,transit,2020-06-12,82.71,DK
Denmark,walking,2020-06-12,135.95,DK
Denmark,driving,2020-06-13,133.6,DK
Denmark,transit,2020-06-13,76.36,DK
Denmark,walking,2020-06-13,131.01,DK
Denmark,driving,2020-06-14,133.5,DK
Denmark,transit,2020-06-14,76.43,DK
Denmark,walking,2020-06-14,109.02,DK
Denmark,driving,2020-06-15,139.05,DK
Denmark,transit,2020-06-15,81.27,DK
Denmark,walking,2020-06-15,127.99,DK
Denmark,driving,2020-06-16,144.59,DK
Denmark,transit,2020-06-16,85.02,DK
Denmark,walking,2020-06-16,131.45,DK
Denmark,driving,2020-06-17,147.37,DK
Denmark,transit,2020-06-17,88.71,DK
Denmark,walking,2020-06-17,135.26,DK
Denmark,driving,2020-06-18,147.93,DK
Denmark,transit,2020-06-18,86.05,DK
Denmark,walking,2020-06-18,132.96,DK
Denmark,driving,2020-06-19,153.01,DK
Denmark,transit,2020-06-19,90.19,DK
Denmark,walking,2020-06-19,137.3,DK
Denmark,driving,2020-06-20,140.69,DK
Denmark,transit,2020-06-20,79.68,DK
Denmark,walking,2020-06-20,126.45,DK
Denmark,driving,2020-06-21,140.27,DK
Denmark,transit,2020-06-21,82.23,DK
Denmark,walking,2020-06-21,107.49,DK
Denmark,driving,2020-06-22,148.75,DK
Denmark,transit,2020-06-22,92.05,DK
Denmark,walking,2020-06-22,133.15,DK
Denmark,driving,2020-06-23,153.93,DK
Denmark,transit,2020-06-23,93.44,DK
Denmark,walking,2020-06-23,141.36,DK
Denmark,driving,2020-06-24,161.63,DK
Denmark,transit,2020-06-24,94.73,DK
Denmark,walking,2020-06-24,151.16,DK
Denmark,driving,2020-06-25,162.65,DK
Denmark,transit,2020-06-25,95.75,DK
Denmark,walking,2020-06-25,148.77,DK
Denmark,driving,2020-06-26,172.59,DK
Denmark,transit,2020-06-26,98.57,DK
Denmark,walking,2020-06-26,159.24,DK
Denmark,driving,2020-06-27,167.11,DK
Denmark,transit,2020-06-27,93.59,DK
Denmark,walking,2020-06-27,150.2,DK
Denmark,driving,2020-06-28,155.89,DK
Denmark,transit,2020-06-28,90.47,DK
Denmark,walking,2020-06-28,119.42,DK
Denmark,driving,2020-06-29,162.66,DK
Denmark,transit,2020-06-29,98.77,DK
Denmark,walking,2020-06-29,147.18,DK
Denmark,driving,2020-06-30,171,DK
Denmark,transit,2020-06-30,102.14,DK
Denmark,walking,2020-06-30,146.28,DK
Denmark,driving,2020-07-01,175.7,DK
Denmark,transit,2020-07-01,105.69,DK
Denmark,walking,2020-07-01,162.24,DK
Denmark,driving,2020-07-02,173.45,DK
Denmark,transit,2020-07-02,102.07,DK
Denmark,walking,2020-07-02,163.64,DK
Denmark,driving,2020-07-03,177.51,DK
Denmark,transit,2020-07-03,102.12,DK
Denmark,walking,2020-07-03,157.67,DK
Denmark,driving,2020-07-04,181.48,DK
Denmark,transit,2020-07-04,98.24,DK
Denmark,walking,2020-07-04,137.62,DK
Denmark,driving,2020-07-05,162.26,DK
Denmark,transit,2020-07-05,93.9,DK
Denmark,walking,2020-07-05,121.88,DK
Denmark,driving,2020-07-06,174.58,DK
Denmark,transit,2020-07-06,100.11,DK
Denmark,walking,2020-07-06,154.51,DK
Denmark,driving,2020-07-07,178.71,DK
Denmark,transit,2020-07-07,100.82,DK
Denmark,walking,2020-07-07,166.11,DK
Denmark,driving,2020-07-08,182.82,DK
Denmark,transit,2020-07-08,104.75,DK
Denmark,walking,2020-07-08,173.3,DK
Denmark,driving,2020-07-09,178.11,DK
Denmark,transit,2020-07-09,98.54,DK
Denmark,walking,2020-07-09,169.35,DK
Denmark,driving,2020-07-10,183.11,DK
Denmark,transit,2020-07-10,100.8,DK
Denmark,walking,2020-07-10,162.42,DK
Denmark,driving,2020-07-11,198.91,DK
Denmark,transit,2020-07-11,101.33,DK
Denmark,walking,2020-07-11,170.6,DK
Denmark,driving,2020-07-12,172.33,DK
Denmark,transit,2020-07-12,94.54,DK
Denmark,walking,2020-07-12,141.54,DK
Denmark,driving,2020-07-13,184.93,DK
Denmark,transit,2020-07-13,101.56,DK
Denmark,walking,2020-07-13,182.99,DK
Denmark,driving,2020-07-14,187.02,DK
Denmark,transit,2020-07-14,105.81,DK
Denmark,walking,2020-07-14,184.3,DK
Denmark,driving,2020-07-15,191.99,DK
Denmark,transit,2020-07-15,105.27,DK
Denmark,walking,2020-07-15,190.34,DK
Denmark,driving,2020-07-16,191.05,DK
Denmark,transit,2020-07-16,106.56,DK
Denmark,walking,2020-07-16,190.56,DK
Denmark,driving,2020-07-17,194.95,DK
Denmark,transit,2020-07-17,107.56,DK
Denmark,walking,2020-07-17,189.71,DK
Denmark,driving,2020-07-18,203.67,DK
Denmark,transit,2020-07-18,105.47,DK
Denmark,walking,2020-07-18,181.4,DK
Denmark,driving,2020-07-19,174.52,DK
Denmark,transit,2020-07-19,96.52,DK
Denmark,walking,2020-07-19,144.77,DK
Denmark,driving,2020-07-20,190.89,DK
Denmark,transit,2020-07-20,104.74,DK
Denmark,walking,2020-07-20,188.66,DK
Denmark,driving,2020-07-21,194.34,DK
Denmark,transit,2020-07-21,107.64,DK
Denmark,walking,2020-07-21,196.81,DK
Denmark,driving,2020-07-22,193.63,DK
Denmark,transit,2020-07-22,102.83,DK
Denmark,walking,2020-07-22,195.2,DK
Denmark,driving,2020-07-23,185.09,DK
Denmark,transit,2020-07-23,100.54,DK
Denmark,walking,2020-07-23,181.93,DK
Denmark,driving,2020-07-24,192.41,DK
Denmark,transit,2020-07-24,103.46,DK
Denmark,walking,2020-07-24,179.82,DK
Denmark,driving,2020-07-25,189.14,DK
Denmark,transit,2020-07-25,98.36,DK
Denmark,walking,2020-07-25,174.24,DK
Denmark,driving,2020-07-26,163.23,DK
Denmark,transit,2020-07-26,92.37,DK
Denmark,walking,2020-07-26,129.15,DK
Denmark,driving,2020-07-27,176.46,DK
Denmark,transit,2020-07-27,103,DK
Denmark,walking,2020-07-27,174.79,DK
Denmark,driving,2020-07-28,180.43,DK
Denmark,transit,2020-07-28,106.74,DK
Denmark,walking,2020-07-28,183.17,DK
Denmark,driving,2020-07-29,180.16,DK
Denmark,transit,2020-07-29,104.6,DK
Denmark,walking,2020-07-29,176.15,DK
Denmark,driving,2020-07-30,179.76,DK
Denmark,transit,2020-07-30,103.3,DK
Denmark,walking,2020-07-30,173.69,DK
Denmark,driving,2020-07-31,191.47,DK
Denmark,transit,2020-07-31,107.85,DK
Denmark,walking,2020-07-31,188.72,DK
Denmark,driving,2020-08-01,186.08,DK
Denmark,transit,2020-08-01,108.66,DK
Denmark,walking,2020-08-01,182.91,DK
Denmark,driving,2020-08-02,169.52,DK
Denmark,transit,2020-08-02,105.66,DK
Denmark,walking,2020-08-02,146.23,DK
Denmark,driving,2020-08-03,175.25,DK
Denmark,transit,2020-08-03,112.52,DK
Denmark,walking,2020-08-03,181.26,DK
Denmark,driving,2020-08-04,177.65,DK
Denmark,transit,2020-08-04,111.21,DK
Denmark,walking,2020-08-04,184.54,DK
Denmark,driving,2020-08-05,179.76,DK
Denmark,transit,2020-08-05,111.8,DK
Denmark,walking,2020-08-05,181.64,DK
Denmark,driving,2020-08-06,178.52,DK
Denmark,transit,2020-08-06,111.21,DK
Denmark,walking,2020-08-06,180.68,DK
Denmark,driving,2020-08-07,185.06,DK
Denmark,transit,2020-08-07,113.03,DK
Denmark,walking,2020-08-07,181.78,DK
Denmark,driving,2020-08-08,181.34,DK
Denmark,transit,2020-08-08,107.39,DK
Denmark,walking,2020-08-08,174.66,DK
Denmark,driving,2020-08-09,168.86,DK
Denmark,transit,2020-08-09,110.05,DK
Denmark,walking,2020-08-09,143.28,DK
Denmark,driving,2020-08-10,165.19,DK
Denmark,transit,2020-08-10,111.84,DK
Denmark,walking,2020-08-10,167.61,DK
Denmark,driving,2020-08-11,168.1,DK
Denmark,transit,2020-08-11,113.04,DK
Denmark,walking,2020-08-11,169.48,DK
Denmark,driving,2020-08-12,168.98,DK
Denmark,transit,2020-08-12,107.49,DK
Denmark,walking,2020-08-12,167.38,DK
Denmark,driving,2020-08-13,168.11,DK
Denmark,transit,2020-08-13,104.85,DK
Denmark,walking,2020-08-13,166.47,DK
Denmark,driving,2020-08-14,181.32,DK
Denmark,transit,2020-08-14,115.35,DK
Denmark,walking,2020-08-14,183.47,DK
Denmark,driving,2020-08-15,176.98,DK
Denmark,transit,2020-08-15,106.76,DK
Denmark,walking,2020-08-15,173.96,DK
Denmark,driving,2020-08-16,169.09,DK
Denmark,transit,2020-08-16,107.43,DK
Denmark,walking,2020-08-16,140.12,DK
Denmark,driving,2020-08-17,163,DK
Denmark,transit,2020-08-17,108.14,DK
Denmark,walking,2020-08-17,156.12,DK
Denmark,driving,2020-08-18,159.74,DK
Denmark,transit,2020-08-18,106.16,DK
Denmark,walking,2020-08-18,156.43,DK
Denmark,driving,2020-08-19,163.08,DK
Denmark,transit,2020-08-19,102.61,DK
Denmark,walking,2020-08-19,154.54,DK
Denmark,driving,2020-08-20,164.12,DK
Denmark,transit,2020-08-20,105.76,DK
Denmark,walking,2020-08-20,147.11,DK
Denmark,driving,2020-08-21,176.41,DK
Denmark,transit,2020-08-21,115.08,DK
Denmark,walking,2020-08-21,173.25,DK
Denmark,driving,2020-08-22,166.06,DK
Denmark,transit,2020-08-22,102.87,DK
Denmark,walking,2020-08-22,168.04,DK
Denmark,driving,2020-08-23,155.8,DK
Denmark,transit,2020-08-23,103.52,DK
Denmark,walking,2020-08-23,130.93,DK
Denmark,driving,2020-08-24,154.9,DK
Denmark,transit,2020-08-24,107.85,DK
Denmark,walking,2020-08-24,153.82,DK
Denmark,driving,2020-08-25,156.03,DK
Denmark,transit,2020-08-25,106.69,DK
Denmark,walking,2020-08-25,155.13,DK
Denmark,driving,2020-08-26,160.5,DK
Denmark,transit,2020-08-26,107.89,DK
Denmark,walking,2020-08-26,154.68,DK
Denmark,driving,2020-08-27,160.77,DK
Denmark,transit,2020-08-27,106.62,DK
Denmark,walking,2020-08-27,152.78,DK
Denmark,driving,2020-08-28,174.41,DK
Denmark,transit,2020-08-28,118.35,DK
Denmark,walking,2020-08-28,175.84,DK
Denmark,driving,2020-08-29,162.73,DK
Denmark,transit,2020-08-29,106.42,DK
Denmark,walking,2020-08-29,162.62,DK
Denmark,driving,2020-08-30,156.1,DK
Denmark,transit,2020-08-30,102.68,DK
Denmark,walking,2020-08-30,130.6,DK
Denmark,driving,2020-08-31,160.56,DK
Denmark,transit,2020-08-31,111.75,DK
Denmark,walking,2020-08-31,163.52,DK
Denmark,driving,2020-09-01,160.23,DK
Denmark,transit,2020-09-01,110.52,DK
Denmark,walking,2020-09-01,163.49,DK
Denmark,driving,2020-09-02,162.57,DK
Denmark,transit,2020-09-02,106.87,DK
Denmark,walking,2020-09-02,161.98,DK
Denmark,driving,2020-09-03,162.86,DK
Denmark,transit,2020-09-03,109.2,DK
Denmark,walking,2020-09-03,159.36,DK
Denmark,driving,2020-09-04,178.61,DK
Denmark,transit,2020-09-04,122.76,DK
Denmark,walking,2020-09-04,192.28,DK
Denmark,driving,2020-09-05,164.5,DK
Denmark,transit,2020-09-05,107.32,DK
Denmark,walking,2020-09-05,170.39,DK
Denmark,driving,2020-09-06,154.11,DK
Denmark,transit,2020-09-06,96.7,DK
Denmark,walking,2020-09-06,124.52,DK
Denmark,driving,2020-09-07,151.2,DK
Denmark,transit,2020-09-07,99.41,DK
Denmark,walking,2020-09-07,140.68,DK
Denmark,driving,2020-09-08,150.79,DK
Denmark,transit,2020-09-08,98.02,DK
Denmark,walking,2020-09-08,141.25,DK
Denmark,driving,2020-09-09,152.76,DK
Denmark,transit,2020-09-09,99.19,DK
Denmark,walking,2020-09-09,141.2,DK
Denmark,driving,2020-09-10,137.3,DK
Denmark,transit,2020-09-10,81.98,DK
Denmark,walking,2020-09-10,130.19,DK
Denmark,driving,2020-09-11,167.86,DK
Denmark,transit,2020-09-11,111.46,DK
Denmark,walking,2020-09-11,167.75,DK
Denmark,driving,2020-09-12,154.29,DK
Denmark,transit,2020-09-12,97.86,DK
Denmark,walking,2020-09-12,154.81,DK
Denmark,driving,2020-09-13,145.39,DK
Denmark,transit,2020-09-13,90.45,DK
Denmark,walking,2020-09-13,115.56,DK
Denmark,driving,2020-09-14,148.6,DK
Denmark,transit,2020-09-14,95.1,DK
Denmark,walking,2020-09-14,138.28,DK
Denmark,driving,2020-09-15,149.01,DK
Denmark,transit,2020-09-15,94.22,DK
Denmark,walking,2020-09-15,142.05,DK
Denmark,driving,2020-09-16,150.48,DK
Denmark,transit,2020-09-16,97.38,DK
Denmark,walking,2020-09-16,141.23,DK
Denmark,driving,2020-09-17,149.97,DK
Denmark,transit,2020-09-17,102.45,DK
Denmark,walking,2020-09-17,141.73,DK
Denmark,driving,2020-09-18,162.58,DK
Denmark,transit,2020-09-18,106.38,DK
Denmark,walking,2020-09-18,160.36,DK
Denmark,driving,2020-09-19,148.5,DK
Denmark,transit,2020-09-19,101.09,DK
Denmark,walking,2020-09-19,152.69,DK
Denmark,driving,2020-09-20,140.42,DK
Denmark,transit,2020-09-20,97.77,DK
Denmark,walking,2020-09-20,117.68,DK
Denmark,driving,2020-09-21,136.63,DK
Denmark,transit,2020-09-21,96.66,DK
Denmark,walking,2020-09-21,127.47,DK
Denmark,driving,2020-09-22,137.26,DK
Denmark,transit,2020-09-22,95.6,DK
Denmark,walking,2020-09-22,131.09,DK
Denmark,driving,2020-09-23,136.68,DK
Denmark,transit,2020-09-23,95.8,DK
Denmark,walking,2020-09-23,128.88,DK
Denmark,driving,2020-09-24,134.45,DK
Denmark,transit,2020-09-24,93.03,DK
Denmark,walking,2020-09-24,122.81,DK
Denmark,driving,2020-09-25,141.85,DK
Denmark,transit,2020-09-25,101.43,DK
Denmark,walking,2020-09-25,124.31,DK
Denmark,driving,2020-09-26,131.8,DK
Denmark,transit,2020-09-26,91.85,DK
Denmark,walking,2020-09-26,134.06,DK
Denmark,driving,2020-09-27,129.11,DK
Denmark,transit,2020-09-27,90.61,DK
Denmark,walking,2020-09-27,109.19,DK
Denmark,driving,2020-09-28,127.23,DK
Denmark,transit,2020-09-28,88.74,DK
Denmark,walking,2020-09-28,114.13,DK
Denmark,driving,2020-09-29,129.3,DK
Denmark,transit,2020-09-29,88.59,DK
Denmark,walking,2020-09-29,119.34,DK
Denmark,driving,2020-09-30,136.2,DK
Denmark,transit,2020-09-30,86.25,DK
Denmark,walking,2020-09-30,127.3,DK
Denmark,driving,2020-10-01,135.87,DK
Denmark,transit,2020-10-01,89.56,DK
Denmark,walking,2020-10-01,125.09,DK
Denmark,driving,2020-10-02,146.71,DK
Denmark,transit,2020-10-02,95.6,DK
Denmark,walking,2020-10-02,146.9,DK
Denmark,driving,2020-10-03,135.79,DK
Denmark,transit,2020-10-03,88.83,DK
Denmark,walking,2020-10-03,140.64,DK
Denmark,driving,2020-10-04,131.21,DK
Denmark,transit,2020-10-04,86.31,DK
Denmark,walking,2020-10-04,108.92,DK
Denmark,driving,2020-10-05,130.4,DK
Denmark,transit,2020-10-05,88.49,DK
Denmark,walking,2020-10-05,120.44,DK
Denmark,driving,2020-10-06,133,DK
Denmark,transit,2020-10-06,88.42,DK
Denmark,walking,2020-10-06,120.89,DK
Denmark,driving,2020-10-07,135.47,DK
Denmark,transit,2020-10-07,86.18,DK
Denmark,walking,2020-10-07,124.56,DK
Denmark,driving,2020-10-08,136.46,DK
Denmark,transit,2020-10-08,89.68,DK
Denmark,walking,2020-10-08,121.23,DK
Denmark,driving,2020-10-09,151.94,DK
Denmark,transit,2020-10-09,101.22,DK
Denmark,walking,2020-10-09,150.75,DK
Denmark,driving,2020-10-10,139.66,DK
Denmark,transit,2020-10-10,91.56,DK
Denmark,walking,2020-10-10,140.44,DK
Denmark,driving,2020-10-11,136.86,DK
Denmark,transit,2020-10-11,89.26,DK
Denmark,walking,2020-10-11,119.64,DK
