Country,transportation_type,date,mobility,Country_code
Italy,walking,2020-04-16,17.77,IT
Italy,driving,2020-04-17,24.65,IT
Italy,transit,2020-04-17,11.22,IT
Italy,walking,2020-04-17,18.86,IT
Italy,driving,2020-04-18,22.42,IT
Italy,transit,2020-04-18,10.6,IT
Italy,walking,2020-04-18,19.21,IT
Italy,driving,2020-04-19,19.4,IT
Italy,transit,2020-04-19,11.38,IT
Italy,walking,2020-04-19,15.37,IT
Italy,driving,2020-04-20,22.62,IT
Italy,transit,2020-04-20,12.05,IT
Italy,walking,2020-04-20,14.46,IT
Italy,driving,2020-04-21,24.26,IT
Italy,transit,2020-04-21,11.96,IT
Italy,walking,2020-04-21,16.56,IT
Italy,driving,2020-04-22,25.1,IT
Italy,transit,2020-04-22,12.25,IT
Italy,walking,2020-04-22,17.21,IT
Italy,driving,2020-04-23,26.26,IT
Italy,transit,2020-04-23,11.41,IT
Italy,walking,2020-04-23,18.54,IT
Italy,driving,2020-04-24,27.09,IT
Italy,transit,2020-04-24,11.36,IT
Italy,walking,2020-04-24,20.51,IT
Italy,driving,2020-04-25,21.75,IT
Italy,transit,2020-04-25,10.93,IT
Italy,walking,2020-04-25,19.33,IT
Italy,driving,2020-04-26,22.82,IT
Italy,transit,2020-04-26,13.16,IT
Italy,walking,2020-04-26,20.11,IT
Italy,driving,2020-04-27,26.3,IT
Italy,transit,2020-04-27,13.35,IT
Italy,walking,2020-04-27,19.86,IT
Italy,driving,2020-04-28,27.48,IT
Italy,transit,2020-04-28,12.98,IT
Italy,walking,2020-04-28,18.61,IT
Italy,driving,2020-04-29,28.7,IT
Italy,transit,2020-04-29,13.31,IT
Italy,walking,2020-04-29,20.08,IT
Italy,driving,2020-04-30,28.34,IT
Italy,transit,2020-04-30,13.21,IT
Italy,walking,2020-04-30,21.15,IT
Italy,driving,2020-05-01,22.26,IT
Italy,transit,2020-05-01,13.1,IT
Italy,walking,2020-05-01,19.86,IT
Italy,driving,2020-05-02,26.67,IT
Italy,transit,2020-05-02,13.96,IT
Italy,walking,2020-05-02,24.94,IT
Italy,driving,2020-05-03,28.53,IT
Italy,transit,2020-05-03,17.69,IT
Italy,walking,2020-05-03,25.42,IT
Italy,driving,2020-05-04,43.63,IT
Italy,transit,2020-05-04,20.52,IT
Italy,walking,2020-05-04,34.51,IT
Italy,driving,2020-05-05,44.31,IT
Italy,transit,2020-05-05,21.63,IT
Italy,walking,2020-05-05,34.45,IT
Italy,driving,2020-05-06,45.04,IT
Italy,transit,2020-05-06,21,IT
Italy,walking,2020-05-06,34.86,IT
Italy,driving,2020-05-07,45.91,IT
Italy,transit,2020-05-07,21.18,IT
Italy,walking,2020-05-07,36.22,IT
Italy,driving,2020-05-08,47.45,IT
Italy,transit,2020-05-08,21.48,IT
Italy,walking,2020-05-08,38.28,IT
Italy,driving,2020-05-09,43.9,IT
Italy,transit,2020-05-09,21.79,IT
Italy,walking,2020-05-09,42.35,IT
Italy,driving,2020-05-10,39.72,IT
Italy,transit,2020-05-10,21.56,IT
Italy,walking,2020-05-10,34.23,IT
Italy,driving,2020-05-11,,IT
Italy,transit,2020-05-11,,IT
Italy,walking,2020-05-11,,IT
Italy,driving,2020-05-12,,IT
Italy,transit,2020-05-12,,IT
Italy,walking,2020-05-12,,IT
Italy,driving,2020-05-13,47.23,IT
Italy,transit,2020-05-13,20.1,IT
Italy,walking,2020-05-13,30.8,IT
Italy,driving,2020-05-14,48.9,IT
Italy,transit,2020-05-14,20.93,IT
Italy,walking,2020-05-14,35.04,IT
Italy,driving,2020-05-15,49.59,IT
Italy,transit,2020-05-15,20.55,IT
Italy,walking,2020-05-15,34.84,IT
Italy,driving,2020-05-16,46.15,IT
Italy,transit,2020-05-16,21.57,IT
Italy,walking,2020-05-16,37.25,IT
Italy,driving,2020-05-17,46.84,IT
Italy,transit,2020-05-17,25.92,IT
Italy,walking,2020-05-17,37.99,IT
Italy,driving,2020-05-18,59.52,IT
Italy,transit,2020-05-18,26.67,IT
Italy,walking,2020-05-18,40.36,IT
Italy,driving,2020-05-19,60.08,IT
Italy,transit,2020-05-19,26,IT
Italy,walking,2020-05-19,39.54,IT
Italy,driving,2020-05-20,63.26,IT
Italy,transit,2020-05-20,27.17,IT
Italy,walking,2020-05-20,42.65,IT
Italy,driving,2020-05-21,67.38,IT
Italy,transit,2020-05-21,28.73,IT
Italy,walking,2020-05-21,46.43,IT
Italy,driving,2020-05-22,71.32,IT
Italy,transit,2020-05-22,28.41,IT
Italy,walking,2020-05-22,49.45,IT
Italy,driving,2020-05-23,75.06,IT
Italy,transit,2020-05-23,30.02,IT
Italy,walking,2020-05-23,53.83,IT
Italy,driving,2020-05-24,73.59,IT
Italy,transit,2020-05-24,31.71,IT
Italy,walking,2020-05-24,48.04,IT
Italy,driving,2020-05-25,67.43,IT
Italy,transit,2020-05-25,32.26,IT
Italy,walking,2020-05-25,45.13,IT
Italy,driving,2020-05-26,70.24,IT
Italy,transit,2020-05-26,31.21,IT
Italy,walking,2020-05-26,46.35,IT
Italy,driving,2020-05-27,72.31,IT
Italy,transit,2020-05-27,31.19,IT
Italy,walking,2020-05-27,48.22,IT
Italy,driving,2020-05-28,73.3,IT
Italy,transit,2020-05-28,30.82,IT
Italy,walking,2020-05-28,47.96,IT
Italy,driving,2020-05-29,76.91,IT
Italy,transit,2020-05-29,29.44,IT
Italy,walking,2020-05-29,48.79,IT
Italy,driving,2020-05-30,83.23,IT
Italy,transit,2020-05-30,31.77,IT
Italy,walking,2020-05-30,58.87,IT
Italy,driving,2020-05-31,82.99,IT
Italy,transit,2020-05-31,34.43,IT
Italy,walking,2020-05-31,54.05,IT
Italy,driving,2020-06-01,88.54,IT
Italy,transit,2020-06-01,37.59,IT
Italy,walking,2020-06-01,59.08,IT
Italy,driving,2020-06-02,102.93,IT
Italy,transit,2020-06-02,38.91,IT
Italy,walking,2020-06-02,59.11,IT
Italy,driving,2020-06-03,86.08,IT
Italy,transit,2020-06-03,38.68,IT
Italy,walking,2020-06-03,52.58,IT
Italy,driving,2020-06-04,84.73,IT
Italy,transit,2020-06-04,36.89,IT
Italy,walking,2020-06-04,49.06,IT
Italy,driving,2020-06-05,96.16,IT
Italy,transit,2020-06-05,40.07,IT
Italy,walking,2020-06-05,61.23,IT
Italy,driving,2020-06-06,103.88,IT
Italy,transit,2020-06-06,42.99,IT
Italy,walking,2020-06-06,74.85,IT
Italy,driving,2020-06-07,91.62,IT
Italy,transit,2020-06-07,40.9,IT
Italy,walking,2020-06-07,49.72,IT
Italy,driving,2020-06-08,85.54,IT
Italy,transit,2020-06-08,42.38,IT
Italy,walking,2020-06-08,53.27,IT
Italy,driving,2020-06-09,91.03,IT
Italy,transit,2020-06-09,44.74,IT
Italy,walking,2020-06-09,59.4,IT
Italy,driving,2020-06-10,92.61,IT
Italy,transit,2020-06-10,43.48,IT
Italy,walking,2020-06-10,58.8,IT
Italy,driving,2020-06-11,96.06,IT
Italy,transit,2020-06-11,42.42,IT
Italy,walking,2020-06-11,60.82,IT
Italy,driving,2020-06-12,107.81,IT
Italy,transit,2020-06-12,46.23,IT
Italy,walking,2020-06-12,73.74,IT
Italy,driving,2020-06-13,110.15,IT
Italy,transit,2020-06-13,43.82,IT
Italy,walking,2020-06-13,76.82,IT
Italy,driving,2020-06-14,114.33,IT
Italy,transit,2020-06-14,47.66,IT
Italy,walking,2020-06-14,65.16,IT
Italy,driving,2020-06-15,97.67,IT
Italy,transit,2020-06-15,48.74,IT
Italy,walking,2020-06-15,62.58,IT
Italy,driving,2020-06-16,99.24,IT
Italy,transit,2020-06-16,49.23,IT
Italy,walking,2020-06-16,66.03,IT
Italy,driving,2020-06-17,102.06,IT
Italy,transit,2020-06-17,47.9,IT
Italy,walking,2020-06-17,66.41,IT
Italy,driving,2020-06-18,108.34,IT
Italy,transit,2020-06-18,50.57,IT
Italy,walking,2020-06-18,72.11,IT
Italy,driving,2020-06-19,124.81,IT
Italy,transit,2020-06-19,51.78,IT
Italy,walking,2020-06-19,80.93,IT
Italy,driving,2020-06-20,139.92,IT
Italy,transit,2020-06-20,53.03,IT
Italy,walking,2020-06-20,100.85,IT
Italy,driving,2020-06-21,148.53,IT
Italy,transit,2020-06-21,55.63,IT
Italy,walking,2020-06-21,76.8,IT
Italy,driving,2020-06-22,111.02,IT
Italy,transit,2020-06-22,58.05,IT
Italy,walking,2020-06-22,72.52,IT
Italy,driving,2020-06-23,117.36,IT
Italy,transit,2020-06-23,58.86,IT
Italy,walking,2020-06-23,79.63,IT
Italy,driving,2020-06-24,119.93,IT
Italy,transit,2020-06-24,58.65,IT
Italy,walking,2020-06-24,80.01,IT
Italy,driving,2020-06-25,124.01,IT
Italy,transit,2020-06-25,58.36,IT
Italy,walking,2020-06-25,81.99,IT
Italy,driving,2020-06-26,146.91,IT
Italy,transit,2020-06-26,61.25,IT
Italy,walking,2020-06-26,92.76,IT
Italy,driving,2020-06-27,155.9,IT
Italy,transit,2020-06-27,61.36,IT
Italy,walking,2020-06-27,108.71,IT
Italy,driving,2020-06-28,157.62,IT
Italy,transit,2020-06-28,60.44,IT
Italy,walking,2020-06-28,82.65,IT
Italy,driving,2020-06-29,128.78,IT
Italy,transit,2020-06-29,60.49,IT
Italy,walking,2020-06-29,79.13,IT
Italy,driving,2020-06-30,124.8,IT
Italy,transit,2020-06-30,62.58,IT
Italy,walking,2020-06-30,81.59,IT
Italy,driving,2020-07-01,128.26,IT
Italy,transit,2020-07-01,63.31,IT
Italy,walking,2020-07-01,84.93,IT
Italy,driving,2020-07-02,131.66,IT
Italy,transit,2020-07-02,64.49,IT
Italy,walking,2020-07-02,85.99,IT
Italy,driving,2020-07-03,151.56,IT
Italy,transit,2020-07-03,65.29,IT
Italy,walking,2020-07-03,95.15,IT
Italy,driving,2020-07-04,160.01,IT
Italy,transit,2020-07-04,65.65,IT
Italy,walking,2020-07-04,117.41,IT
Italy,driving,2020-07-05,161.84,IT
Italy,transit,2020-07-05,68.59,IT
Italy,walking,2020-07-05,90.13,IT
Italy,driving,2020-07-06,133.75,IT
Italy,transit,2020-07-06,71.11,IT
Italy,walking,2020-07-06,90.75,IT
Italy,driving,2020-07-07,134.55,IT
Italy,transit,2020-07-07,69.16,IT
Italy,walking,2020-07-07,96.53,IT
Italy,driving,2020-07-08,140.4,IT
Italy,transit,2020-07-08,69.76,IT
Italy,walking,2020-07-08,97.63,IT
Italy,driving,2020-07-09,144.98,IT
Italy,transit,2020-07-09,70.65,IT
Italy,walking,2020-07-09,99.57,IT
Italy,driving,2020-07-10,169.25,IT
Italy,transit,2020-07-10,72.42,IT
Italy,walking,2020-07-10,110.13,IT
Italy,driving,2020-07-11,171.7,IT
Italy,transit,2020-07-11,71.18,IT
Italy,walking,2020-07-11,123.75,IT
Italy,driving,2020-07-12,175.16,IT
Italy,transit,2020-07-12,72.3,IT
Italy,walking,2020-07-12,100.48,IT
Italy,driving,2020-07-13,144.5,IT
Italy,transit,2020-07-13,75.76,IT
Italy,walking,2020-07-13,103.32,IT
Italy,driving,2020-07-14,146.61,IT
Italy,transit,2020-07-14,75.09,IT
Italy,walking,2020-07-14,109.55,IT
Italy,driving,2020-07-15,149.7,IT
Italy,transit,2020-07-15,74.61,IT
Italy,walking,2020-07-15,110.15,IT
Italy,driving,2020-07-16,154.99,IT
Italy,transit,2020-07-16,73.89,IT
Italy,walking,2020-07-16,113.2,IT
Italy,driving,2020-07-17,176.54,IT
Italy,transit,2020-07-17,76.15,IT
Italy,walking,2020-07-17,124.3,IT
Italy,driving,2020-07-18,186.79,IT
Italy,transit,2020-07-18,76.24,IT
Italy,walking,2020-07-18,146.26,IT
Italy,driving,2020-07-19,183.38,IT
Italy,transit,2020-07-19,77.26,IT
Italy,walking,2020-07-19,113.71,IT
Italy,driving,2020-07-20,157.09,IT
Italy,transit,2020-07-20,80.39,IT
Italy,walking,2020-07-20,117.25,IT
Italy,driving,2020-07-21,156.98,IT
Italy,transit,2020-07-21,80.74,IT
Italy,walking,2020-07-21,121.01,IT
Italy,driving,2020-07-22,160.77,IT
Italy,transit,2020-07-22,79.46,IT
Italy,walking,2020-07-22,122.21,IT
Italy,driving,2020-07-23,166.36,IT
Italy,transit,2020-07-23,79.54,IT
Italy,walking,2020-07-23,124.03,IT
Italy,driving,2020-07-24,186.92,IT
Italy,transit,2020-07-24,80.21,IT
Italy,walking,2020-07-24,132.49,IT
Italy,driving,2020-07-25,196.78,IT
Italy,transit,2020-07-25,81.42,IT
Italy,walking,2020-07-25,154.25,IT
Italy,driving,2020-07-26,189.74,IT
Italy,transit,2020-07-26,81.08,IT
Italy,walking,2020-07-26,124.6,IT
Italy,driving,2020-07-27,167.76,IT
Italy,transit,2020-07-27,83.67,IT
Italy,walking,2020-07-27,128.3,IT
Italy,driving,2020-07-28,166.05,IT
Italy,transit,2020-07-28,82.76,IT
Italy,walking,2020-07-28,130.99,IT
Italy,driving,2020-07-29,169.48,IT
Italy,transit,2020-07-29,81.95,IT
Italy,walking,2020-07-29,130.21,IT
Italy,driving,2020-07-30,172.47,IT
Italy,transit,2020-07-30,81.58,IT
Italy,walking,2020-07-30,126.68,IT
Italy,driving,2020-07-31,190.32,IT
Italy,transit,2020-07-31,80.7,IT
Italy,walking,2020-07-31,129.31,IT
Italy,driving,2020-08-01,198.38,IT
Italy,transit,2020-08-01,79.18,IT
Italy,walking,2020-08-01,142.65,IT
Italy,driving,2020-08-02,183.69,IT
Italy,transit,2020-08-02,80.35,IT
Italy,walking,2020-08-02,122.44,IT
Italy,driving,2020-08-03,176.22,IT
Italy,transit,2020-08-03,85.36,IT
Italy,walking,2020-08-03,137.64,IT
Italy,driving,2020-08-04,179.45,IT
Italy,transit,2020-08-04,86.15,IT
Italy,walking,2020-08-04,153.69,IT
Italy,driving,2020-08-05,178.56,IT
Italy,transit,2020-08-05,84.66,IT
Italy,walking,2020-08-05,150.23,IT
Italy,driving,2020-08-06,183.16,IT
Italy,transit,2020-08-06,84.44,IT
Italy,walking,2020-08-06,150.34,IT
Italy,driving,2020-08-07,203.61,IT
Italy,transit,2020-08-07,82.91,IT
Italy,walking,2020-08-07,150.23,IT
Italy,driving,2020-08-08,222.86,IT
Italy,transit,2020-08-08,85.2,IT
Italy,walking,2020-08-08,167.46,IT
Italy,driving,2020-08-09,201.47,IT
Italy,transit,2020-08-09,82.01,IT
Italy,walking,2020-08-09,146.18,IT
Italy,driving,2020-08-10,198.87,IT
Italy,transit,2020-08-10,85.81,IT
Italy,walking,2020-08-10,162.48,IT
Italy,driving,2020-08-11,189.78,IT
Italy,transit,2020-08-11,85.33,IT
Italy,walking,2020-08-11,165.65,IT
Italy,driving,2020-08-12,188.69,IT
Italy,transit,2020-08-12,83.46,IT
Italy,walking,2020-08-12,163.15,IT
Italy,driving,2020-08-13,194.61,IT
Italy,transit,2020-08-13,84.52,IT
Italy,walking,2020-08-13,166.4,IT
Italy,driving,2020-08-14,208.5,IT
Italy,transit,2020-08-14,85.09,IT
Italy,walking,2020-08-14,170.4,IT
Italy,driving,2020-08-15,204.23,IT
Italy,transit,2020-08-15,78.02,IT
Italy,walking,2020-08-15,167.08,IT
Italy,driving,2020-08-16,211.54,IT
Italy,transit,2020-08-16,82.93,IT
Italy,walking,2020-08-16,154.44,IT
Italy,driving,2020-08-17,198.94,IT
Italy,transit,2020-08-17,84.74,IT
Italy,walking,2020-08-17,168.56,IT
Italy,driving,2020-08-18,192.08,IT
Italy,transit,2020-08-18,85.02,IT
Italy,walking,2020-08-18,180.82,IT
Italy,driving,2020-08-19,187.89,IT
Italy,transit,2020-08-19,84.4,IT
Italy,walking,2020-08-19,170.41,IT
Italy,driving,2020-08-20,188.22,IT
Italy,transit,2020-08-20,81.3,IT
Italy,walking,2020-08-20,164.4,IT
Italy,driving,2020-08-21,189.95,IT
Italy,transit,2020-08-21,77.93,IT
Italy,walking,2020-08-21,154.94,IT
Italy,driving,2020-08-22,212.49,IT
Italy,transit,2020-08-22,80.2,IT
Italy,walking,2020-08-22,160.15,IT
Italy,driving,2020-08-23,193.57,IT
Italy,transit,2020-08-23,77.33,IT
Italy,walking,2020-08-23,129.49,IT
Italy,driving,2020-08-24,170.81,IT
Italy,transit,2020-08-24,78.02,IT
Italy,walking,2020-08-24,140.98,IT
Italy,driving,2020-08-25,160.15,IT
Italy,transit,2020-08-25,75.94,IT
Italy,walking,2020-08-25,141.58,IT
Italy,driving,2020-08-26,159.93,IT
Italy,transit,2020-08-26,77.53,IT
Italy,walking,2020-08-26,137.38,IT
Italy,driving,2020-08-27,158.37,IT
Italy,transit,2020-08-27,76.75,IT
Italy,walking,2020-08-27,133.65,IT
Italy,driving,2020-08-28,168.29,IT
Italy,transit,2020-08-28,75.41,IT
Italy,walking,2020-08-28,134.47,IT
Italy,driving,2020-08-29,177.38,IT
Italy,transit,2020-08-29,71,IT
Italy,walking,2020-08-29,136.66,IT
Italy,driving,2020-08-30,172.15,IT
Italy,transit,2020-08-30,74.91,IT
Italy,walking,2020-08-30,114.34,IT
Italy,driving,2020-08-31,148.6,IT
Italy,transit,2020-08-31,76.27,IT
Italy,walking,2020-08-31,115.98,IT
Italy,driving,2020-09-01,142.54,IT
Italy,transit,2020-09-01,79.73,IT
Italy,walking,2020-09-01,128.29,IT
Italy,driving,2020-09-02,148.47,IT
Italy,transit,2020-09-02,81.04,IT
Italy,walking,2020-09-02,133.33,IT
Italy,driving,2020-09-03,151.55,IT
Italy,transit,2020-09-03,82.18,IT
Italy,walking,2020-09-03,134,IT
Italy,driving,2020-09-04,168.5,IT
Italy,transit,2020-09-04,83,IT
Italy,walking,2020-09-04,142.37,IT
Italy,driving,2020-09-05,180.96,IT
Italy,transit,2020-09-05,80.96,IT
Italy,walking,2020-09-05,162.69,IT
Italy,driving,2020-09-06,180.46,IT
Italy,transit,2020-09-06,85.3,IT
Italy,walking,2020-09-06,131.22,IT
Italy,driving,2020-09-07,151.36,IT
Italy,transit,2020-09-07,91.17,IT
Italy,walking,2020-09-07,135.46,IT
Italy,driving,2020-09-08,151.02,IT
Italy,transit,2020-09-08,91.74,IT
Italy,walking,2020-09-08,138.21,IT
Italy,driving,2020-09-09,152.11,IT
Italy,transit,2020-09-09,91.12,IT
Italy,walking,2020-09-09,135.88,IT
Italy,driving,2020-09-10,154.69,IT
Italy,transit,2020-09-10,89.89,IT
Italy,walking,2020-09-10,136.93,IT
Italy,driving,2020-09-11,169.52,IT
Italy,transit,2020-09-11,89.66,IT
Italy,walking,2020-09-11,147.53,IT
Italy,driving,2020-09-12,177.19,IT
Italy,transit,2020-09-12,88.09,IT
Italy,walking,2020-09-12,168.55,IT
Italy,driving,2020-09-13,172.4,IT
Italy,transit,2020-09-13,88.44,IT
Italy,walking,2020-09-13,129.91,IT
Italy,driving,2020-09-14,140.51,IT
Italy,transit,2020-09-14,92.65,IT
Italy,walking,2020-09-14,127.45,IT
Italy,driving,2020-09-15,143.88,IT
Italy,transit,2020-09-15,90.42,IT
Italy,walking,2020-09-15,130.68,IT
Italy,driving,2020-09-16,147.38,IT
Italy,transit,2020-09-16,97.03,IT
Italy,walking,2020-09-16,133.11,IT
Italy,driving,2020-09-17,152.14,IT
Italy,transit,2020-09-17,109.89,IT
Italy,walking,2020-09-17,139.07,IT
Italy,driving,2020-09-18,163.47,IT
Italy,transit,2020-09-18,107.33,IT
Italy,walking,2020-09-18,149.13,IT
Italy,driving,2020-09-19,168.1,IT
Italy,transit,2020-09-19,101.95,IT
Italy,walking,2020-09-19,171.37,IT
Italy,driving,2020-09-20,158.14,IT
Italy,transit,2020-09-20,97.65,IT
Italy,walking,2020-09-20,134.21,IT
Italy,driving,2020-09-21,131.31,IT
Italy,transit,2020-09-21,95.54,IT
Italy,walking,2020-09-21,123.62,IT
Italy,driving,2020-09-22,133.32,IT
Italy,transit,2020-09-22,96.1,IT
Italy,walking,2020-09-22,123.32,IT
Italy,driving,2020-09-23,134.65,IT
Italy,transit,2020-09-23,92.04,IT
Italy,walking,2020-09-23,124.63,IT
Italy,driving,2020-09-24,132.2,IT
Italy,transit,2020-09-24,90.49,IT
Italy,walking,2020-09-24,122.29,IT
Italy,driving,2020-09-25,140.16,IT
Italy,transit,2020-09-25,87.6,IT
Italy,walking,2020-09-25,131.03,IT
Italy,driving,2020-09-26,148.72,IT
Italy,transit,2020-09-26,85.56,IT
Italy,walking,2020-09-26,160.3,IT
Italy,driving,2020-09-27,129.19,IT
Italy,transit,2020-09-27,80.78,IT
Italy,walking,2020-09-27,110.46,IT
Italy,driving,2020-09-28,120.05,IT
Italy,transit,2020-09-28,85.85,IT
Italy,walking,2020-09-28,113.38,IT
Italy,driving,2020-09-29,124.42,IT
Italy,transit,2020-09-29,86.8,IT
Italy,walking,2020-09-29,118.66,IT
Italy,driving,2020-09-30,125.82,IT
Italy,transit,2020-09-30,85.74,IT
Italy,walking,2020-09-30,118.07,IT
Italy,driving,2020-10-01,125.19,IT
Italy,transit,2020-10-01,85.5,IT
Italy,walking,2020-10-01,117.35,IT
Italy,driving,2020-10-02,130.94,IT
Italy,transit,2020-10-02,83.42,IT
Italy,walking,2020-10-02,122.32,IT
Italy,driving,2020-10-03,140.91,IT
Italy,transit,2020-10-03,83.24,IT
Italy,walking,2020-10-03,148.02,IT
Italy,driving,2020-10-04,126.1,IT
Italy,transit,2020-10-04,83.22,IT
Italy,walking,2020-10-04,115.47,IT
Italy,driving,2020-10-05,114.01,IT
Italy,transit,2020-10-05,82.16,IT
Italy,walking,2020-10-05,110.34,IT
Italy,driving,2020-10-06,117.04,IT
Italy,transit,2020-10-06,81.88,IT
Italy,walking,2020-10-06,110.67,IT
Italy,driving,2020-10-07,118.73,IT
Italy,transit,2020-10-07,80.23,IT
Italy,walking,2020-10-07,111.22,IT
Italy,driving,2020-10-08,121.07,IT
Italy,transit,2020-10-08,82.12,IT
Italy,walking,2020-10-08,115.33,IT
Italy,driving,2020-10-09,132.47,IT
Italy,transit,2020-10-09,84.82,IT
Italy,walking,2020-10-09,129.87,IT
Italy,driving,2020-10-10,139.94,IT
Italy,transit,2020-10-10,82.81,IT
Italy,walking,2020-10-10,154.7,IT
