country,transportation_type,date,mobility
NorthernIreland,walking,2021-01-27,89.2
NorthernIreland,transit,2021-01-27,34.96
Scotland,driving,2021-01-27,74.77
Scotland,walking,2021-01-27,71.01
Scotland,transit,2021-01-27,38.16
Wales,driving,2021-01-27,74.23
Wales,walking,2021-01-27,99.84
Wales,transit,2021-01-27,36.39
England,driving,2021-01-28,69.97
England,walking,2021-01-28,65.5
England,transit,2021-01-28,38.87
NorthernIreland,driving,2021-01-28,85.66
NorthernIreland,walking,2021-01-28,88.32
NorthernIreland,transit,2021-01-28,35.99
Scotland,driving,2021-01-28,76.41
Scotland,walking,2021-01-28,70.89
Scotland,transit,2021-01-28,37.3
Wales,driving,2021-01-28,75.03
Wales,walking,2021-01-28,102.58
Wales,transit,2021-01-28,35.47
England,driving,2021-01-29,76.85
England,walking,2021-01-29,73.97
England,transit,2021-01-29,39.42
NorthernIreland,driving,2021-01-29,96.32
NorthernIreland,walking,2021-01-29,105.75
NorthernIreland,transit,2021-01-29,34.59
Scotland,driving,2021-01-29,88.72
Scotland,walking,2021-01-29,84.9
Scotland,transit,2021-01-29,36.22
Wales,driving,2021-01-29,82.77
Wales,walking,2021-01-29,117.46
Wales,transit,2021-01-29,34.67
England,driving,2021-01-30,66.43
England,walking,2021-01-30,66.11
England,transit,2021-01-30,36.25
NorthernIreland,driving,2021-01-30,89.94
NorthernIreland,walking,2021-01-30,94.92
NorthernIreland,transit,2021-01-30,37.8
Scotland,driving,2021-01-30,84.41
Scotland,walking,2021-01-30,90
Scotland,transit,2021-01-30,35.17
Wales,driving,2021-01-30,69.07
Wales,walking,2021-01-30,102.4
Wales,transit,2021-01-30,29.67
England,driving,2021-01-31,56.13
England,walking,2021-01-31,54.89
England,transit,2021-01-31,37.21
NorthernIreland,driving,2021-01-31,68.59
NorthernIreland,walking,2021-01-31,67.43
NorthernIreland,transit,2021-01-31,31.59
Scotland,driving,2021-01-31,65.61
Scotland,walking,2021-01-31,64.53
Scotland,transit,2021-01-31,36.71
Wales,driving,2021-01-31,54.23
Wales,walking,2021-01-31,71.04
Wales,transit,2021-01-31,31.34
England,driving,2021-02-01,69.07
England,walking,2021-02-01,66.68
England,transit,2021-02-01,40.33
NorthernIreland,driving,2021-02-01,81.39
NorthernIreland,walking,2021-02-01,85.64
NorthernIreland,transit,2021-02-01,38.33
Scotland,driving,2021-02-01,74.61
Scotland,walking,2021-02-01,73.67
Scotland,transit,2021-02-01,38.06
Wales,driving,2021-02-01,74.81
Wales,walking,2021-02-01,101.08
Wales,transit,2021-02-01,38.65
England,driving,2021-02-02,68.29
England,walking,2021-02-02,65.41
England,transit,2021-02-02,39.07
NorthernIreland,driving,2021-02-02,82.76
NorthernIreland,walking,2021-02-02,80.76
NorthernIreland,transit,2021-02-02,34.51
Scotland,driving,2021-02-02,74.61
Scotland,walking,2021-02-02,69.74
Scotland,transit,2021-02-02,37.55
Wales,driving,2021-02-02,75.37
Wales,walking,2021-02-02,100.21
Wales,transit,2021-02-02,36.98
England,driving,2021-02-03,70.09
England,walking,2021-02-03,67.09
England,transit,2021-02-03,39.51
NorthernIreland,driving,2021-02-03,84.77
NorthernIreland,walking,2021-02-03,88.75
NorthernIreland,transit,2021-02-03,38.25
Scotland,driving,2021-02-03,75.62
Scotland,walking,2021-02-03,70.58
Scotland,transit,2021-02-03,38.18
Wales,driving,2021-02-03,76.88
Wales,walking,2021-02-03,108.42
Wales,transit,2021-02-03,36.67
England,driving,2021-02-04,70.76
England,walking,2021-02-04,66.29
England,transit,2021-02-04,39.38
NorthernIreland,driving,2021-02-04,86.83
NorthernIreland,walking,2021-02-04,88.8
NorthernIreland,transit,2021-02-04,37.39
Scotland,driving,2021-02-04,78.7
Scotland,walking,2021-02-04,70.48
Scotland,transit,2021-02-04,36.91
Wales,driving,2021-02-04,77.92
Wales,walking,2021-02-04,104.48
Wales,transit,2021-02-04,34.24
England,driving,2021-02-05,77.92
England,walking,2021-02-05,77.8
England,transit,2021-02-05,41.19
NorthernIreland,driving,2021-02-05,98.22
NorthernIreland,walking,2021-02-05,101.67
NorthernIreland,transit,2021-02-05,36.81
Scotland,driving,2021-02-05,90.29
Scotland,walking,2021-02-05,84.39
Scotland,transit,2021-02-05,36.89
Wales,driving,2021-02-05,84.21
Wales,walking,2021-02-05,120.31
Wales,transit,2021-02-05,35.12
England,driving,2021-02-06,69.02
England,walking,2021-02-06,74.41
England,transit,2021-02-06,39.03
NorthernIreland,driving,2021-02-06,91.48
NorthernIreland,walking,2021-02-06,103.51
NorthernIreland,transit,2021-02-06,32.99
Scotland,driving,2021-02-06,79.64
Scotland,walking,2021-02-06,81.51
Scotland,transit,2021-02-06,33.68
Wales,driving,2021-02-06,71.66
Wales,walking,2021-02-06,113.49
Wales,transit,2021-02-06,32.51
England,driving,2021-02-07,52.99
England,walking,2021-02-07,48.64
England,transit,2021-02-07,36.55
NorthernIreland,driving,2021-02-07,69.59
NorthernIreland,walking,2021-02-07,66.78
NorthernIreland,transit,2021-02-07,32.46
Scotland,driving,2021-02-07,63.26
Scotland,walking,2021-02-07,57.35
Scotland,transit,2021-02-07,35.73
Wales,driving,2021-02-07,55.88
Wales,walking,2021-02-07,78.51
Wales,transit,2021-02-07,29.88
England,driving,2021-02-08,64.14
England,walking,2021-02-08,60.33
England,transit,2021-02-08,39.64
NorthernIreland,driving,2021-02-08,83.1
NorthernIreland,walking,2021-02-08,91.22
NorthernIreland,transit,2021-02-08,35.58
Scotland,driving,2021-02-08,75.32
Scotland,walking,2021-02-08,76.13
Scotland,transit,2021-02-08,42.61
Wales,driving,2021-02-08,73.06
Wales,walking,2021-02-08,99.52
Wales,transit,2021-02-08,37.08
England,driving,2021-02-09,65.99
England,walking,2021-02-09,62.03
England,transit,2021-02-09,38.95
NorthernIreland,driving,2021-02-09,84.35
NorthernIreland,walking,2021-02-09,88.98
NorthernIreland,transit,2021-02-09,36.98
Scotland,driving,2021-02-09,64
Scotland,walking,2021-02-09,74.19
Scotland,transit,2021-02-09,43.48
Wales,driving,2021-02-09,76.06
Wales,walking,2021-02-09,101.12
Wales,transit,2021-02-09,35.79
England,driving,2021-02-10,69.02
England,walking,2021-02-10,65.32
England,transit,2021-02-10,40.16
NorthernIreland,driving,2021-02-10,85.91
NorthernIreland,walking,2021-02-10,91.26
NorthernIreland,transit,2021-02-10,38.91
Scotland,driving,2021-02-10,66.95
Scotland,walking,2021-02-10,73.86
Scotland,transit,2021-02-10,43.56
Wales,driving,2021-02-10,76.71
Wales,walking,2021-02-10,106.26
Wales,transit,2021-02-10,36.67
England,driving,2021-02-11,70.01
England,walking,2021-02-11,64.75
England,transit,2021-02-11,39.19
NorthernIreland,driving,2021-02-11,89.14
NorthernIreland,walking,2021-02-11,92.47
NorthernIreland,transit,2021-02-11,33.98
Scotland,driving,2021-02-11,76.38
Scotland,walking,2021-02-11,79.22
Scotland,transit,2021-02-11,41.03
Wales,driving,2021-02-11,77.4
Wales,walking,2021-02-11,98.1
Wales,transit,2021-02-11,35.55
England,driving,2021-02-12,78.75
England,walking,2021-02-12,73.16
England,transit,2021-02-12,40.91
NorthernIreland,driving,2021-02-12,103.62
NorthernIreland,walking,2021-02-12,111.21
NorthernIreland,transit,2021-02-12,34.72
Scotland,driving,2021-02-12,89.52
Scotland,walking,2021-02-12,89.74
Scotland,transit,2021-02-12,42.08
Wales,driving,2021-02-12,87.22
Wales,walking,2021-02-12,120.32
Wales,transit,2021-02-12,38.09
England,driving,2021-02-13,73.09
England,walking,2021-02-13,74.22
England,transit,2021-02-13,39.45
NorthernIreland,driving,2021-02-13,79.85
NorthernIreland,walking,2021-02-13,96.18
NorthernIreland,transit,2021-02-13,29.42
Scotland,driving,2021-02-13,83.05
Scotland,walking,2021-02-13,85.67
Scotland,transit,2021-02-13,35.78
Wales,driving,2021-02-13,76.3
Wales,walking,2021-02-13,111.56
Wales,transit,2021-02-13,32.02
England,driving,2021-02-14,60.7
England,walking,2021-02-14,57.97
England,transit,2021-02-14,37.75
NorthernIreland,driving,2021-02-14,72.82
NorthernIreland,walking,2021-02-14,71.31
NorthernIreland,transit,2021-02-14,30.65
Scotland,driving,2021-02-14,71.05
Scotland,walking,2021-02-14,68.18
Scotland,transit,2021-02-14,36.55
Wales,driving,2021-02-14,62.92
Wales,walking,2021-02-14,84.89
Wales,transit,2021-02-14,31.34
England,driving,2021-02-15,73.63
England,walking,2021-02-15,70.69
England,transit,2021-02-15,44.1
NorthernIreland,driving,2021-02-15,87.95
NorthernIreland,walking,2021-02-15,98.41
NorthernIreland,transit,2021-02-15,42.77
Scotland,driving,2021-02-15,77.96
Scotland,walking,2021-02-15,76.22
Scotland,transit,2021-02-15,41.03
Wales,driving,2021-02-15,77.03
Wales,walking,2021-02-15,109.15
Wales,transit,2021-02-15,41.41
England,driving,2021-02-16,74.97
England,walking,2021-02-16,70.4
England,transit,2021-02-16,43.78
NorthernIreland,driving,2021-02-16,93.12
NorthernIreland,walking,2021-02-16,100.76
NorthernIreland,transit,2021-02-16,36.4
Scotland,driving,2021-02-16,80.53
Scotland,walking,2021-02-16,78.52
Scotland,transit,2021-02-16,40.81
Wales,driving,2021-02-16,77.79
Wales,walking,2021-02-16,103.59
Wales,transit,2021-02-16,37.2
England,driving,2021-02-17,76.34
England,walking,2021-02-17,72.54
England,transit,2021-02-17,45.33
NorthernIreland,driving,2021-02-17,96.33
NorthernIreland,walking,2021-02-17,107.04
NorthernIreland,transit,2021-02-17,43.67
Scotland,driving,2021-02-17,81.17
Scotland,walking,2021-02-17,78.46
Scotland,transit,2021-02-17,41.16
Wales,driving,2021-02-17,79.74
Wales,walking,2021-02-17,107.17
Wales,transit,2021-02-17,41.85
England,driving,2021-02-18,76.04
England,walking,2021-02-18,72.89
England,transit,2021-02-18,45.22
NorthernIreland,driving,2021-02-18,94.38
NorthernIreland,walking,2021-02-18,98.39
NorthernIreland,transit,2021-02-18,39.52
Scotland,driving,2021-02-18,81.9
Scotland,walking,2021-02-18,75.15
Scotland,transit,2021-02-18,43.56
Wales,driving,2021-02-18,81.14
Wales,walking,2021-02-18,115.42
Wales,transit,2021-02-18,41.57
England,driving,2021-02-19,82.47
England,walking,2021-02-19,79.64
England,transit,2021-02-19,47.23
NorthernIreland,driving,2021-02-19,104.17
NorthernIreland,walking,2021-02-19,105.2
NorthernIreland,transit,2021-02-19,38.13
Scotland,driving,2021-02-19,93.11
Scotland,walking,2021-02-19,83.19
Scotland,transit,2021-02-19,43.7
Wales,driving,2021-02-19,87.56
Wales,walking,2021-02-19,118.65
Wales,transit,2021-02-19,37.76
England,driving,2021-02-20,73.9
England,walking,2021-02-20,84.43
England,transit,2021-02-20,46.13
NorthernIreland,driving,2021-02-20,92.28
NorthernIreland,walking,2021-02-20,93.59
NorthernIreland,transit,2021-02-20,32.91
Scotland,driving,2021-02-20,85.94
Scotland,walking,2021-02-20,82.78
Scotland,transit,2021-02-20,42.23
Wales,driving,2021-02-20,73.39
Wales,walking,2021-02-20,111.2
Wales,transit,2021-02-20,37.28
England,driving,2021-02-21,61.48
England,walking,2021-02-21,64.79
England,transit,2021-02-21,44.77
NorthernIreland,driving,2021-02-21,85.57
NorthernIreland,walking,2021-02-21,83.72
NorthernIreland,transit,2021-02-21,44.78
Scotland,driving,2021-02-21,72.84
Scotland,walking,2021-02-21,73.96
Scotland,transit,2021-02-21,46.07
Wales,driving,2021-02-21,60.38
Wales,walking,2021-02-21,81.21
Wales,transit,2021-02-21,38.17
England,driving,2021-02-22,73.72
England,walking,2021-02-22,71.32
England,transit,2021-02-22,48.65
NorthernIreland,driving,2021-02-22,94.93
NorthernIreland,walking,2021-02-22,103.98
NorthernIreland,transit,2021-02-22,45.11
Scotland,driving,2021-02-22,82.01
Scotland,walking,2021-02-22,84.52
Scotland,transit,2021-02-22,50.37
Wales,driving,2021-02-22,83.26
Wales,walking,2021-02-22,122.1
Wales,transit,2021-02-22,43.49
England,driving,2021-02-23,76.41
England,walking,2021-02-23,73.83
England,transit,2021-02-23,48.77
NorthernIreland,driving,2021-02-23,87.73
NorthernIreland,walking,2021-02-23,87.52
NorthernIreland,transit,2021-02-23,39.32
Scotland,driving,2021-02-23,81.03
Scotland,walking,2021-02-23,70.76
Scotland,transit,2021-02-23,45.67
Wales,driving,2021-02-23,82.76
Wales,walking,2021-02-23,111
Wales,transit,2021-02-23,42.53
England,driving,2021-02-24,77.71
England,walking,2021-02-24,75.35
England,transit,2021-02-24,49.74
NorthernIreland,driving,2021-02-24,95.76
NorthernIreland,walking,2021-02-24,102.68
NorthernIreland,transit,2021-02-24,41.91
Scotland,driving,2021-02-24,83.33
Scotland,walking,2021-02-24,79.27
Scotland,transit,2021-02-24,45.57
Wales,driving,2021-02-24,83.52
Wales,walking,2021-02-24,111.89
Wales,transit,2021-02-24,44.94
England,driving,2021-02-25,79.38
England,walking,2021-02-25,76.06
England,transit,2021-02-25,49.61
NorthernIreland,driving,2021-02-25,100.29
NorthernIreland,walking,2021-02-25,104.78
NorthernIreland,transit,2021-02-25,42.28
Scotland,driving,2021-02-25,88.05
Scotland,walking,2021-02-25,83.9
Scotland,transit,2021-02-25,45.53
Wales,driving,2021-02-25,85.67
Wales,walking,2021-02-25,122.7
Wales,transit,2021-02-25,44.23
England,driving,2021-02-26,90.83
England,walking,2021-02-26,91.18
England,transit,2021-02-26,52.39
NorthernIreland,driving,2021-02-26,114.56
NorthernIreland,walking,2021-02-26,120.45
NorthernIreland,transit,2021-02-26,40.14
Scotland,driving,2021-02-26,104.66
Scotland,walking,2021-02-26,103.52
Scotland,transit,2021-02-26,47.43
Wales,driving,2021-02-26,95.28
Wales,walking,2021-02-26,140.11
Wales,transit,2021-02-26,46.85
England,driving,2021-02-27,84.14
England,walking,2021-02-27,99.93
England,transit,2021-02-27,52.56
NorthernIreland,driving,2021-02-27,107.62
NorthernIreland,walking,2021-02-27,116.65
NorthernIreland,transit,2021-02-27,39.77
Scotland,driving,2021-02-27,97.95
Scotland,walking,2021-02-27,106.39
Scotland,transit,2021-02-27,44.42
Wales,driving,2021-02-27,81.73
Wales,walking,2021-02-27,138.34
Wales,transit,2021-02-27,39.51
England,driving,2021-02-28,69.21
England,walking,2021-02-28,72.9
England,transit,2021-02-28,48.25
NorthernIreland,driving,2021-02-28,89.81
NorthernIreland,walking,2021-02-28,83.45
NorthernIreland,transit,2021-02-28,40.35
Scotland,driving,2021-02-28,79.48
Scotland,walking,2021-02-28,78.13
Scotland,transit,2021-02-28,43.93
Wales,driving,2021-02-28,69.63
Wales,walking,2021-02-28,107.54
Wales,transit,2021-02-28,41.07
England,driving,2021-03-01,78.15
England,walking,2021-03-01,76.65
England,transit,2021-03-01,51.9
NorthernIreland,driving,2021-03-01,95.88
NorthernIreland,walking,2021-03-01,105.37
NorthernIreland,transit,2021-03-01,45.23
Scotland,driving,2021-03-01,86.78
Scotland,walking,2021-03-01,90.85
Scotland,transit,2021-03-01,48.91
Wales,driving,2021-03-01,82.22
Wales,walking,2021-03-01,117
Wales,transit,2021-03-01,44.66
England,driving,2021-03-02,78.75
England,walking,2021-03-02,76.88
England,transit,2021-03-02,51.01
NorthernIreland,driving,2021-03-02,96.69
NorthernIreland,walking,2021-03-02,104.29
NorthernIreland,transit,2021-03-02,41.45
Scotland,driving,2021-03-02,86.11
Scotland,walking,2021-03-02,85.35
Scotland,transit,2021-03-02,46.71
Wales,driving,2021-03-02,82.51
Wales,walking,2021-03-02,113.5
Wales,transit,2021-03-02,44.12
England,driving,2021-03-03,78.79
England,walking,2021-03-03,73.28
England,transit,2021-03-03,50.49
NorthernIreland,driving,2021-03-03,98.16
NorthernIreland,walking,2021-03-03,105.28
NorthernIreland,transit,2021-03-03,45.48
Scotland,driving,2021-03-03,85.85
Scotland,walking,2021-03-03,83.35
Scotland,transit,2021-03-03,46.27
Wales,driving,2021-03-03,83.29
Wales,walking,2021-03-03,108.48
Wales,transit,2021-03-03,45.49
England,driving,2021-03-04,78.73
England,walking,2021-03-04,73.4
England,transit,2021-03-04,49.63
NorthernIreland,driving,2021-03-04,99.24
NorthernIreland,walking,2021-03-04,100.13
NorthernIreland,transit,2021-03-04,37.35
Scotland,driving,2021-03-04,87.39
Scotland,walking,2021-03-04,83.45
Scotland,transit,2021-03-04,44.25
Wales,driving,2021-03-04,83.02
Wales,walking,2021-03-04,109.01
Wales,transit,2021-03-04,41.32
England,driving,2021-03-05,87.32
England,walking,2021-03-05,84.56
England,transit,2021-03-05,52.6
NorthernIreland,driving,2021-03-05,113.01
NorthernIreland,walking,2021-03-05,117.61
NorthernIreland,transit,2021-03-05,45.52
Scotland,driving,2021-03-05,100.83
Scotland,walking,2021-03-05,98.1
Scotland,transit,2021-03-05,45.95
Wales,driving,2021-03-05,92.15
Wales,walking,2021-03-05,125.51
Wales,transit,2021-03-05,44.01
England,driving,2021-03-06,80.89
England,walking,2021-03-06,89.81
England,transit,2021-03-06,51.71
NorthernIreland,driving,2021-03-06,107.89
NorthernIreland,walking,2021-03-06,116.77
NorthernIreland,transit,2021-03-06,37.26
Scotland,driving,2021-03-06,96.18
Scotland,walking,2021-03-06,101.43
Scotland,transit,2021-03-06,44.39
Wales,driving,2021-03-06,82.42
Wales,walking,2021-03-06,140.13
Wales,transit,2021-03-06,39.57
England,driving,2021-03-07,67.61
England,walking,2021-03-07,68.51
England,transit,2021-03-07,51.14
NorthernIreland,driving,2021-03-07,86.93
NorthernIreland,walking,2021-03-07,86.32
NorthernIreland,transit,2021-03-07,44.62
Scotland,driving,2021-03-07,76.16
Scotland,walking,2021-03-07,72.16
Scotland,transit,2021-03-07,42.1
Wales,driving,2021-03-07,65.68
Wales,walking,2021-03-07,92.15
Wales,transit,2021-03-07,38.84
England,driving,2021-03-08,79.08
England,walking,2021-03-08,76.42
England,transit,2021-03-08,54.3
NorthernIreland,driving,2021-03-08,92.6
NorthernIreland,walking,2021-03-08,101.52
NorthernIreland,transit,2021-03-08,47.74
Scotland,driving,2021-03-08,82.34
Scotland,walking,2021-03-08,78.72
Scotland,transit,2021-03-08,44.05
Wales,driving,2021-03-08,83.09
Wales,walking,2021-03-08,115.61
Wales,transit,2021-03-08,45.9
England,driving,2021-03-09,81.06
England,walking,2021-03-09,80.94
England,transit,2021-03-09,55.06
NorthernIreland,driving,2021-03-09,92.96
NorthernIreland,walking,2021-03-09,98.32
NorthernIreland,transit,2021-03-09,41.33
Scotland,driving,2021-03-09,85.54
Scotland,walking,2021-03-09,79.57
Scotland,transit,2021-03-09,46.18
Wales,driving,2021-03-09,83.48
Wales,walking,2021-03-09,112.61
Wales,transit,2021-03-09,42.96
England,driving,2021-03-10,80.84
England,walking,2021-03-10,69.54
England,transit,2021-03-10,52.6
NorthernIreland,driving,2021-03-10,95.87
NorthernIreland,walking,2021-03-10,95.05
NorthernIreland,transit,2021-03-10,39.36
Scotland,driving,2021-03-10,85.71
Scotland,walking,2021-03-10,77.79
Scotland,transit,2021-03-10,47.7
Wales,driving,2021-03-10,84.53
Wales,walking,2021-03-10,100.51
Wales,transit,2021-03-10,43.41
England,driving,2021-03-11,81.71
England,walking,2021-03-11,73.09
England,transit,2021-03-11,52.42
NorthernIreland,driving,2021-03-11,96.99
NorthernIreland,walking,2021-03-11,96.78
NorthernIreland,transit,2021-03-11,38.5
Scotland,driving,2021-03-11,87.48
Scotland,walking,2021-03-11,78.01
Scotland,transit,2021-03-11,45.52
Wales,driving,2021-03-11,85.97
Wales,walking,2021-03-11,106.2
Wales,transit,2021-03-11,42.63
England,driving,2021-03-12,
England,walking,2021-03-12,
England,transit,2021-03-12,
NorthernIreland,driving,2021-03-12,
NorthernIreland,walking,2021-03-12,
NorthernIreland,transit,2021-03-12,
Scotland,driving,2021-03-12,
Scotland,walking,2021-03-12,
Scotland,transit,2021-03-12,
Wales,driving,2021-03-12,
Wales,walking,2021-03-12,
Wales,transit,2021-03-12,
England,driving,2021-03-13,83.79
England,walking,2021-03-13,87.04
England,transit,2021-03-13,52.2
NorthernIreland,driving,2021-03-13,109.99
NorthernIreland,walking,2021-03-13,114.07
NorthernIreland,transit,2021-03-13,41.54
Scotland,driving,2021-03-13,101.93
Scotland,walking,2021-03-13,100.96
Scotland,transit,2021-03-13,43.63
Wales,driving,2021-03-13,87.49
Wales,walking,2021-03-13,124.63
Wales,transit,2021-03-13,38.01
England,driving,2021-03-14,68.72
England,walking,2021-03-14,65.38
England,transit,2021-03-14,49.17
NorthernIreland,driving,2021-03-14,73.18
NorthernIreland,walking,2021-03-14,70.57
NorthernIreland,transit,2021-03-14,31.88
Scotland,driving,2021-03-14,81.55
Scotland,walking,2021-03-14,76.69
Scotland,transit,2021-03-14,44.41
Wales,driving,2021-03-14,71.52
Wales,walking,2021-03-14,91.24
Wales,transit,2021-03-14,41.18
England,driving,2021-03-15,80.12
England,walking,2021-03-15,75.65
England,transit,2021-03-15,55.97
NorthernIreland,driving,2021-03-15,93.18
NorthernIreland,walking,2021-03-15,97.69
NorthernIreland,transit,2021-03-15,37.92
Scotland,driving,2021-03-15,88.61
Scotland,walking,2021-03-15,85.7
Scotland,transit,2021-03-15,50.01
Wales,driving,2021-03-15,85.07
Wales,walking,2021-03-15,113.29
Wales,transit,2021-03-15,51.81
England,driving,2021-03-16,83.03
England,walking,2021-03-16,77.27
England,transit,2021-03-16,55.25
NorthernIreland,driving,2021-03-16,103.34
NorthernIreland,walking,2021-03-16,112.2
NorthernIreland,transit,2021-03-16,44
Scotland,driving,2021-03-16,93.41
Scotland,walking,2021-03-16,94.13
Scotland,transit,2021-03-16,52.72
Wales,driving,2021-03-16,88.7
Wales,walking,2021-03-16,117.33
Wales,transit,2021-03-16,46.52
England,driving,2021-03-17,83.84
England,walking,2021-03-17,78.65
England,transit,2021-03-17,55.37
NorthernIreland,driving,2021-03-17,104.94
NorthernIreland,walking,2021-03-17,111.68
NorthernIreland,transit,2021-03-17,40.39
Scotland,driving,2021-03-17,94.45
Scotland,walking,2021-03-17,94.99
Scotland,transit,2021-03-17,51.72
Wales,driving,2021-03-17,88.32
Wales,walking,2021-03-17,117.51
Wales,transit,2021-03-17,44.31
England,driving,2021-03-18,83.21
England,walking,2021-03-18,75.82
England,transit,2021-03-18,53.67
NorthernIreland,driving,2021-03-18,99.81
NorthernIreland,walking,2021-03-18,98.88
NorthernIreland,transit,2021-03-18,39.81
Scotland,driving,2021-03-18,95.75
Scotland,walking,2021-03-18,96.41
Scotland,transit,2021-03-18,51.93
Wales,driving,2021-03-18,88.72
Wales,walking,2021-03-18,116.66
Wales,transit,2021-03-18,44.61
England,driving,2021-03-19,91.56
England,walking,2021-03-19,88.29
England,transit,2021-03-19,56.7
NorthernIreland,driving,2021-03-19,111.82
NorthernIreland,walking,2021-03-19,118.45
NorthernIreland,transit,2021-03-19,45.07
Scotland,driving,2021-03-19,107.94
Scotland,walking,2021-03-19,106.92
Scotland,transit,2021-03-19,53.98
Wales,driving,2021-03-19,95.9
Wales,walking,2021-03-19,130.18
Wales,transit,2021-03-19,44.93
England,driving,2021-03-20,84.36
England,walking,2021-03-20,94.11
England,transit,2021-03-20,55.97
NorthernIreland,driving,2021-03-20,107.07
NorthernIreland,walking,2021-03-20,110.71
NorthernIreland,transit,2021-03-20,44.49
Scotland,driving,2021-03-20,105.44
Scotland,walking,2021-03-20,107.19
Scotland,transit,2021-03-20,52.72
Wales,driving,2021-03-20,86.42
Wales,walking,2021-03-20,132.83
Wales,transit,2021-03-20,43.1
England,driving,2021-03-21,70.53
England,walking,2021-03-21,70.26
England,transit,2021-03-21,53.18
NorthernIreland,driving,2021-03-21,88
NorthernIreland,walking,2021-03-21,82.6
NorthernIreland,transit,2021-03-21,40.55
Scotland,driving,2021-03-21,85.08
Scotland,walking,2021-03-21,81.94
Scotland,transit,2021-03-21,50.09
Wales,driving,2021-03-21,74.05
Wales,walking,2021-03-21,96.39
Wales,transit,2021-03-21,43.73
England,driving,2021-03-22,82.55
England,walking,2021-03-22,80.14
England,transit,2021-03-22,57.98
NorthernIreland,driving,2021-03-22,93.71
NorthernIreland,walking,2021-03-22,98.51
NorthernIreland,transit,2021-03-22,45.15
Scotland,driving,2021-03-22,90.58
Scotland,walking,2021-03-22,84.73
Scotland,transit,2021-03-22,51.81
Wales,driving,2021-03-22,89.51
Wales,walking,2021-03-22,117.63
Wales,transit,2021-03-22,53.06
England,driving,2021-03-23,85.15
England,walking,2021-03-23,80.46
England,transit,2021-03-23,58.48
NorthernIreland,driving,2021-03-23,98.33
NorthernIreland,walking,2021-03-23,98.21
NorthernIreland,transit,2021-03-23,48.03
Scotland,driving,2021-03-23,93.88
Scotland,walking,2021-03-23,85.01
Scotland,transit,2021-03-23,52.81
Wales,driving,2021-03-23,90.16
Wales,walking,2021-03-23,116.8
Wales,transit,2021-03-23,50.61
England,driving,2021-03-24,86.27
England,walking,2021-03-24,81.36
England,transit,2021-03-24,57.94
NorthernIreland,driving,2021-03-24,100.4
NorthernIreland,walking,2021-03-24,96.22
NorthernIreland,transit,2021-03-24,42.65
Scotland,driving,2021-03-24,95.3
Scotland,walking,2021-03-24,86.23
Scotland,transit,2021-03-24,52.38
Wales,driving,2021-03-24,91.76
Wales,walking,2021-03-24,118.79
Wales,transit,2021-03-24,49.43
England,driving,2021-03-25,86.48
England,walking,2021-03-25,79.44
England,transit,2021-03-25,56.68
NorthernIreland,driving,2021-03-25,101.25
NorthernIreland,walking,2021-03-25,98.75
NorthernIreland,transit,2021-03-25,42.52
Scotland,driving,2021-03-25,95.9
Scotland,walking,2021-03-25,84.84
Scotland,transit,2021-03-25,51.35
Wales,driving,2021-03-25,92.32
Wales,walking,2021-03-25,118.29
Wales,transit,2021-03-25,48.41
England,driving,2021-03-26,95.55
England,walking,2021-03-26,85.6
England,transit,2021-03-26,58.41
NorthernIreland,driving,2021-03-26,119.33
NorthernIreland,walking,2021-03-26,117.86
NorthernIreland,transit,2021-03-26,43.59
Scotland,driving,2021-03-26,110.35
Scotland,walking,2021-03-26,97.17
Scotland,transit,2021-03-26,52.21
Wales,driving,2021-03-26,104.34
Wales,walking,2021-03-26,132.17
Wales,transit,2021-03-26,50.2
England,driving,2021-03-27,89.57
England,walking,2021-03-27,96.78
England,transit,2021-03-27,62.23
NorthernIreland,driving,2021-03-27,110.44
NorthernIreland,walking,2021-03-27,114.66
NorthernIreland,transit,2021-03-27,42.32
Scotland,driving,2021-03-27,107.23
Scotland,walking,2021-03-27,99.6
Scotland,transit,2021-03-27,49.67
Wales,driving,2021-03-27,106.91
Wales,walking,2021-03-27,138.12
Wales,transit,2021-03-27,47.13
England,driving,2021-03-28,73.87
England,walking,2021-03-28,66.55
England,transit,2021-03-28,57.76
NorthernIreland,driving,2021-03-28,85.02
NorthernIreland,walking,2021-03-28,73.4
NorthernIreland,transit,2021-03-28,39.4
Scotland,driving,2021-03-28,84.77
Scotland,walking,2021-03-28,65.99
Scotland,transit,2021-03-28,49.8
Wales,driving,2021-03-28,83.94
Wales,walking,2021-03-28,86.44
Wales,transit,2021-03-28,46.25
England,driving,2021-03-29,92.47
England,walking,2021-03-29,90.55
England,transit,2021-03-29,66.31
NorthernIreland,driving,2021-03-29,104.43
NorthernIreland,walking,2021-03-29,112.5
NorthernIreland,transit,2021-03-29,47.82
Scotland,driving,2021-03-29,93.42
Scotland,walking,2021-03-29,82.42
Scotland,transit,2021-03-29,53.29
Wales,driving,2021-03-29,105.37
Wales,walking,2021-03-29,130.44
Wales,transit,2021-03-29,62.05
England,driving,2021-03-30,100.57
England,walking,2021-03-30,104.45
England,transit,2021-03-30,73.89
NorthernIreland,driving,2021-03-30,114.55
NorthernIreland,walking,2021-03-30,122.44
NorthernIreland,transit,2021-03-30,50.04
Scotland,driving,2021-03-30,96.98
Scotland,walking,2021-03-30,88.32
