country,transportation_type,date,mobility
Scotland,driving,2020-06-04,71.08
Scotland,walking,2020-06-04,58.69
Scotland,transit,2020-06-04,25.95
Wales,driving,2020-06-04,71.21
Wales,walking,2020-06-04,82.66
Wales,transit,2020-06-04,30.35
England,driving,2020-06-05,77.81
England,walking,2020-06-05,62.82
England,transit,2020-06-05,30.69
NorthernIreland,driving,2020-06-05,93.86
NorthernIreland,walking,2020-06-05,85.07
NorthernIreland,transit,2020-06-05,29.13
Scotland,driving,2020-06-05,78.74
Scotland,walking,2020-06-05,68.49
Scotland,transit,2020-06-05,26.92
Wales,driving,2020-06-05,76.7
Wales,walking,2020-06-05,92.11
Wales,transit,2020-06-05,28.46
England,driving,2020-06-06,71.95
England,walking,2020-06-06,59.59
England,transit,2020-06-06,30.32
NorthernIreland,driving,2020-06-06,84.15
NorthernIreland,walking,2020-06-06,81.12
NorthernIreland,transit,2020-06-06,30.28
Scotland,driving,2020-06-06,77.04
Scotland,walking,2020-06-06,74.64
Scotland,transit,2020-06-06,26.32
Wales,driving,2020-06-06,65.73
Wales,walking,2020-06-06,80.14
Wales,transit,2020-06-06,25.45
England,driving,2020-06-07,65.87
England,walking,2020-06-07,53.43
England,transit,2020-06-07,30.83
NorthernIreland,driving,2020-06-07,78.37
NorthernIreland,walking,2020-06-07,64.37
NorthernIreland,transit,2020-06-07,28.06
Scotland,driving,2020-06-07,67.89
Scotland,walking,2020-06-07,63.31
Scotland,transit,2020-06-07,27.53
Wales,driving,2020-06-07,59.91
Wales,walking,2020-06-07,69.26
Wales,transit,2020-06-07,26.44
England,driving,2020-06-08,73.41
England,walking,2020-06-08,60.47
England,transit,2020-06-08,32.45
NorthernIreland,driving,2020-06-08,86.92
NorthernIreland,walking,2020-06-08,78.36
NorthernIreland,transit,2020-06-08,32
Scotland,driving,2020-06-08,73.85
Scotland,walking,2020-06-08,69.04
Scotland,transit,2020-06-08,28.34
Wales,driving,2020-06-08,71.7
Wales,walking,2020-06-08,87.14
Wales,transit,2020-06-08,29.94
England,driving,2020-06-09,76.73
England,walking,2020-06-09,64.73
England,transit,2020-06-09,33.11
NorthernIreland,driving,2020-06-09,89.51
NorthernIreland,walking,2020-06-09,79.95
NorthernIreland,transit,2020-06-09,33.98
Scotland,driving,2020-06-09,74.01
Scotland,walking,2020-06-09,66.48
Scotland,transit,2020-06-09,27.55
Wales,driving,2020-06-09,74.34
Wales,walking,2020-06-09,92.35
Wales,transit,2020-06-09,33.66
England,driving,2020-06-10,73.82
England,walking,2020-06-10,55.95
England,transit,2020-06-10,31.71
NorthernIreland,driving,2020-06-10,90.41
NorthernIreland,walking,2020-06-10,80.5
NorthernIreland,transit,2020-06-10,32
Scotland,driving,2020-06-10,73.2
Scotland,walking,2020-06-10,60.7
Scotland,transit,2020-06-10,26.89
Wales,driving,2020-06-10,73.36
Wales,walking,2020-06-10,80.47
Wales,transit,2020-06-10,29.74
England,driving,2020-06-11,74.55
England,walking,2020-06-11,57.43
England,transit,2020-06-11,31.5
NorthernIreland,driving,2020-06-11,99.13
NorthernIreland,walking,2020-06-11,90.47
NorthernIreland,transit,2020-06-11,29.79
Scotland,driving,2020-06-11,81.41
Scotland,walking,2020-06-11,71.34
Scotland,transit,2020-06-11,29.41
Wales,driving,2020-06-11,73.99
Wales,walking,2020-06-11,79.4
Wales,transit,2020-06-11,31.47
England,driving,2020-06-12,81.29
England,walking,2020-06-12,64.53
England,transit,2020-06-12,33.94
NorthernIreland,driving,2020-06-12,101.71
NorthernIreland,walking,2020-06-12,92.83
NorthernIreland,transit,2020-06-12,33.07
Scotland,driving,2020-06-12,85.25
Scotland,walking,2020-06-12,73.84
Scotland,transit,2020-06-12,30.62
Wales,driving,2020-06-12,77.94
Wales,walking,2020-06-12,89.98
Wales,transit,2020-06-12,29.72
England,driving,2020-06-13,84.92
England,walking,2020-06-13,80.04
England,transit,2020-06-13,35.68
NorthernIreland,driving,2020-06-13,100.27
NorthernIreland,walking,2020-06-13,93.98
NorthernIreland,transit,2020-06-13,37.14
Scotland,driving,2020-06-13,77.01
Scotland,walking,2020-06-13,65.71
Scotland,transit,2020-06-13,25.81
Wales,driving,2020-06-13,70.87
Wales,walking,2020-06-13,93.55
Wales,transit,2020-06-13,27.42
England,driving,2020-06-14,75.66
England,walking,2020-06-14,63.2
England,transit,2020-06-14,35.07
NorthernIreland,driving,2020-06-14,94.07
NorthernIreland,walking,2020-06-14,75.41
NorthernIreland,transit,2020-06-14,37.63
Scotland,driving,2020-06-14,72.33
Scotland,walking,2020-06-14,60.7
Scotland,transit,2020-06-14,28.72
Wales,driving,2020-06-14,64.29
Wales,walking,2020-06-14,75.46
Wales,transit,2020-06-14,30.46
England,driving,2020-06-15,80.76
England,walking,2020-06-15,68.67
England,transit,2020-06-15,37.33
NorthernIreland,driving,2020-06-15,98.66
NorthernIreland,walking,2020-06-15,89.88
NorthernIreland,transit,2020-06-15,40.02
Scotland,driving,2020-06-15,78.06
Scotland,walking,2020-06-15,68.87
Scotland,transit,2020-06-15,31.81
Wales,driving,2020-06-15,78.37
Wales,walking,2020-06-15,91.19
Wales,transit,2020-06-15,34.19
England,driving,2020-06-16,80.85
England,walking,2020-06-16,66.81
England,transit,2020-06-16,36.7
NorthernIreland,driving,2020-06-16,99.66
NorthernIreland,walking,2020-06-16,86.99
NorthernIreland,transit,2020-06-16,36.28
Scotland,driving,2020-06-16,82.64
Scotland,walking,2020-06-16,72.6
Scotland,transit,2020-06-16,32.24
Wales,driving,2020-06-16,78.41
Wales,walking,2020-06-16,89.2
Wales,transit,2020-06-16,33.09
England,driving,2020-06-17,80.47
England,walking,2020-06-17,62.98
England,transit,2020-06-17,35.55
NorthernIreland,driving,2020-06-17,99.16
NorthernIreland,walking,2020-06-17,86.97
NorthernIreland,transit,2020-06-17,36.44
Scotland,driving,2020-06-17,83.92
Scotland,walking,2020-06-17,73.45
Scotland,transit,2020-06-17,32.48
Wales,driving,2020-06-17,77.58
Wales,walking,2020-06-17,86.13
Wales,transit,2020-06-17,32.15
England,driving,2020-06-18,80.37
England,walking,2020-06-18,59.83
England,transit,2020-06-18,36.12
NorthernIreland,driving,2020-06-18,104.25
NorthernIreland,walking,2020-06-18,88.39
NorthernIreland,transit,2020-06-18,39.85
Scotland,driving,2020-06-18,88.23
Scotland,walking,2020-06-18,78
Scotland,transit,2020-06-18,33.32
Wales,driving,2020-06-18,75.46
Wales,walking,2020-06-18,73.32
Wales,transit,2020-06-18,31.17
England,driving,2020-06-19,89.46
England,walking,2020-06-19,71.74
England,transit,2020-06-19,38.26
NorthernIreland,driving,2020-06-19,110.99
NorthernIreland,walking,2020-06-19,99.04
NorthernIreland,transit,2020-06-19,39.98
Scotland,driving,2020-06-19,93.53
Scotland,walking,2020-06-19,79
Scotland,transit,2020-06-19,32.59
Wales,driving,2020-06-19,85.94
Wales,walking,2020-06-19,95.29
Wales,transit,2020-06-19,30.52
England,driving,2020-06-20,91.62
England,walking,2020-06-20,83.43
England,transit,2020-06-20,39.75
NorthernIreland,driving,2020-06-20,113.58
NorthernIreland,walking,2020-06-20,101.22
NorthernIreland,transit,2020-06-20,37.02
Scotland,driving,2020-06-20,94.91
Scotland,walking,2020-06-20,90.96
Scotland,transit,2020-06-20,33.26
Wales,driving,2020-06-20,81.1
Wales,walking,2020-06-20,101.88
Wales,transit,2020-06-20,32.02
England,driving,2020-06-21,76.45
England,walking,2020-06-21,57.95
England,transit,2020-06-21,35.96
NorthernIreland,driving,2020-06-21,78.03
NorthernIreland,walking,2020-06-21,60.07
NorthernIreland,transit,2020-06-21,33.73
Scotland,driving,2020-06-21,72.47
Scotland,walking,2020-06-21,54.34
Scotland,transit,2020-06-21,28.43
Wales,driving,2020-06-21,69.96
Wales,walking,2020-06-21,74.05
Wales,transit,2020-06-21,31.45
England,driving,2020-06-22,88.73
England,walking,2020-06-22,74.74
England,transit,2020-06-22,42.8
NorthernIreland,driving,2020-06-22,98.34
NorthernIreland,walking,2020-06-22,86.61
NorthernIreland,transit,2020-06-22,41.08
Scotland,driving,2020-06-22,82.15
Scotland,walking,2020-06-22,66.88
Scotland,transit,2020-06-22,33.52
Wales,driving,2020-06-22,84.83
Wales,walking,2020-06-22,96.99
Wales,transit,2020-06-22,37.35
England,driving,2020-06-23,93.27
England,walking,2020-06-23,78.2
England,transit,2020-06-23,45.34
NorthernIreland,driving,2020-06-23,101.12
NorthernIreland,walking,2020-06-23,88.47
NorthernIreland,transit,2020-06-23,42.69
Scotland,driving,2020-06-23,85.92
Scotland,walking,2020-06-23,70.83
Scotland,transit,2020-06-23,35.12
Wales,driving,2020-06-23,90.58
Wales,walking,2020-06-23,104.33
Wales,transit,2020-06-23,40.31
England,driving,2020-06-24,100.47
England,walking,2020-06-24,82.31
England,transit,2020-06-24,47.77
NorthernIreland,driving,2020-06-24,112.58
NorthernIreland,walking,2020-06-24,97.71
NorthernIreland,transit,2020-06-24,47.41
Scotland,driving,2020-06-24,97.29
Scotland,walking,2020-06-24,86.76
Scotland,transit,2020-06-24,38.07
Wales,driving,2020-06-24,94.71
Wales,walking,2020-06-24,106.47
Wales,transit,2020-06-24,39.77
England,driving,2020-06-25,101.67
England,walking,2020-06-25,82.59
England,transit,2020-06-25,48.45
NorthernIreland,driving,2020-06-25,119.56
NorthernIreland,walking,2020-06-25,98.14
NorthernIreland,transit,2020-06-25,47
Scotland,driving,2020-06-25,100.08
Scotland,walking,2020-06-25,89.7
Scotland,transit,2020-06-25,37.76
Wales,driving,2020-06-25,95.05
Wales,walking,2020-06-25,102.03
Wales,transit,2020-06-25,40.21
England,driving,2020-06-26,100.11
England,walking,2020-06-26,81.57
England,transit,2020-06-26,46.39
NorthernIreland,driving,2020-06-26,119.04
NorthernIreland,walking,2020-06-26,107.65
NorthernIreland,transit,2020-06-26,38.82
Scotland,driving,2020-06-26,99.8
Scotland,walking,2020-06-26,79.83
Scotland,transit,2020-06-26,35.57
Wales,driving,2020-06-26,92.68
Wales,walking,2020-06-26,106.01
Wales,transit,2020-06-26,36.5
England,driving,2020-06-27,90.73
England,walking,2020-06-27,72.93
England,transit,2020-06-27,42.8
NorthernIreland,driving,2020-06-27,109.74
NorthernIreland,walking,2020-06-27,98.73
NorthernIreland,transit,2020-06-27,35.58
Scotland,driving,2020-06-27,93.39
Scotland,walking,2020-06-27,72.94
Scotland,transit,2020-06-27,31.23
Wales,driving,2020-06-27,82.15
Wales,walking,2020-06-27,88.29
Wales,transit,2020-06-27,31.45
England,driving,2020-06-28,84.19
England,walking,2020-06-28,61.57
England,transit,2020-06-28,41.59
NorthernIreland,driving,2020-06-28,84.63
NorthernIreland,walking,2020-06-28,61.23
NorthernIreland,transit,2020-06-28,37.88
Scotland,driving,2020-06-28,79.04
Scotland,walking,2020-06-28,54.16
Scotland,transit,2020-06-28,32.29
Wales,driving,2020-06-28,75.57
Wales,walking,2020-06-28,70.25
Wales,transit,2020-06-28,35.57
England,driving,2020-06-29,87.96
England,walking,2020-06-29,67.59
England,transit,2020-06-29,44.7
NorthernIreland,driving,2020-06-29,105.18
NorthernIreland,walking,2020-06-29,85.3
NorthernIreland,transit,2020-06-29,43.43
Scotland,driving,2020-06-29,91.25
Scotland,walking,2020-06-29,69.4
Scotland,transit,2020-06-29,38.31
Wales,driving,2020-06-29,85.5
Wales,walking,2020-06-29,86.22
Wales,transit,2020-06-29,38.12
England,driving,2020-06-30,90.96
England,walking,2020-06-30,70.7
England,transit,2020-06-30,44.17
NorthernIreland,driving,2020-06-30,110.71
NorthernIreland,walking,2020-06-30,101.12
NorthernIreland,transit,2020-06-30,45.73
Scotland,driving,2020-06-30,100.43
Scotland,walking,2020-06-30,81.62
Scotland,transit,2020-06-30,39.97
Wales,driving,2020-06-30,89.33
Wales,walking,2020-06-30,93.21
Wales,transit,2020-06-30,38.07
England,driving,2020-07-01,91.86
England,walking,2020-07-01,73.09
England,transit,2020-07-01,44.7
NorthernIreland,driving,2020-07-01,116.38
NorthernIreland,walking,2020-07-01,98.23
NorthernIreland,transit,2020-07-01,50.08
Scotland,driving,2020-07-01,98.13
Scotland,walking,2020-07-01,77.71
Scotland,transit,2020-07-01,39.96
Wales,driving,2020-07-01,90.52
Wales,walking,2020-07-01,99.06
Wales,transit,2020-07-01,41.3
England,driving,2020-07-02,91.98
England,walking,2020-07-02,72
England,transit,2020-07-02,44.15
NorthernIreland,driving,2020-07-02,116.87
NorthernIreland,walking,2020-07-02,97.41
NorthernIreland,transit,2020-07-02,42.77
Scotland,driving,2020-07-02,102.61
Scotland,walking,2020-07-02,84.49
Scotland,transit,2020-07-02,38.98
Wales,driving,2020-07-02,90.68
Wales,walking,2020-07-02,99.48
Wales,transit,2020-07-02,37.66
England,driving,2020-07-03,99.94
England,walking,2020-07-03,79.23
England,transit,2020-07-03,46.96
NorthernIreland,driving,2020-07-03,121.96
NorthernIreland,walking,2020-07-03,107.61
NorthernIreland,transit,2020-07-03,41
Scotland,driving,2020-07-03,105.43
Scotland,walking,2020-07-03,79.61
Scotland,transit,2020-07-03,36.73
Wales,driving,2020-07-03,95
Wales,walking,2020-07-03,98.65
Wales,transit,2020-07-03,36.95
England,driving,2020-07-04,96.92
England,walking,2020-07-04,90.55
England,transit,2020-07-04,49
NorthernIreland,driving,2020-07-04,116.97
NorthernIreland,walking,2020-07-04,112.97
NorthernIreland,transit,2020-07-04,40.59
Scotland,driving,2020-07-04,102.85
Scotland,walking,2020-07-04,82.12
Scotland,transit,2020-07-04,36.18
Wales,driving,2020-07-04,87.78
Wales,walking,2020-07-04,92.46
Wales,transit,2020-07-04,32.86
England,driving,2020-07-05,90.14
England,walking,2020-07-05,73.13
England,transit,2020-07-05,48.06
NorthernIreland,driving,2020-07-05,99.13
NorthernIreland,walking,2020-07-05,75.74
NorthernIreland,transit,2020-07-05,42.77
Scotland,driving,2020-07-05,89.43
Scotland,walking,2020-07-05,60
Scotland,transit,2020-07-05,37.35
Wales,driving,2020-07-05,82.4
Wales,walking,2020-07-05,76.86
Wales,transit,2020-07-05,37.41
England,driving,2020-07-06,98.47
England,walking,2020-07-06,82.59
England,transit,2020-07-06,52.02
NorthernIreland,driving,2020-07-06,118.01
NorthernIreland,walking,2020-07-06,109.4
NorthernIreland,transit,2020-07-06,47.86
Scotland,driving,2020-07-06,107.01
Scotland,walking,2020-07-06,88.79
Scotland,transit,2020-07-06,43.54
Wales,driving,2020-07-06,101.95
Wales,walking,2020-07-06,107.12
Wales,transit,2020-07-06,42.29
England,driving,2020-07-07,98.67
England,walking,2020-07-07,80.47
England,transit,2020-07-07,51.43
NorthernIreland,driving,2020-07-07,119.31
NorthernIreland,walking,2020-07-07,109.01
NorthernIreland,transit,2020-07-07,49.71
Scotland,driving,2020-07-07,105.03
Scotland,walking,2020-07-07,84.35
Scotland,transit,2020-07-07,42.48
Wales,driving,2020-07-07,99.03
Wales,walking,2020-07-07,94.84
Wales,transit,2020-07-07,41.87
England,driving,2020-07-08,97.66
England,walking,2020-07-08,78.91
England,transit,2020-07-08,50.23
NorthernIreland,driving,2020-07-08,124.3
NorthernIreland,walking,2020-07-08,112.78
NorthernIreland,transit,2020-07-08,54.64
Scotland,driving,2020-07-08,109.26
Scotland,walking,2020-07-08,85.76
Scotland,transit,2020-07-08,42.52
Wales,driving,2020-07-08,97.39
Wales,walking,2020-07-08,92.99
Wales,transit,2020-07-08,40.55
England,driving,2020-07-09,99.51
England,walking,2020-07-09,80.66
England,transit,2020-07-09,51.15
NorthernIreland,driving,2020-07-09,128.51
NorthernIreland,walking,2020-07-09,116.85
NorthernIreland,transit,2020-07-09,51.85
Scotland,driving,2020-07-09,110.37
Scotland,walking,2020-07-09,87.43
Scotland,transit,2020-07-09,44.37
Wales,driving,2020-07-09,100.6
Wales,walking,2020-07-09,99.48
Wales,transit,2020-07-09,43.19
England,driving,2020-07-10,114.74
England,walking,2020-07-10,97.8
England,transit,2020-07-10,55.53
NorthernIreland,driving,2020-07-10,138.49
NorthernIreland,walking,2020-07-10,130.7
NorthernIreland,transit,2020-07-10,53.12
Scotland,driving,2020-07-10,123.35
Scotland,walking,2020-07-10,99.07
Scotland,transit,2020-07-10,45.22
Wales,driving,2020-07-10,114.98
Wales,walking,2020-07-10,118.49
Wales,transit,2020-07-10,43.7
England,driving,2020-07-11,109.55
England,walking,2020-07-11,108.23
England,transit,2020-07-11,56.37
NorthernIreland,driving,2020-07-11,124.33
NorthernIreland,walking,2020-07-11,120.49
NorthernIreland,transit,2020-07-11,47.17
Scotland,driving,2020-07-11,117.34
Scotland,walking,2020-07-11,98.38
Scotland,transit,2020-07-11,42.77
Wales,driving,2020-07-11,114.99
Wales,walking,2020-07-11,123.93
Wales,transit,2020-07-11,45.26
England,driving,2020-07-12,101.5
England,walking,2020-07-12,82.38
England,transit,2020-07-12,53.19
NorthernIreland,driving,2020-07-12,102.18
NorthernIreland,walking,2020-07-12,81.31
NorthernIreland,transit,2020-07-12,44.21
Scotland,driving,2020-07-12,106.39
Scotland,walking,2020-07-12,79.65
Scotland,transit,2020-07-12,47.14
Wales,driving,2020-07-12,114.1
Wales,walking,2020-07-12,97.02
Wales,transit,2020-07-12,45.76
England,driving,2020-07-13,102.86
England,walking,2020-07-13,85.94
England,transit,2020-07-13,56.08
NorthernIreland,driving,2020-07-13,110.65
NorthernIreland,walking,2020-07-13,96.39
NorthernIreland,transit,2020-07-13,49.3
Scotland,driving,2020-07-13,111.4
Scotland,walking,2020-07-13,86.39
Scotland,transit,2020-07-13,49.29
Wales,driving,2020-07-13,110.48
Wales,walking,2020-07-13,106.6
Wales,transit,2020-07-13,51.97
England,driving,2020-07-14,103.84
England,walking,2020-07-14,88.62
England,transit,2020-07-14,56.35
NorthernIreland,driving,2020-07-14,119.21
NorthernIreland,walking,2020-07-14,100.89
NorthernIreland,transit,2020-07-14,52.92
Scotland,driving,2020-07-14,114.84
Scotland,walking,2020-07-14,91.45
Scotland,transit,2020-07-14,49.28
Wales,driving,2020-07-14,116.24
Wales,walking,2020-07-14,117.99
Wales,transit,2020-07-14,49.21
England,driving,2020-07-15,105.81
England,walking,2020-07-15,89.4
England,transit,2020-07-15,57.13
NorthernIreland,driving,2020-07-15,130.02
NorthernIreland,walking,2020-07-15,120.09
NorthernIreland,transit,2020-07-15,62.94
Scotland,driving,2020-07-15,118.69
Scotland,walking,2020-07-15,96.56
Scotland,transit,2020-07-15,49.46
Wales,driving,2020-07-15,117.59
Wales,walking,2020-07-15,119.14
Wales,transit,2020-07-15,51.18
England,driving,2020-07-16,108.7
England,walking,2020-07-16,93.24
England,transit,2020-07-16,57.84
NorthernIreland,driving,2020-07-16,131.46
NorthernIreland,walking,2020-07-16,122.49
NorthernIreland,transit,2020-07-16,51.23
Scotland,driving,2020-07-16,121
Scotland,walking,2020-07-16,98.88
Scotland,transit,2020-07-16,49.6
Wales,driving,2020-07-16,122.58
Wales,walking,2020-07-16,123.1
Wales,transit,2020-07-16,52.17
England,driving,2020-07-17,123.02
England,walking,2020-07-17,108.37
England,transit,2020-07-17,64.06
NorthernIreland,driving,2020-07-17,136.73
NorthernIreland,walking,2020-07-17,131.72
NorthernIreland,transit,2020-07-17,53.37
Scotland,driving,2020-07-17,133.3
Scotland,walking,2020-07-17,107.39
Scotland,transit,2020-07-17,53.43
Wales,driving,2020-07-17,138.34
Wales,walking,2020-07-17,137.72
Wales,transit,2020-07-17,52.66
England,driving,2020-07-18,114.58
England,walking,2020-07-18,114.38
England,transit,2020-07-18,62.79
NorthernIreland,driving,2020-07-18,132.01
NorthernIreland,walking,2020-07-18,136.31
NorthernIreland,transit,2020-07-18,50.49
Scotland,driving,2020-07-18,130.28
Scotland,walking,2020-07-18,114.14
Scotland,transit,2020-07-18,51.48
Wales,driving,2020-07-18,130.13
Wales,walking,2020-07-18,128.67
Wales,transit,2020-07-18,49.1
England,driving,2020-07-19,104.92
England,walking,2020-07-19,81.35
England,transit,2020-07-19,55.55
NorthernIreland,driving,2020-07-19,118.59
NorthernIreland,walking,2020-07-19,91.49
NorthernIreland,transit,2020-07-19,48.07
Scotland,driving,2020-07-19,118.78
Scotland,walking,2020-07-19,86.12
Scotland,transit,2020-07-19,52.08
Wales,driving,2020-07-19,138.6
Wales,walking,2020-07-19,118.66
Wales,transit,2020-07-19,54.03
England,driving,2020-07-20,113.85
England,walking,2020-07-20,95.4
England,transit,2020-07-20,61.95
NorthernIreland,driving,2020-07-20,129.67
NorthernIreland,walking,2020-07-20,121.91
NorthernIreland,transit,2020-07-20,56.57
Scotland,driving,2020-07-20,128.24
Scotland,walking,2020-07-20,98.05
Scotland,transit,2020-07-20,57.63
Wales,driving,2020-07-20,141.4
Wales,walking,2020-07-20,133.8
Wales,transit,2020-07-20,63.09
England,driving,2020-07-21,112.95
England,walking,2020-07-21,97.92
England,transit,2020-07-21,61.87
NorthernIreland,driving,2020-07-21,134.51
NorthernIreland,walking,2020-07-21,126.14
NorthernIreland,transit,2020-07-21,58.96
Scotland,driving,2020-07-21,129.32
Scotland,walking,2020-07-21,104.73
Scotland,transit,2020-07-21,57.72
Wales,driving,2020-07-21,138.76
Wales,walking,2020-07-21,138.6
Wales,transit,2020-07-21,61.88
England,driving,2020-07-22,115.81
England,walking,2020-07-22,98.79
England,transit,2020-07-22,62.37
NorthernIreland,driving,2020-07-22,129.69
NorthernIreland,walking,2020-07-22,119.25
NorthernIreland,transit,2020-07-22,56.37
Scotland,driving,2020-07-22,123.12
Scotland,walking,2020-07-22,94.1
Scotland,transit,2020-07-22,54.98
Wales,driving,2020-07-22,136.72
Wales,walking,2020-07-22,134.18
Wales,transit,2020-07-22,59
England,driving,2020-07-23,115.66
England,walking,2020-07-23,96.69
England,transit,2020-07-23,62.04
NorthernIreland,driving,2020-07-23,133.85
NorthernIreland,walking,2020-07-23,127.17
NorthernIreland,transit,2020-07-23,58.42
Scotland,driving,2020-07-23,130.17
Scotland,walking,2020-07-23,104.67
Scotland,transit,2020-07-23,58.67
Wales,driving,2020-07-23,130.79
Wales,walking,2020-07-23,117.84
Wales,transit,2020-07-23,58.12
England,driving,2020-07-24,129.01
England,walking,2020-07-24,110.26
England,transit,2020-07-24,65.54
NorthernIreland,driving,2020-07-24,144.71
NorthernIreland,walking,2020-07-24,140.81
NorthernIreland,transit,2020-07-24,58.05
Scotland,driving,2020-07-24,144.86
Scotland,walking,2020-07-24,119.6
Scotland,transit,2020-07-24,58.2
Wales,driving,2020-07-24,149.74
Wales,walking,2020-07-24,140.26
Wales,transit,2020-07-24,56.78
England,driving,2020-07-25,114.97
England,walking,2020-07-25,106.99
England,transit,2020-07-25,62.1
NorthernIreland,driving,2020-07-25,138.01
NorthernIreland,walking,2020-07-25,151.01
NorthernIreland,transit,2020-07-25,58.96
Scotland,driving,2020-07-25,133.43
Scotland,walking,2020-07-25,119.24
Scotland,transit,2020-07-25,55.51
Wales,driving,2020-07-25,142.47
Wales,walking,2020-07-25,141.83
Wales,transit,2020-07-25,58.29
England,driving,2020-07-26,106.85
England,walking,2020-07-26,84.03
England,transit,2020-07-26,59.28
NorthernIreland,driving,2020-07-26,119.92
NorthernIreland,walking,2020-07-26,99.39
NorthernIreland,transit,2020-07-26,53.78
Scotland,driving,2020-07-26,122.2
Scotland,walking,2020-07-26,91.83
Scotland,transit,2020-07-26,56.3
Wales,driving,2020-07-26,133.76
Wales,walking,2020-07-26,110.75
Wales,transit,2020-07-26,56.15
England,driving,2020-07-27,113.44
England,walking,2020-07-27,88.71
England,transit,2020-07-27,63.07
NorthernIreland,driving,2020-07-27,132.79
NorthernIreland,walking,2020-07-27,121.24
NorthernIreland,transit,2020-07-27,62.49
Scotland,driving,2020-07-27,127.13
Scotland,walking,2020-07-27,93.74
Scotland,transit,2020-07-27,56.38
Wales,driving,2020-07-27,135.02
Wales,walking,2020-07-27,121.64
Wales,transit,2020-07-27,60.56
England,driving,2020-07-28,116.78
England,walking,2020-07-28,99.11
England,transit,2020-07-28,64.75
NorthernIreland,driving,2020-07-28,139.67
NorthernIreland,walking,2020-07-28,124.62
NorthernIreland,transit,2020-07-28,60.27
Scotland,driving,2020-07-28,135.05
Scotland,walking,2020-07-28,115.23
Scotland,transit,2020-07-28,61.76
Wales,driving,2020-07-28,143.65
Wales,walking,2020-07-28,144.37
Wales,transit,2020-07-28,62.94
England,driving,2020-07-29,119.93
England,walking,2020-07-29,104.01
England,transit,2020-07-29,66.32
NorthernIreland,driving,2020-07-29,142.21
NorthernIreland,walking,2020-07-29,134.32
NorthernIreland,transit,2020-07-29,67.3
Scotland,driving,2020-07-29,136.82
Scotland,walking,2020-07-29,115.02
Scotland,transit,2020-07-29,60.87
Wales,driving,2020-07-29,146.43
Wales,walking,2020-07-29,146.04
Wales,transit,2020-07-29,63.33
England,driving,2020-07-30,125.34
England,walking,2020-07-30,106.08
England,transit,2020-07-30,67.65
NorthernIreland,driving,2020-07-30,140.05
NorthernIreland,walking,2020-07-30,135.7
NorthernIreland,transit,2020-07-30,60.93
Scotland,driving,2020-07-30,138.95
Scotland,walking,2020-07-30,110.57
Scotland,transit,2020-07-30,62.77
Wales,driving,2020-07-30,158.23
Wales,walking,2020-07-30,154.25
Wales,transit,2020-07-30,62.56
England,driving,2020-07-31,140.75
England,walking,2020-07-31,117.14
England,transit,2020-07-31,70.84
NorthernIreland,driving,2020-07-31,152.86
NorthernIreland,walking,2020-07-31,158.75
NorthernIreland,transit,2020-07-31,61.67
Scotland,driving,2020-07-31,159.24
Scotland,walking,2020-07-31,140.12
Scotland,transit,2020-07-31,66.11
Wales,driving,2020-07-31,191.26
Wales,walking,2020-07-31,171.19
Wales,transit,2020-07-31,64.77
England,driving,2020-08-01,123.35
England,walking,2020-08-01,123.47
England,transit,2020-08-01,67.86
NorthernIreland,driving,2020-08-01,145.43
NorthernIreland,walking,2020-08-01,171.36
NorthernIreland,transit,2020-08-01,64.5
Scotland,driving,2020-08-01,140.46
Scotland,walking,2020-08-01,136.58
Scotland,transit,2020-08-01,57.63
Wales,driving,2020-08-01,159.76
Wales,walking,2020-08-01,166.7
Wales,transit,2020-08-01,63.09
England,driving,2020-08-02,113.5
England,walking,2020-08-02,91.6
England,transit,2020-08-02,63.96
NorthernIreland,driving,2020-08-02,129.76
NorthernIreland,walking,2020-08-02,120.54
NorthernIreland,transit,2020-08-02,59.37
Scotland,driving,2020-08-02,128.89
Scotland,walking,2020-08-02,101.53
Scotland,transit,2020-08-02,59
Wales,driving,2020-08-02,151.86
Wales,walking,2020-08-02,130.03
Wales,transit,2020-08-02,62.42
England,driving,2020-08-03,121.95
England,walking,2020-08-03,104.39
England,transit,2020-08-03,68.57
NorthernIreland,driving,2020-08-03,149.15
NorthernIreland,walking,2020-08-03,149.66
NorthernIreland,transit,2020-08-03,70.71
Scotland,driving,2020-08-03,139.63
Scotland,walking,2020-08-03,121.7
Scotland,transit,2020-08-03,63.9
Wales,driving,2020-08-03,156.61
Wales,walking,2020-08-03,162.4
Wales,transit,2020-08-03,66.89
England,driving,2020-08-04,120.02
England,walking,2020-08-04,106.22
England,transit,2020-08-04,68.41
NorthernIreland,driving,2020-08-04,141.03
NorthernIreland,walking,2020-08-04,146.38
NorthernIreland,transit,2020-08-04,70.91
Scotland,driving,2020-08-04,139.31
Scotland,walking,2020-08-04,109.35
Scotland,transit,2020-08-04,65.01
Wales,driving,2020-08-04,151.48
Wales,walking,2020-08-04,157.73
Wales,transit,2020-08-04,66.5
England,driving,2020-08-05,122.8
England,walking,2020-08-05,109.01
England,transit,2020-08-05,70.61
NorthernIreland,driving,2020-08-05,142.88
NorthernIreland,walking,2020-08-05,144.11
NorthernIreland,transit,2020-08-05,66.35
Scotland,driving,2020-08-05,142.48
Scotland,walking,2020-08-05,124.48
Scotland,transit,2020-08-05,66.19
