country,date,deaths,cumdeaths,cases,cumcases
Scotland,2020-09-03,1,4234,101,20889
Scotland,2020-09-04,1,4235,159,21048
Scotland,2020-09-05,1,4236,141,21189
Scotland,2020-09-06,0,4236,208,21397
Scotland,2020-09-07,0,4236,146,21543
Scotland,2020-09-08,0,4236,176,21719
Scotland,2020-09-09,3,4239,159,21878
Scotland,2020-09-10,0,4239,161,22039
Scotland,2020-09-11,1,4240,175,22214
Scotland,2020-09-12,2,4242,221,22435
Scotland,2020-09-13,1,4243,244,22679
Scotland,2020-09-14,3,4246,70,22749
Scotland,2020-09-15,0,4246,267,23016
Scotland,2020-09-16,0,4246,267,23283
Scotland,2020-09-17,1,4247,290,23573
Scotland,2020-09-18,3,4250,203,23776
Scotland,2020-09-19,0,4250,350,24126
Scotland,2020-09-20,4,4254,245,24371
Scotland,2020-09-21,2,4256,255,24626
Scotland,2020-09-22,3,4259,383,25009
Scotland,2020-09-23,2,4261,486,25495
Scotland,2020-09-24,1,4262,465,25960
Scotland,2020-09-25,1,4263,558,26518
Scotland,2020-09-26,2,4265,714,27232
Scotland,2020-09-27,3,4268,344,27576
Scotland,2020-09-28,3,4271,222,27798
Scotland,2020-09-29,1,4272,806,28604
Scotland,2020-09-30,4,4276,640,29244
Scotland,2020-10-01,6,4282,668,29912
Scotland,2020-10-02,1,4283,775,30687
Scotland,2020-10-03,3,4286,764,31451
Scotland,2020-10-04,3,4289,758,32209
Scotland,2020-10-05,1,4290,697,32906
Scotland,2020-10-06,7,4297,800,33706
Scotland,2020-10-07,10,4307,1054,34760
Scotland,2020-10-08,11,4318,1027,35787
Scotland,2020-10-09,7,4325,1246,37033
Scotland,2020-10-10,14,4339,1009,38042
Scotland,2020-10-11,12,4351,956,38998
Scotland,2020-10-12,11,4362,961,39959
Scotland,2020-10-13,14,4376,1297,41256
Scotland,2020-10-14,6,4382,1429,42685
Scotland,2020-10-15,16,4398,1351,44036
Scotland,2020-10-16,24,4422,1196,45232
Scotland,2020-10-17,10,4432,1167,46399
Scotland,2020-10-18,21,4453,316,46715
Scotland,2020-10-19,18,4471,993,47708
Scotland,2020-10-20,19,4490,1456,49164
Scotland,2020-10-21,15,4505,1739,50903
Scotland,2020-10-22,20,4525,1712,52615
Scotland,2020-10-23,19,4544,1401,54016
Scotland,2020-10-24,21,4565,1433,55449
Scotland,2020-10-25,22,4587,1303,56752
Scotland,2020-10-26,32,4619,1122,57874
Scotland,2020-10-27,21,4640,1327,59201
Scotland,2020-10-28,30,4670,1202,60403
Scotland,2020-10-29,30,4700,1128,61531
Scotland,2020-10-30,36,4736,1281,62812
Scotland,2020-10-31,27,4763,1101,63913
Scotland,2020-11-01,38,4801,1148,65061
Scotland,2020-11-02,29,4830,951,66012
Scotland,2020-11-03,33,4863,999,67011
Scotland,2020-11-04,22,4885,1433,68444
Scotland,2020-11-05,45,4930,1216,69660
Scotland,2020-11-06,30,4960,1072,70732
Scotland,2020-11-07,38,4998,1596,72328
Scotland,2020-11-08,40,5038,1115,73443
Scotland,2020-11-09,43,5081,912,74355
Scotland,2020-11-10,41,5122,832,75187
Scotland,2020-11-11,39,5161,1261,76448
Scotland,2020-11-12,33,5194,1212,77660
Scotland,2020-11-13,41,5235,1357,79017
Scotland,2020-11-14,46,5281,1118,80135
Scotland,2020-11-15,36,5317,1159,81294
Scotland,2020-11-16,34,5351,717,82011
Scotland,2020-11-17,38,5389,1248,83259
Scotland,2020-11-18,28,5417,1264,84523
Scotland,2020-11-19,29,5446,1089,85612
Scotland,2020-11-20,33,5479,1018,86630
Scotland,2020-11-21,36,5515,887,87517
Scotland,2020-11-22,42,5557,844,88361
Scotland,2020-11-23,37,5594,949,89310
Scotland,2020-11-24,33,5627,771,90081
Scotland,2020-11-25,38,5665,880,90961
Scotland,2020-11-26,29,5694,1225,92186
Scotland,2020-11-27,30,5724,969,93155
Scotland,2020-11-28,43,5767,788,93943
Scotland,2020-11-29,31,5798,746,94689
Scotland,2020-11-30,41,5839,369,95058
Scotland,2020-12-01,28,5867,754,95811
Scotland,2020-12-02,26,5893,951,96762
Scotland,2020-12-03,40,5933,958,97720
Scotland,2020-12-04,33,5966,966,98686
Scotland,2020-12-05,21,5987,777,99463
Scotland,2020-12-06,29,6016,643,100106
Scotland,2020-12-07,34,6050,677,100783
Scotland,2020-12-08,33,6083,692,101475
Scotland,2020-12-09,27,6110,897,102372
Scotland,2020-12-10,32,6142,933,103305
Scotland,2020-12-11,23,6165,1001,104306
Scotland,2020-12-12,26,6191,1064,105370
Scotland,2020-12-13,26,6217,800,106170
Scotland,2020-12-14,38,6255,734,106904
Scotland,2020-12-15,38,6293,845,107749
Scotland,2020-12-16,34,6327,689,108438
Scotland,2020-12-17,39,6366,858,109296
Scotland,2020-12-18,25,6391,744,110040
Scotland,2020-12-19,31,6422,572,110612
Scotland,2020-12-20,32,6454,934,111546
Scotland,2020-12-21,30,6484,1504,113050
Scotland,2020-12-22,31,6515,1316,114366
Scotland,2020-12-23,36,6551,1190,115556
Scotland,2020-12-24,42,6593,1314,116870
Scotland,2020-12-25,42,6635,1165,118035
Scotland,2020-12-26,35,6670,1149,119184
Scotland,2020-12-27,41,6711,740,119924
Scotland,2020-12-28,32,6743,967,120891
Scotland,2020-12-29,32,6775,1895,122786
Scotland,2020-12-30,36,6811,2045,124831
Scotland,2020-12-31,42,6853,2622,127453
Scotland,2021-01-01,37,6890,2539,129992
Scotland,2021-01-02,49,6939,2137,132129
Scotland,2021-01-03,48,6987,2464,134593
Scotland,2021-01-04,41,7028,1905,136498
Scotland,2021-01-05,44,7072,2529,139027
Scotland,2021-01-06,55,7127,2039,141066
Scotland,2021-01-07,48,7175,2649,143715
Scotland,2021-01-08,50,7225,2309,146024
Scotland,2021-01-09,39,7264,1865,147889
Scotland,2021-01-10,64,7328,1877,149766
Scotland,2021-01-11,54,7382,1782,151548
Scotland,2021-01-12,57,7439,1875,153423
Scotland,2021-01-13,53,7492,1949,155372
Scotland,2021-01-14,64,7556,1707,157079
Scotland,2021-01-15,64,7620,2160,159239
Scotland,2021-01-16,77,7697,1753,160992
Scotland,2021-01-17,50,7747,1341,162333
Scotland,2021-01-18,72,7819,1429,163762
Scotland,2021-01-19,77,7896,1165,164927
Scotland,2021-01-20,68,7964,1656,166583
Scotland,2021-01-21,67,8031,1636,168219
Scotland,2021-01-22,77,8108,1480,169699
Scotland,2021-01-23,57,8165,1307,171006
Scotland,2021-01-24,74,8239,1195,172201
Scotland,2021-01-25,56,8295,752,172953
Scotland,2021-01-26,54,8349,1049,174002
Scotland,2021-01-27,64,8413,1330,175332
Scotland,2021-01-28,51,8464,1201,176533
Scotland,2021-01-29,62,8526,1155,177688
Scotland,2021-01-30,50,8576,994,178682
Scotland,2021-01-31,51,8627,1003,179685
Scotland,2021-02-01,49,8676,848,180533
Scotland,2021-02-02,51,8727,758,181291
Scotland,2021-02-03,52,8779,978,182269
Scotland,2021-02-04,40,8819,1149,183418
Scotland,2021-02-05,50,8869,895,184313
Scotland,2021-02-06,52,8921,895,185208
Scotland,2021-02-07,48,8969,584,185792
Scotland,2021-02-08,44,9013,928,186720
Scotland,2021-02-09,58,9071,822,187542
Scotland,2021-02-10,42,9113,803,188345
Scotland,2021-02-11,45,9158,830,189175
Scotland,2021-02-12,47,9205,830,190005
Scotland,2021-02-13,35,9240,908,190913
Scotland,2021-02-14,42,9282,903,191816
Scotland,2021-02-15,41,9323,559,192375
Scotland,2021-02-16,34,9357,773,193148
Scotland,2021-02-17,35,9392,1121,194269
Scotland,2021-02-18,41,9433,685,194954
Scotland,2021-02-19,50,9483,885,195839
Scotland,2021-02-20,36,9519,803,196642
Scotland,2021-02-21,28,9547,827,197469
Scotland,2021-02-22,26,9573,715,198184
Scotland,2021-02-23,22,9595,655,198839
Scotland,2021-02-24,24,9619,798,199637
Scotland,2021-02-25,23,9642,769,200406
Scotland,2021-02-26,19,9661,581,200987
Scotland,2021-02-27,27,9688,525,201512
Scotland,2021-02-28,12,9700,572,202084
Scotland,2021-03-01,23,9723,386,202470
Scotland,2021-03-02,18,9741,542,203012
Scotland,2021-03-03,14,9755,543,203555
Scotland,2021-03-04,16,9771,500,204055
Scotland,2021-03-05,12,9783,498,204553
Scotland,2021-03-06,12,9795,555,205108
Scotland,2021-03-07,11,9806,390,205498
Scotland,2021-03-08,22,9828,501,205999
Scotland,2021-03-09,14,9842,466,206465
Scotland,2021-03-10,5,9847,691,207156
Scotland,2021-03-11,11,9858,591,207747
Scotland,2021-03-12,9,9867,682,208429
Scotland,2021-03-13,6,9873,639,209068
Scotland,2021-03-14,15,9888,484,209552
Scotland,2021-03-15,7,9895,456,210008
Scotland,2021-03-16,13,9908,597,210605
Scotland,2021-03-17,12,9920,625,211230
Scotland,2021-03-18,6,9926,624,211854
Scotland,2021-03-19,11,9937,655,212509
Scotland,2021-03-20,8,9945,488,212997
Scotland,2021-03-21,10,9955,532,213529
Scotland,2021-03-22,9,9964,359,213888
Scotland,2021-03-23,9,9973,495,214383
Scotland,2021-03-24,6,9979,692,215075
Scotland,2021-03-25,9,9988,701,215599
Scotland,2021-03-26,8,9996,543,216142
Scotland,2021-03-27,5,10001,563,216705
Scotland,2021-03-28,6,10007,422,217127
Scotland,2021-03-29,7,10014,352,217479
Scotland,2021-03-30,5,10019,411,217890
Scotland,2021-03-31,6,10025,542,218432
Scotland,2021-04-01,6,10031,400,218832
Scotland,2021-04-02,5,10036,414,219246
Scotland,2021-04-03,4,10040,397,219643
Scotland,2021-04-04,0,10040,343,219986
Scotland,2021-04-05,5,10045,248,220234
Scotland,2021-04-06,3,10048,259,220493
Scotland,2021-04-07,5,10053,289,220782
Scotland,2021-04-08,4,10057,364,221146
Scotland,2021-04-09,2,10059,285,221431
Scotland,2021-04-10,5,10064,281,221712
Scotland,2021-04-11,4,10068,250,221962
Scotland,2021-04-12,0,10068,199,222161
Scotland,2021-04-13,6,10074,221,222382
Scotland,2021-04-14,2,10076,278,222660
Scotland,2021-04-15,4,10080,237,222897
Scotland,2021-04-16,1,10081,204,223261
Scotland,2021-04-17,4,10085,210,223471
Scotland,2021-04-18,1,10086,211,223682
Scotland,2021-04-19,3,10089,232,223914
Scotland,2021-04-20,3,10092,178,224092
Scotland,2021-04-21,7,10099,273,224365
Scotland,2021-04-22,2,10101,231,224596
Scotland,2021-04-23,3,10104,255,224851
Scotland,2021-04-24,2,10106,177,225028
Scotland,2021-04-25,3,10109,176,225204
Scotland,2021-04-26,2,10111,142,225346
Scotland,2021-04-27,1,10112,133,225479
Scotland,2021-04-28,2,10114,204,225683
Scotland,2021-04-29,2,10116,178,225861
Scotland,2021-04-30,0,10116,191,226052
Scotland,2021-05-01,1,10117,175,226227
Scotland,2021-05-02,2,10119,146,226373
Scotland,2021-05-03,0,10119,132,226505
Scotland,2021-05-04,1,10120,139,226644
Scotland,2021-05-05,1,10121,85,226729
Scotland,2021-05-06,1,10122,283,227012
Scotland,2021-05-07,0,10122,236,227248
Scotland,2021-05-08,0,10122,224,227472
Scotland,2021-05-09,0,10122,200,227672
Scotland,2021-05-10,1,10123,168,227840
Scotland,2021-05-11,0,10123,238,228078
Scotland,2021-05-12,2,10125,345,228423
Scotland,2021-05-13,2,10127,270,228693
Scotland,2021-05-14,2,10129,215,228908
Scotland,2021-05-15,0,10129,413,229321
Scotland,2021-05-16,1,10130,292,229613
Scotland,2021-05-17,2,10132,161,229774
Scotland,2021-05-18,0,10132,268,230042
Scotland,2021-05-19,0,10132,394,230436
Scotland,2021-05-20,1,10133,432,230868
Scotland,2021-05-21,0,10133,414,231282
Scotland,2021-05-22,1,10134,370,231652
Scotland,2021-05-23,1,10135,378,232030
Scotland,2021-05-24,1,10136,313,232343
Scotland,2021-05-25,2,10138,318,232661
Scotland,2021-05-26,1,10139,546,233207
Scotland,2021-05-27,0,10139,464,233671
Scotland,2021-05-28,1,10140,641,234312
Scotland,2021-05-29,3,10143,583,234895
Scotland,2021-05-30,1,10144,526,235421
Scotland,2021-05-31,0,10144,490,235911
Scotland,2021-06-01,1,10145,478,236389
Scotland,2021-06-02,1,10146,677,237066
Scotland,2021-06-03,2,10148,835,237901
Scotland,2021-06-04,1,10149,992,238893
Scotland,2021-06-05,1,10150,860,239753
Scotland,2021-06-06,1,10151,775,240528
Scotland,2021-06-07,1,10152,641,241169
Scotland,2021-06-08,1,10153,695,241864
Scotland,2021-06-09,3,10156,1011,242875
Scotland,2021-06-10,0,10156,735,243610
Scotland,2021-06-11,1,10157,1104,244714
Scotland,2021-06-12,0,10157,1030,245744
Scotland,2021-06-13,3,10160,1036,246780
Scotland,2021-06-14,1,10161,761,247541
Scotland,2021-06-15,6,10167,974,248515
Scotland,2021-06-16,1,10168,1129,249644
Scotland,2021-06-17,2,10170,1317,250961
Scotland,2021-06-18,3,10173,950,251911
Scotland,2021-06-19,2,10175,1209,253120
Scotland,2021-06-20,2,10177,1205,254325
Scotland,2021-06-21,1,10178,1250,255575
Scotland,2021-06-22,5,10183,2167,257742
Scotland,2021-06-23,1,10184,2969,260711
Scotland,2021-06-24,3,10187,2999,263710
Scotland,2021-06-25,1,10188,1747,265457
Scotland,2021-06-26,7,10195,2836,268293
Scotland,2021-06-27,4,10199,2639,270932
Scotland,2021-06-28,5,10204,3285,274217
Scotland,2021-06-29,3,10207,3118,277335
Scotland,2021-06-30,3,10210,3887,281222
Scotland,2021-07-01,2,10212,4234,285456
Scotland,2021-07-02,3,10215,3823,289279
Scotland,2021-07-03,2,10217,3108,292387
Scotland,2021-07-04,5,10222,2726,295113
Scotland,2021-07-05,6,10228,2372,297485
Scotland,2021-07-06,13,10241,2363,299848
Scotland,2021-07-07,6,10247,3799,303647
Scotland,2021-07-08,11,10258,2802,306449
Scotland,2021-07-09,8,10266,3216,309665
Scotland,2021-07-10,9,10275,2190,311855
Scotland,2021-07-11,5,10280,2048,313903
Scotland,2021-07-12,7,10287,2134,316037
Scotland,2021-07-13,8,10295,2529,318566
Scotland,2021-07-14,7,10302,2636,321202
Scotland,2021-07-15,8,10310,2086,323288
Scotland,2021-07-16,5,10315,2047,325335
Scotland,2021-07-17,6,10321,2317,327652
Scotland,2021-07-18,9,10330,1735,329387
Scotland,2021-07-19,9,10339,1464,330851
Scotland,2021-07-20,6,10345,1604,332455
Scotland,2021-07-21,9,10354,1686,334141
Scotland,2021-07-22,8,10362,1825,335966
Scotland,2021-07-23,8,10370,1505,337471
Scotland,2021-07-24,2,10372,1307,338778
Scotland,2021-07-25,5,10377,1237,340015
Scotland,2021-07-26,6,10383,1000,341015
Scotland,2021-07-27,9,10392,1044,342059
Scotland,2021-07-28,7,10399,1179,341307
Scotland,2021-07-29,6,10405,1398,342704
Scotland,2021-07-30,7,10412,1456,344158
Scotland,2021-07-31,7,10419,1018,345176
Scotland,2021-08-01,12,10431,1034,346210
Scotland,2021-08-02,7,10438,799,347005
Scotland,2021-08-03,3,10441,1016,348018
Scotland,2021-08-04,7,10448,1271,349286
Scotland,2021-08-05,7,10455,1381,350667
Scotland,2021-08-06,7,10462,1250,351915
Scotland,2021-08-07,9,10471,1386,353301
Scotland,2021-08-08,7,10478,1240,354538
Scotland,2021-08-09,6,10484,851,355388
Scotland,2021-08-10,5,10489,1032,356419
Scotland,2021-08-11,5,10494,1498,357917
Scotland,2021-08-12,3,10497,1525,359442
Scotland,2021-08-13,10,10507,1542,360983
Scotland,2021-08-14,8,10515,1383,362366
Scotland,2021-08-15,7,10522,1498,363860
Scotland,2021-08-16,4,10526,1567,365427
Scotland,2021-08-17,4,10530,1815,367241
Scotland,2021-08-18,7,10537,2538,369779
Scotland,2021-08-19,7,10544,3367,373143
Scotland,2021-08-20,8,10552,3613,376753
Scotland,2021-08-21,5,10557,3464,380217
Scotland,2021-08-22,6,10563,3190,383403
Scotland,2021-08-23,9,10572,3189,386591
Scotland,2021-08-24,4,10576,4323,390908
Scotland,2021-08-25,7,10583,5021,395918
Scotland,2021-08-26,7,10590,4925,400842
Scotland,2021-08-27,11,10601,6835,407660
Scotland,2021-08-28,9,10610,5858,413518
Scotland,2021-08-29,8,10618,7113,420622
Scotland,2021-08-30,5,10623,3893,424508
Scotland,2021-08-31,10,10633,6029,430525
Scotland,2021-09-01,9,10642,6170,436688
Scotland,2021-09-02,10,10652,6400,443080
Scotland,2021-09-03,11,10663,6711,449780
Scotland,2021-09-04,10,10673,6152,455926
Scotland,2021-09-05,17,10690,6368,462288
Scotland,2021-09-06,14,10704,7065,469341
Scotland,2021-09-07,19,10723,5692,475027
Scotland,2021-09-08,11,10734,5810,480824
Scotland,2021-09-09,19,10753,6836,487654
Scotland,2021-09-10,24,10777,6815,494457
Scotland,2021-09-11,20,10797,4298,498745
Scotland,2021-09-12,20,10817,5912,504650
Scotland,2021-09-13,21,10838,4241,508882
Scotland,2021-09-14,24,10862,3375,512312
Scotland,2021-09-15,19,10881,4917,517216
Scotland,2021-09-16,19,10900,0,517216
Scotland,2021-09-17,23,10923,5529,523095
Scotland,2021-09-18,23,10946,6116,529207
Scotland,2021-09-19,30,10976,3833,533038
Scotland,2021-09-20,24,11000,2917,535955
Scotland,2021-09-21,24,11024,2870,538819
Scotland,2021-09-22,30,11054,3598,542411
Scotland,2021-09-23,20,11074,4024,546426
Scotland,2021-09-24,22,11096,3667,550090
Scotland,2021-09-25,22,11118,3261,553350
Scotland,2021-09-26,18,11136,2556,555906
Scotland,2021-09-27,25,11161,2069,557970
Scotland,2021-09-28,20,11181,2370,560334
Scotland,2021-09-29,24,11205,2997,563326
Scotland,2021-09-30,16,11221,2911,566231
Scotland,2021-10-01,19,11240,2693,568916
Scotland,2021-10-02,24,11264,2515,571431
Scotland,2021-10-03,18,11282,2040,573471
Scotland,2021-10-04,16,11298,1760,575231
Scotland,2021-10-05,28,11326,2056,577282
Scotland,2021-10-06,13,11339,3055,580332
Scotland,2021-10-07,20,11359,2691,583019
Scotland,2021-10-08,13,11372,2627,585647
Scotland,2021-10-09,15,11387,2417,588062
Scotland,2021-10-10,17,11404,2363,590424
Scotland,2021-10-11,27,11431,2297,592721
Scotland,2021-10-12,20,11451,1908,594623
Scotland,2021-10-13,17,11468,2581,597199
Scotland,2021-10-14,21,11489,2639,599837
Scotland,2021-10-15,14,11503,2762,602524
Scotland,2021-10-16,21,11524,2581,605104
Scotland,2021-10-17,16,11540,2666,607767
Scotland,2021-10-18,16,11556,2194,609959
Scotland,2021-10-19,14,11570,2459,612416
Scotland,2021-10-20,19,11589,2768,615182
Scotland,2021-10-21,23,11612,2355,617536
Scotland,2021-10-22,18,11630,2902,620433
Scotland,2021-10-23,25,11655,2403,622836
Scotland,2021-10-24,26,11681,2528,625363
Scotland,2021-10-25,14,11695,2239,627596
Scotland,2021-10-26,23,11718,2262,629849
Scotland,2021-10-27,14,11732,2566,632397
Scotland,2021-10-28,23,11755,2153,634544
Scotland,2021-10-29,24,11779,2732,637266
Scotland,2021-10-30,18,11797,3867,641121
Scotland,2021-10-31,15,11812,2513,643632
Scotland,2021-11-01,29,11841,2065,645697
Scotland,2021-11-02,16,11857,2010,647689
Scotland,2021-11-03,22,11879,3495,651169
Scotland,2021-11-04,23,11902,2823,653975
Scotland,2021-11-05,17,11919,2389,656497
Scotland,2021-11-06,19,11938,3249,659738
Scotland,2021-11-07,16,11954,2908,662644
Scotland,2021-11-08,15,11969,2012,664654
Scotland,2021-11-09,7,11976,2233,666880
Scotland,2021-11-10,14,11990,3852,670729
Scotland,2021-11-11,12,12002,3340,674062
Scotland,2021-11-12,17,12019,3349,677408
Scotland,2021-11-13,12,12031,3052,680455
Scotland,2021-11-14,15,12046,3077,683530
Scotland,2021-11-15,18,12064,2288,685815
Scotland,2021-11-16,11,12075,2771,688582
Scotland,2021-11-17,14,12089,3360,691939
Scotland,2021-11-18,12,12101,3235,695877
Scotland,2021-11-19,11,12112,3090,698962
Scotland,2021-11-20,12,12124,2756,701719
Scotland,2021-11-21,11,12135,2677,704395
Scotland,2021-11-22,17,12152,2481,706874
Scotland,2021-11-23,14,12166,2527,709399
Scotland,2021-11-24,6,12172,3080,712474
Scotland,2021-11-25,11,12183,2932,715399
Scotland,2021-11-26,14,12197,2888,718285
Scotland,2021-11-27,18,12215,2287,720572
Scotland,2021-11-28,18,12233,2177,722742
Scotland,2021-11-29,17,12250,2244,724983
Scotland,2021-11-30,5,12255,2569,727549
Scotland,2021-12-01,14,12269,2796,730331
Scotland,2021-12-02,15,12284,3002,733329
Scotland,2021-12-03,10,12294,2432,735750
Scotland,2021-12-04,14,12308,1257,737003
Scotland,2021-12-05,10,12318,2607,739610
Scotland,2021-12-06,17,12335,3894,743496
Scotland,2021-12-07,21,12356,3060,746549
Scotland,2021-12-08,10,12366,3077,749620
Scotland,2021-12-09,11,12377,3196,752805
Scotland,2021-12-10,9,12386,5018,757813
Scotland,2021-12-11,9,12395,4087,761889
Scotland,2021-12-12,9,12404,4002,765889
Scotland,2021-12-13,7,12411,3756,769642
Scotland,2021-12-14,10,12421,3117,772738
Scotland,2021-12-15,6,12427,5155,777885
Scotland,2021-12-16,10,12437,5951,783828
Scotland,2021-12-17,4,12441,4336,788156
Scotland,2021-12-18,5,12446,5917,794062
Scotland,2021-12-19,6,12452,5924,799970
Scotland,2021-12-20,13,12465,6734,806695
Scotland,2021-12-21,15,12480,5242,811927
Scotland,2021-12-22,8,12488,5967,814359
Scotland,2021-12-23,6,12494,6215,824088
Scotland,2021-12-24,6,12500,7076,831158
Scotland,2021-12-25,9,12509,8252,839391
Scotland,2021-12-26,4,12513,11030,850411
Scotland,2021-12-27,8,12521,10562,860964
Scotland,2021-12-28,19,12540,9360,870304
Scotland,2021-12-29,11,12551,15849,886065
Scotland,2021-12-30,10,12561,16857,902889
Scotland,2021-12-31,10,12571,11962,914841
Scotland,2022-01-01,10,12581,17065,931852
Scotland,2022-01-02,9,12590,14080,945871
Scotland,2022-01-03,8,12598,20217,966027
Scotland,2022-01-04,24,12622,17259,983270
Scotland,2022-01-05,12,12634,16103,999324
Scotland,2022-01-06,20,12654,11360,1010660
Scotland,2022-01-07,12,12666,14486,1025063
Scotland,2022-01-08,14,12680,12602,1037622
Scotland,2022-01-09,18,12698,7561,1045109
Scotland,2022-01-10,25,12723,11827,1056837
Scotland,2022-01-11,16,12739,10392,1067028
Scotland,2022-01-12,16,12755,7606,1074591
Scotland,2022-01-13,29,12784,5186,1079729
Scotland,2022-01-14,20,12804,5977,1085696
Scotland,2022-01-15,24,12828,4469,1090144
Scotland,2022-01-16,19,12847,4117,1094251
Scotland,2022-01-17,17,12864,2910,1097158
Scotland,2022-01-18,14,12878,3507,1100526
Scotland,2022-01-19,21,12899,4937,1105454
Scotland,2022-01-20,21,12920,4743,1110186
Scotland,2022-01-21,19,12939,3890,1114066
Scotland,2022-01-22,16,12955,3456,1117515
Scotland,2022-01-23,22,12977,3518,1121094
Scotland,2022-01-24,14,12991,2956,1124048
Scotland,2022-01-25,19,13010,3024,1127067
Scotland,2022-01-26,12,13022,4615,1131668
Scotland,2022-01-27,19,13041,4333,1135991
Scotland,2022-01-28,21,13062,3956,1139939
Scotland,2022-01-29,13,13075,3342,1143275
Scotland,2022-01-30,13,13088,3539,1146815
Scotland,2022-01-31,14,13102,1961,1148772
Scotland,2022-02-01,18,13120,2848,1151614
Scotland,2022-02-02,11,13131,4509,1156123
Scotland,2022-02-03,15,13146,4355,1160448
Scotland,2022-02-04,7,13153,4429,1164870
Scotland,2022-02-05,12,13165,2915,1167763
Scotland,2022-02-06,13,13178,3242,1171004
Scotland,2022-02-07,8,13186,2535,1173535
Scotland,2022-02-08,12,13198,2664,1176188
Scotland,2022-02-09,10,13208,3796,1179974
Scotland,2022-02-10,11,13219,7275,1283259
Scotland,2022-02-11,5,13224,7341,1290487
Scotland,2022-02-12,10,13234,5601,1295991
Scotland,2022-02-13,8,13242,5301,1301234
Scotland,2022-02-14,15,13257,5118,1306292
Scotland,2022-02-15,13,13270,5805,1312019
Scotland,2022-02-16,10,13280,7449,1319373
Scotland,2022-02-17,11,13291,7144,1326382
Scotland,2022-02-18,16,13307,7056,1333332
Scotland,2022-02-19,8,13315,5316,1338539
Scotland,2022-02-20,12,13327,5474,1344013
Scotland,2022-02-21,11,13338,5307,1349320
Scotland,2022-02-22,16,13354,6427,1355657
Scotland,2022-02-23,16,13370,6756,1362296
Scotland,2022-02-24,16,13386,7195,1369385
Scotland,2022-02-25,11,13397,5484,1374798
Scotland,2022-02-26,15,13412,0,1374798
Scotland,2022-02-27,18,13430,0,1374798
Scotland,2022-02-28,13,13443,16349,1390996
Scotland,2022-03-01,14,13457,7497,1458444
Scotland,2022-03-02,27,13484,8725,1467078
Scotland,2022-03-03,19,13503,9491,1476428
Scotland,2022-03-04,17,13520,9551,1485872
Scotland,2022-03-05,11,13531,0,1485872
Scotland,2022-03-06,17,13548,0,1485872
Scotland,2022-03-07,19,13567,24488,1510238
Scotland,2022-03-08,15,13582,11685,1521797
Scotland,2022-03-09,14,13596,11957,1533640
Scotland,2022-03-10,18,13614,14387,1561034
Scotland,2022-03-11,13,13627,13220,1574047
Scotland,2022-03-12,17,13644,0,1574047
Scotland,2022-03-13,21,13665,0,1574047
Scotland,2022-03-14,18,13683,0,1574047
Scotland,2022-03-15,15,13698,38770,1622345
Scotland,2022-03-16,24,13722,10710,1632909
Scotland,2022-03-17,25,13747,9721,1643664
Scotland,2022-03-18,30,13777,18124,1663830
Scotland,2022-03-19,31,13808,0,1663830
Scotland,2022-03-20,33,13841,0,1663830
Scotland,2022-03-21,26,13867,29678,1693308
Scotland,2022-03-22,28,13895,11912,1705109
Scotland,2022-03-23,24,13919,12421,1717534
Scotland,2022-03-24,33,13952,13564,1730889
Scotland,2022-03-25,23,13975,10100,1740857
Scotland,2022-03-26,21,13996,0,1740857
Scotland,2022-03-27,20,14016,0,1740857
Scotland,2022-03-28,27,14043,25495,1766147
Scotland,2022-03-29,29,14072,9311,1775358
Scotland,2022-03-30,21,14093,9610,1784824
Scotland,2022-03-31,24,14117,9064,1793771
Scotland,2022-04-01,26,14143,6935,1800581
Scotland,2022-04-02,14,14157,0,1800581
Scotland,2022-04-03,19,14176,0,1800581
Scotland,2022-04-04,23,14199,17182,1817661
Scotland,2022-04-05,26,14225,5545,1823661
Scotland,2022-04-06,18,14243,7315,1831010
Scotland,2022-04-07,23,14266,6778,1837704
Scotland,2022-04-08,25,14291,6215,1843856
Scotland,2022-04-09,12,14303,0,1843856
Scotland,2022-04-10,21,14324,0,1843856
Scotland,2022-04-11,15,14339,13761,1857540
Scotland,2022-04-12,23,14362,4958,1863120
Scotland,2022-04-13,22,14384,5513,1868563
Scotland,2022-04-14,22,14406,4196,1872702
Scotland,2022-04-15,16,14422,0,1872702
Scotland,2022-04-16,13,14435,0,1872702
Scotland,2022-04-17,11,14446,0,1872702
Scotland,2022-04-18,13,14459,0,1872702
Scotland,2022-04-19,14,14473,19979,1892851
Scotland,2022-04-20,14,14487,3976,1896777
Scotland,2022-04-21,14,14501,3974,1900751
Scotland,2022-04-22,14,14515,3093,1903803
Scotland,2022-04-23,15,14530,0,1903803
Scotland,2022-04-24,9,14539,0,1903803
Scotland,2022-04-25,10,14549,7714,1911485
Scotland,2022-04-26,17,14566,2711,1914229
Scotland,2022-04-27,8,14574,3194,1917330
Scotland,2022-04-28,11,14585,2587,1919903
Scotland,2022-04-29,16,14601,2254,1922160
Scotland,2022-04-30,11,14612,0,1922160
Scotland,2022-05-01,8,14620,0,1922160
Scotland,2022-05-02,12,14632,0,1922160
Scotland,2022-05-03,18,14650,5489,1927583
Scotland,2022-05-04,8,14658,1311,1928951
Scotland,2022-05-05,6,14664,1663,1930600
Scotland,2022-05-06,6,14670,1226,1931816
Scotland,2022-05-07,9,14679,0,1931816
