country,date,deaths,cumdeaths,cases,cumcases
Northern Ireland,2021-04-19,1,2954,79,119111
Northern Ireland,2021-04-20,0,2954,124,119235
Northern Ireland,2021-04-21,3,2957,116,119351
Northern Ireland,2021-04-22,3,2960,120,119471
Northern Ireland,2021-04-23,0,2960,88,119559
Northern Ireland,2021-04-24,1,2961,80,119639
Northern Ireland,2021-04-25,1,2962,73,119712
Northern Ireland,2021-04-26,0,2962,73,119785
Northern Ireland,2021-04-27,1,2963,109,119894
Northern Ireland,2021-04-28,0,2963,98,119992
Northern Ireland,2021-04-29,0,2963,95,120087
Northern Ireland,2021-04-30,0,2963,108,120195
Northern Ireland,2021-05-01,1,2964,90,120285
Northern Ireland,2021-05-02,0,2964,69,120354
Northern Ireland,2021-05-03,0,2964,64,120418
Northern Ireland,2021-05-04,0,2964,83,120501
Northern Ireland,2021-05-05,0,2964,99,120600
Northern Ireland,2021-05-06,1,2965,102,120702
Northern Ireland,2021-05-07,0,2965,65,120767
Northern Ireland,2021-05-08,1,2966,81,120848
Northern Ireland,2021-05-09,0,2966,98,120946
Northern Ireland,2021-05-10,0,2966,76,121022
Northern Ireland,2021-05-11,2,2968,89,121111
Northern Ireland,2021-05-12,0,2968,113,121224
Northern Ireland,2021-05-13,2,2970,99,121323
Northern Ireland,2021-05-14,1,2971,96,121419
Northern Ireland,2021-05-15,0,2971,0,121419
Northern Ireland,2021-05-16,2,2973,109,121528
Northern Ireland,2021-05-17,0,2973,82,121610
Northern Ireland,2021-05-18,1,2974,104,121714
Northern Ireland,2021-05-19,0,2974,107,121821
Northern Ireland,2021-05-20,0,2974,90,121911
Northern Ireland,2021-05-21,1,2975,84,121995
Northern Ireland,2021-05-22,0,2975,82,122077
Northern Ireland,2021-05-23,1,2976,77,122154
Northern Ireland,2021-05-24,1,2977,53,122207
Northern Ireland,2021-05-25,0,2977,75,122282
Northern Ireland,2021-05-26,0,2977,66,122348
Northern Ireland,2021-05-27,0,2977,84,122432
Northern Ireland,2021-05-28,1,2978,75,122507
Northern Ireland,2021-05-29,0,2978,68,122575
Northern Ireland,2021-05-30,0,2978,63,122638
Northern Ireland,2021-05-31,1,2979,39,122677
Northern Ireland,2021-06-01,0,2979,54,122731
Northern Ireland,2021-06-02,1,2980,84,122815
Northern Ireland,2021-06-03,0,2980,80,122895
Northern Ireland,2021-06-04,0,2980,73,122968
Northern Ireland,2021-06-05,0,2980,95,123063
Northern Ireland,2021-06-06,0,2980,69,123132
Northern Ireland,2021-06-07,0,2980,54,123186
Northern Ireland,2021-06-08,1,2981,81,123267
Northern Ireland,2021-06-09,0,2981,105,123372
Northern Ireland,2021-06-10,0,2981,109,123481
Northern Ireland,2021-06-11,1,2982,121,123602
Northern Ireland,2021-06-12,1,2983,107,123709
Northern Ireland,2021-06-13,0,2983,70,123779
Northern Ireland,2021-06-14,0,2983,87,123866
Northern Ireland,2021-06-15,0,2983,115,123981
Northern Ireland,2021-06-16,0,2983,143,124124
Northern Ireland,2021-06-17,0,2983,179,124303
Northern Ireland,2021-06-18,0,2983,178,124481
Northern Ireland,2021-06-19,0,2983,158,124639
Northern Ireland,2021-06-20,0,2983,125,124764
Northern Ireland,2021-06-21,0,2983,133,124897
Northern Ireland,2021-06-22,0,2983,187,125084
Northern Ireland,2021-06-23,1,2984,188,125272
Northern Ireland,2021-06-24,1,2985,198,125470
Northern Ireland,2021-06-25,0,2985,229,125699
Northern Ireland,2021-06-26,0,2985,298,125997
Northern Ireland,2021-06-27,0,2985,261,126258
Northern Ireland,2021-06-28,0,2985,211,126469
Northern Ireland,2021-06-29,0,2985,278,126747
Northern Ireland,2021-06-30,0,2985,375,127122
Northern Ireland,2021-07-01,1,2986,326,127448
Northern Ireland,2021-07-02,1,2987,339,127787
Northern Ireland,2021-07-03,2,2989,460,128247
Northern Ireland,2021-07-04,1,2990,533,128780
Northern Ireland,2021-07-05,0,2990,420,129200
Northern Ireland,2021-07-06,0,2990,417,129617
Northern Ireland,2021-07-07,0,2990,570,130187
Northern Ireland,2021-07-08,1,2991,627,130814
Northern Ireland,2021-07-09,1,2992,605,131419
Northern Ireland,2021-07-10,1,2993,445,131864
Northern Ireland,2021-07-11,1,2994,605,132469
Northern Ireland,2021-07-12,0,2994,528,132997
Northern Ireland,2021-07-13,0,2994,511,133508
Northern Ireland,2021-07-14,0,2994,636,134144
Northern Ireland,2021-07-15,0,2994,1083,135227
Northern Ireland,2021-07-16,3,2997,1380,136607
Northern Ireland,2021-07-17,1,2998,1402,138009
Northern Ireland,2021-07-18,1,2999,537,138546
Northern Ireland,2021-07-19,1,3000,1776,140322
Northern Ireland,2021-07-20,3,3003,1138,141460
Northern Ireland,2021-07-21,2,3005,1973,143433
Northern Ireland,2021-07-22,3,3008,1430,144863
Northern Ireland,2021-07-23,3,3011,1337,146200
Northern Ireland,2021-07-24,2,3013,1520,147720
Northern Ireland,2021-07-25,2,3015,1264,148984
Northern Ireland,2021-07-26,0,3015,639,149623
Northern Ireland,2021-07-27,3,3018,1473,151096
Northern Ireland,2021-07-28,3,3021,1600,152696
Northern Ireland,2021-07-29,7,3028,1471,154167
Northern Ireland,2021-07-30,7,3035,1101,155268
Northern Ireland,2021-07-31,7,3042,1177,156445
Northern Ireland,2021-08-01,7,3049,1072,157517
Northern Ireland,2021-08-02,5,3054,872,158389
Northern Ireland,2021-08-03,2,3056,1082,159471
Northern Ireland,2021-08-04,5,3061,1040,160511
Northern Ireland,2021-08-05,4,3065,1641,162152
Northern Ireland,2021-08-06,4,3069,1434,163586
Northern Ireland,2021-08-07,6,3075,1349,164935
Northern Ireland,2021-08-08,9,3084,1129,166064
Northern Ireland,2021-08-09,3,3087,1031,167095
Northern Ireland,2021-08-10,3,3090,1305,168400
Northern Ireland,2021-08-11,5,3095,1467,169867
Northern Ireland,2021-08-12,7,3102,1610,171477
Northern Ireland,2021-08-13,6,3108,1389,172866
Northern Ireland,2021-08-14,4,3112,1437,174303
Northern Ireland,2021-08-15,4,3116,1294,175597
Northern Ireland,2021-08-16,6,3122,1306,176903
Northern Ireland,2021-08-17,8,3130,1564,178467
Northern Ireland,2021-08-18,13,3143,1345,179812
Northern Ireland,2021-08-19,6,3149,1963,181775
Northern Ireland,2021-08-20,7,3156,2397,184172
Northern Ireland,2021-08-21,13,3169,1612,185784
Northern Ireland,2021-08-22,10,3179,1485,187269
Northern Ireland,2021-08-23,11,3190,1320,188589
Northern Ireland,2021-08-24,6,3196,1648,190237
Northern Ireland,2021-08-25,9,3205,1771,192008
Northern Ireland,2021-08-26,8,3213,1550,193558
Northern Ireland,2021-08-27,7,3220,1875,195433
Northern Ireland,2021-08-28,14,3234,1430,196863
Northern Ireland,2021-08-29,9,3243,1225,198088
Northern Ireland,2021-08-30,5,3248,1259,199347
Northern Ireland,2021-08-31,9,3257,1313,200660
Northern Ireland,2021-09-01,11,3268,1472,202132
Northern Ireland,2021-09-02,9,3277,793,202925
Northern Ireland,2021-09-03,8,3285,1248,204173
Northern Ireland,2021-09-04,7,3292,1812,205985
Northern Ireland,2021-09-05,14,3306,1232,207217
Northern Ireland,2021-09-06,6,3312,1764,208981
Northern Ireland,2021-09-07,7,3319,1748,210729
Northern Ireland,2021-09-08,9,3328,1210,211939
Northern Ireland,2021-09-09,10,3338,1831,213770
Northern Ireland,2021-09-10,4,3342,1687,215457
Northern Ireland,2021-09-11,9,3351,1424,216881
Northern Ireland,2021-09-12,11,3362,1031,217912
Northern Ireland,2021-09-13,12,3374,1199,219111
Northern Ireland,2021-09-14,10,3384,1590,220701
Northern Ireland,2021-09-15,6,3390,1304,222005
Northern Ireland,2021-09-16,10,3400,1071,223076
Northern Ireland,2021-09-17,12,3412,1239,224315
Northern Ireland,2021-09-18,4,3416,1072,225387
Northern Ireland,2021-09-19,1,3417,889,226276
Northern Ireland,2021-09-20,7,3424,1020,227296
Northern Ireland,2021-09-21,5,3429,1145,228441
Northern Ireland,2021-09-22,9,3438,1060,229501
Northern Ireland,2021-09-23,9,3447,1165,230666
Northern Ireland,2021-09-24,7,3454,1030,231696
Northern Ireland,2021-09-25,8,3462,1120,232816
Northern Ireland,2021-09-26,5,3467,1020,233836
Northern Ireland,2021-09-27,5,3472,903,234739
Northern Ireland,2021-09-28,3,3475,1078,235817
Northern Ireland,2021-09-29,4,3479,1320,237137
Northern Ireland,2021-09-30,5,3484,1163,238300
Northern Ireland,2021-10-01,5,3489,1039,239339
Northern Ireland,2021-10-02,8,3497,992,240331
Northern Ireland,2021-10-03,4,3501,892,241223
Northern Ireland,2021-10-04,5,3506,1080,242303
Northern Ireland,2021-10-05,3,3509,1209,243512
Northern Ireland,2021-10-06,6,3515,1339,244851
Northern Ireland,2021-10-07,5,3520,1305,246156
Northern Ireland,2021-10-08,5,3525,1276,247432
Northern Ireland,2021-10-09,6,3531,1274,248706
Northern Ireland,2021-10-10,3,3534,1115,249821
Northern Ireland,2021-10-11,6,3540,1109,250930
Northern Ireland,2021-10-12,5,3545,1278,252208
Northern Ireland,2021-10-13,8,3553,1471,253679
Northern Ireland,2021-10-14,9,3562,1304,254983
Northern Ireland,2021-10-15,7,3569,1349,256332
Northern Ireland,2021-10-16,11,3580,1218,257550
Northern Ireland,2021-10-17,6,3586,966,258516
Northern Ireland,2021-10-18,12,3598,1091,259607
Northern Ireland,2021-10-19,7,3605,1367,260974
Northern Ireland,2021-10-20,3,3608,1423,262397
Northern Ireland,2021-10-21,6,3614,1051,263448
Northern Ireland,2021-10-22,13,3627,1355,264803
Northern Ireland,2021-10-23,7,3634,1323,266126
Northern Ireland,2021-10-24,6,3640,1061,267187
Northern Ireland,2021-10-25,6,3646,1019,268206
Northern Ireland,2021-10-26,8,3654,1124,269330
Northern Ireland,2021-10-27,10,3664,1291,270621
Northern Ireland,2021-10-28,5,3669,1122,271743
Northern Ireland,2021-10-29,14,3683,1321,273064
Northern Ireland,2021-10-30,7,3690,1207,274271
Northern Ireland,2021-10-31,10,3700,1001,275272
Northern Ireland,2021-11-01,5,3705,948,276220
Northern Ireland,2021-11-02,7,3712,1114,277334
Northern Ireland,2021-11-03,13,3725,995,278329
Northern Ireland,2021-11-04,7,3732,1481,279810
Northern Ireland,2021-11-05,9,3741,1164,280974
Northern Ireland,2021-11-06,9,3750,1194,282168
Northern Ireland,2021-11-07,9,3759,1035,283203
Northern Ireland,2021-11-08,8,3767,1028,284231
Northern Ireland,2021-11-09,8,3775,1228,285459
Northern Ireland,2021-11-10,10,3785,1765,287224
Northern Ireland,2021-11-11,5,3790,1462,288686
Northern Ireland,2021-11-12,5,3795,1087,289773
Northern Ireland,2021-11-13,7,3802,1806,291579
Northern Ireland,2021-11-14,2,3804,1377,292956
Northern Ireland,2021-11-15,7,3811,1457,294413
Northern Ireland,2021-11-16,13,3824,1698,296111
Northern Ireland,2021-11-17,6,3830,1848,297959
Northern Ireland,2021-11-18,9,3839,1681,299640
Northern Ireland,2021-11-19,8,3847,1690,301330
Northern Ireland,2021-11-20,12,3859,1846,303176
Northern Ireland,2021-11-21,4,3863,1406,304582
Northern Ireland,2021-11-22,3,3866,1469,306051
Northern Ireland,2021-11-23,7,3873,1476,307527
Northern Ireland,2021-11-24,5,3878,1931,309458
Northern Ireland,2021-11-25,9,3887,1549,311007
Northern Ireland,2021-11-26,7,3894,2004,313011
Northern Ireland,2021-11-27,3,3897,1482,314493
Northern Ireland,2021-11-28,7,3904,1405,315898
Northern Ireland,2021-11-29,5,3909,1464,317362
Northern Ireland,2021-11-30,5,3914,1585,318947
Northern Ireland,2021-12-01,4,3918,1992,320939
Northern Ireland,2021-12-02,3,3921,2272,323211
Northern Ireland,2021-12-03,9,3930,1908,325119
Northern Ireland,2021-12-04,8,3938,1642,326761
Northern Ireland,2021-12-05,3,3941,1422,328183
Northern Ireland,2021-12-06,3,3944,1635,329818
Northern Ireland,2021-12-07,5,3949,1658,331476
Northern Ireland,2021-12-08,4,3953,1933,333409
Northern Ireland,2021-12-09,3,3956,1819,335228
Northern Ireland,2021-12-10,7,3963,1806,337034
Northern Ireland,2021-12-11,6,3969,1446,338480
Northern Ireland,2021-12-12,3,3972,1548,340028
Northern Ireland,2021-12-13,4,3976,1431,341459
Northern Ireland,2021-12-14,10,3986,1581,343040
Northern Ireland,2021-12-15,6,3992,2156,345196
Northern Ireland,2021-12-16,5,3997,2237,347433
Northern Ireland,2021-12-17,6,4003,1887,349320
Northern Ireland,2021-12-18,3,4006,2075,351395
Northern Ireland,2021-12-19,3,4009,1798,353193
Northern Ireland,2021-12-20,4,4013,2148,355341
Northern Ireland,2021-12-21,2,4015,2096,357437
Northern Ireland,2021-12-22,2,4017,3231,360668
Northern Ireland,2021-12-23,3,4020,3227,363895
Northern Ireland,2021-12-24,0,4020,3286,367181
Northern Ireland,2021-12-25,4,4024,0,367181
Northern Ireland,2021-12-26,6,4030,0,367181
Northern Ireland,2021-12-27,3,4033,0,367181
Northern Ireland,2021-12-28,4,4037,0,367181
Northern Ireland,2021-12-29,4,4041,22972,390153
Northern Ireland,2021-12-30,0,4041,4701,394854
Northern Ireland,2021-12-31,2,4043,7215,402069
Northern Ireland,2022-01-01,4,4047,0,402069
Northern Ireland,2022-01-02,6,4053,0,402069
Northern Ireland,2022-01-03,7,4060,0,402069
Northern Ireland,2022-01-04,4,4064,30423,432492
Northern Ireland,2022-01-05,4,4068,7133,439625
Northern Ireland,2022-01-06,4,4072,6877,446502
Northern Ireland,2022-01-07,3,4075,6444,452946
Northern Ireland,2022-01-08,5,4080,3458,456404
Northern Ireland,2022-01-09,9,4089,3760,460164
Northern Ireland,2022-01-10,3,4092,2706,462870
Northern Ireland,2022-01-11,1,4093,3420,466290
Northern Ireland,2022-01-12,11,4104,2922,469212
Northern Ireland,2022-01-13,9,4113,2980,472192
Northern Ireland,2022-01-14,3,4116,2954,475146
Northern Ireland,2022-01-15,4,4120,2668,477814
Northern Ireland,2022-01-16,6,4126,2518,480332
Northern Ireland,2022-01-17,5,4131,3295,483627
Northern Ireland,2022-01-18,6,4137,4081,487708
Northern Ireland,2022-01-19,7,4144,4451,492159
Northern Ireland,2022-01-20,7,4151,3879,496038
Northern Ireland,2022-01-21,5,4156,3568,499606
Northern Ireland,2022-01-22,6,4162,3476,503082
Northern Ireland,2022-01-23,7,4169,3059,506141
Northern Ireland,2022-01-24,5,4174,3932,510073
Northern Ireland,2022-01-25,6,4180,5023,515096
Northern Ireland,2022-01-26,1,4181,4383,519479
Northern Ireland,2022-01-27,11,4192,4243,523722
Northern Ireland,2022-01-28,4,4196,3737,527460
Northern Ireland,2022-01-29,5,4201,3590,531050
Northern Ireland,2022-01-30,2,4203,3069,534119
Northern Ireland,2022-01-31,2,4205,4159,542855
Northern Ireland,2022-02-01,8,4213,4622,547477
Northern Ireland,2022-02-02,4,4217,4769,552246
Northern Ireland,2022-02-03,6,4223,4203,556449
Northern Ireland,2022-02-04,3,4226,3833,560282
Northern Ireland,2022-02-05,2,4228,3201,563483
Northern Ireland,2022-02-06,6,4234,2694,566177
Northern Ireland,2022-02-07,5,4239,3105,569282
Northern Ireland,2022-02-08,6,4245,3959,573241
Northern Ireland,2022-02-09,7,4252,3837,577078
Northern Ireland,2022-02-10,4,4256,3609,580687
Northern Ireland,2022-02-11,6,4262,2923,583610
Northern Ireland,2022-02-12,4,4266,2633,586243
Northern Ireland,2022-02-13,2,4268,2158,588401
Northern Ireland,2022-02-14,3,4271,2465,590866
Northern Ireland,2022-02-15,3,4274,2987,593853
Northern Ireland,2022-02-16,6,4280,2889,596742
Northern Ireland,2022-02-17,3,4283,3027,599769
Northern Ireland,2022-02-18,6,4289,2469,602238
Northern Ireland,2022-02-19,7,4296,2147,604385
Northern Ireland,2022-02-20,8,4304,1865,606250
Northern Ireland,2022-02-21,4,4308,2235,608485
Northern Ireland,2022-02-22,6,4314,2951,611437
Northern Ireland,2022-02-23,3,4317,2294,613731
Northern Ireland,2022-02-24,5,4322,2486,616217
Northern Ireland,2022-02-25,8,4330,2068,618285
Northern Ireland,2022-02-26,2,4332,0,618285
Northern Ireland,2022-02-27,5,4337,0,618285
Northern Ireland,2022-02-28,4,4341,5168,623453
Northern Ireland,2022-03-01,5,4346,2567,626020
Northern Ireland,2022-03-02,7,4353,2407,628427
Northern Ireland,2022-03-03,1,4354,2408,630835
Northern Ireland,2022-03-04,5,4359,2236,633071
Northern Ireland,2022-03-05,4,4363,0,633071
Northern Ireland,2022-03-06,3,4366,0,633071
Northern Ireland,2022-03-07,6,4372,5769,638840
Northern Ireland,2022-03-08,2,4374,2669,641509
Northern Ireland,2022-03-09,1,4375,2683,644192
Northern Ireland,2022-03-10,3,4378,2602,646794
Northern Ireland,2022-03-11,6,4384,2270,649064
Northern Ireland,2022-03-12,2,4386,0,649064
Northern Ireland,2022-03-13,1,4387,0,649064
Northern Ireland,2022-03-14,5,4392,5523,654592
Northern Ireland,2022-03-15,3,4395,2605,657197
Northern Ireland,2022-03-16,6,4401,2391,659588
Northern Ireland,2022-03-17,1,4402,2054,661642
Northern Ireland,2022-03-18,10,4412,1798,663440
Northern Ireland,2022-03-19,5,4417,0,663440
Northern Ireland,2022-03-20,5,4422,0,663440
Northern Ireland,2022-03-21,3,4425,5355,668795
Northern Ireland,2022-03-22,7,4432,2899,671694
Northern Ireland,2022-03-23,4,4436,2269,673963
Northern Ireland,2022-03-24,1,4437,2524,676487
Northern Ireland,2022-03-25,8,4445,1910,678397
Northern Ireland,2022-03-26,3,4448,0,678397
Northern Ireland,2022-03-27,6,4454,0,678397
Northern Ireland,2022-03-28,5,4459,3841,682238
Northern Ireland,2022-03-29,4,4463,1731,683969
Northern Ireland,2022-03-30,1,4464,1414,685383
Northern Ireland,2022-03-31,9,4473,1461,686844
Northern Ireland,2022-04-01,7,4480,1218,688062
Northern Ireland,2022-04-02,2,4482,0,688062
Northern Ireland,2022-04-03,5,4487,0,688062
Northern Ireland,2022-04-04,5,4492,2688,690750
Northern Ireland,2022-04-05,3,4495,1387,692137
Northern Ireland,2022-04-06,4,4499,1155,693292
Northern Ireland,2022-04-07,6,4505,1133,694425
Northern Ireland,2022-04-08,4,4509,983,695408
Northern Ireland,2022-04-09,6,4515,0,695408
Northern Ireland,2022-04-10,4,4519,0,695408
Northern Ireland,2022-04-11,2,4521,1873,697281
Northern Ireland,2022-04-12,3,4524,927,698208
Northern Ireland,2022-04-13,3,4527,770,698978
Northern Ireland,2022-04-14,2,4529,791,699769
Northern Ireland,2022-04-15,4,4533,0,699769
Northern Ireland,2022-04-16,3,4536,0,699769
Northern Ireland,2022-04-17,7,4543,0,699769
Northern Ireland,2022-04-18,4,4547,0,699769
Northern Ireland,2022-04-19,1,4548,2695,702464
Northern Ireland,2022-04-20,5,4553,588,703052
Northern Ireland,2022-04-21,5,4558,752,703804
Northern Ireland,2022-04-22,5,4563,707,704511
Northern Ireland,2022-04-23,0,4563,0,704511
Northern Ireland,2022-04-24,6,4569,0,704511
Northern Ireland,2022-04-25,0,4569,1279,705790
Northern Ireland,2022-04-26,4,4573,480,706270
Northern Ireland,2022-04-27,3,4576,365,706635
Northern Ireland,2022-04-28,2,4578,355,706990
Northern Ireland,2022-04-29,4,4582,329,707319
Northern Ireland,2022-04-30,1,4583,0,707319
Northern Ireland,2022-05-01,0,4583,0,707319
Northern Ireland,2022-05-02,1,4584,0,707319
Northern Ireland,2022-05-03,0,4584,1002,708321
Northern Ireland,2022-05-04,0,4584,378,708699
Northern Ireland,2022-05-05,1,4585,362,709061
Northern Ireland,2022-05-06,0,4585,316,709377
Northern Ireland,2022-05-07,3,4588,0,709377
Northern Ireland,2022-05-08,1,4589,0,709377
Northern Ireland,2022-05-09,2,4591,796,710173
Northern Ireland,2022-05-10,3,4594,394,710567
Northern Ireland,2022-05-11,2,4596,0,710567
Northern Ireland,2022-05-12,2,4598,0,710567
Northern Ireland,2022-05-13,1,4599,0,710567
Northern Ireland,2022-05-14,3,4602,1082,711649
Northern Ireland,2022-05-15,2,4604,173,711822
Northern Ireland,2022-05-16,1,4605,252,712074
Northern Ireland,2022-05-17,2,4607,363,712437
Northern Ireland,2022-05-18,0,4607,332,712769
Northern Ireland,2022-05-19,1,4608,263,713032
Northern Ireland,2022-05-20,1,4609,262,713294
Scotland,2020-03-12,2,2,24,60
Scotland,2020-03-13,0,2,25,85
Scotland,2020-03-14,2,4,36,121
Scotland,2020-03-15,1,5,32,153
Scotland,2020-03-16,3,8,18,171
Scotland,2020-03-17,3,11,24,195
Scotland,2020-03-18,4,15,32,227
Scotland,2020-03-19,4,19,39,266
Scotland,2020-03-20,5,24,56,322
Scotland,2020-03-21,7,31,51,373
Scotland,2020-03-22,6,37,43,416
Scotland,2020-03-23,7,44,83,499
Scotland,2020-03-24,12,56,85,584
Scotland,2020-03-25,22,78,135,719
Scotland,2020-03-26,24,102,175,894
Scotland,2020-03-27,23,125,165,1059
Scotland,2020-03-28,37,162,186,1245
Scotland,2020-03-29,27,189,139,1384
Scotland,2020-03-30,51,240,179,1563
Scotland,2020-03-31,57,297,430,1993
Scotland,2020-04-01,65,362,317,2310
Scotland,2020-04-02,61,423,292,2602
Scotland,2020-04-03,75,498,399,3001
Scotland,2020-04-04,56,554,344,3345
Scotland,2020-04-05,86,640,361,3706
Scotland,2020-04-06,91,731,255,3961
Scotland,2020-04-07,85,816,268,4229
Scotland,2020-04-08,92,908,336,4565
Scotland,2020-04-09,108,1016,392,4957
Scotland,2020-04-10,98,1114,318,5275
Scotland,2020-04-11,94,1208,315,5590
Scotland,2020-04-12,75,1283,322,5912
Scotland,2020-04-13,81,1364,155,6067
Scotland,2020-04-14,100,1464,291,6358
Scotland,2020-04-15,94,1558,390,6748
Scotland,2020-04-16,101,1659,354,7102
Scotland,2020-04-17,84,1743,307,7409
Scotland,2020-04-18,95,1838,411,7820
Scotland,2020-04-19,90,1928,367,8187
Scotland,2020-04-20,105,2033,263,8450
Scotland,2020-04-21,96,2129,222,8672
Scotland,2020-04-22,88,2217,366,9038
Scotland,2020-04-23,72,2289,371,9409
Scotland,2020-04-24,76,2365,288,9697
Scotland,2020-04-25,79,2444,354,10051
Scotland,2020-04-26,78,2522,273,10324
Scotland,2020-04-27,85,2607,197,10521
Scotland,2020-04-28,59,2666,200,10721
Scotland,2020-04-29,69,2735,313,11034
Scotland,2020-04-30,68,2803,319,11353
Scotland,2020-05-01,67,2870,301,11654
Scotland,2020-05-02,60,2930,273,11927
Scotland,2020-05-03,60,2990,170,12097
Scotland,2020-05-04,62,3052,169,12266
Scotland,2020-05-05,67,3119,171,12437
Scotland,2020-05-06,59,3178,272,12709
Scotland,2020-05-07,61,3239,215,12924
Scotland,2020-05-08,58,3297,225,13149
Scotland,2020-05-09,50,3347,156,13305
Scotland,2020-05-10,38,3385,181,13486
Scotland,2020-05-11,45,3430,141,13627
Scotland,2020-05-12,35,3465,136,13763
Scotland,2020-05-13,53,3518,166,13929
Scotland,2020-05-14,50,3568,188,14117
Scotland,2020-05-15,34,3602,143,14260
Scotland,2020-05-16,37,3639,187,14447
Scotland,2020-05-17,34,3673,90,14537
Scotland,2020-05-18,34,3707,57,14594
Scotland,2020-05-19,31,3738,61,14655
Scotland,2020-05-20,29,3767,96,14751
Scotland,2020-05-21,34,3801,105,14856
Scotland,2020-05-22,19,3820,113,14969
Scotland,2020-05-23,15,3835,72,15041
Scotland,2020-05-24,14,3849,60,15101
Scotland,2020-05-25,22,3871,55,15156
Scotland,2020-05-26,21,3892,29,15185
Scotland,2020-05-27,23,3915,55,15240
Scotland,2020-05-28,22,3937,48,15288
Scotland,2020-05-29,19,3956,39,15327
Scotland,2020-05-30,12,3968,55,15382
Scotland,2020-05-31,11,3979,18,15400
Scotland,2020-06-01,6,3985,18,15418
Scotland,2020-06-02,14,3999,53,15471
Scotland,2020-06-03,12,4011,33,15504
Scotland,2020-06-04,5,4016,49,15553
Scotland,2020-06-05,15,4031,29,15582
Scotland,2020-06-06,8,4039,21,15603
Scotland,2020-06-07,10,4049,18,15621
Scotland,2020-06-08,9,4058,18,15639
Scotland,2020-06-09,5,4063,14,15653
Scotland,2020-06-10,12,4075,12,15665
Scotland,2020-06-11,4,4079,17,15682
Scotland,2020-06-12,4,4083,27,15709
Scotland,2020-06-13,6,4089,21,15730
Scotland,2020-06-14,7,4096,25,15755
Scotland,2020-06-15,9,4105,29,18030
Scotland,2020-06-16,8,4113,15,18045
Scotland,2020-06-17,10,4123,21,18066
Scotland,2020-06-18,9,4132,11,18077
Scotland,2020-06-19,2,4134,27,18104
Scotland,2020-06-20,7,4141,26,18130
Scotland,2020-06-21,8,4149,26,18156
Scotland,2020-06-22,6,4155,14,18170
Scotland,2020-06-23,3,4158,12,18182
Scotland,2020-06-24,3,4161,9,18191
Scotland,2020-06-25,2,4163,5,18196
Scotland,2020-06-26,3,4166,17,18213
Scotland,2020-06-27,5,4171,15,18228
Scotland,2020-06-28,1,4172,8,18236
Scotland,2020-06-29,2,4174,5,18241
Scotland,2020-06-30,2,4176,10,18251
Scotland,2020-07-01,4,4180,8,18259
Scotland,2020-07-02,1,4181,5,18264
Scotland,2020-07-03,1,4182,12,18276
Scotland,2020-07-04,3,4185,11,18287
Scotland,2020-07-05,1,4186,9,18296
Scotland,2020-07-06,3,4189,4,18300
Scotland,2020-07-07,0,4189,2,18302
Scotland,2020-07-08,1,4190,7,18309
Scotland,2020-07-09,0,4190,6,18315
Scotland,2020-07-10,0,4190,18,18333
Scotland,2020-07-11,3,4193,7,18340
Scotland,2020-07-12,0,4193,19,18359
Scotland,2020-07-13,1,4194,6,18365
Scotland,2020-07-14,3,4197,3,18368
Scotland,2020-07-15,2,4199,5,18373
Scotland,2020-07-16,0,4199,11,18384
Scotland,2020-07-17,0,4199,17,18401
Scotland,2020-07-18,2,4201,21,18422
Scotland,2020-07-19,2,4203,23,18445
Scotland,2020-07-20,1,4204,7,18452
Scotland,2020-07-21,0,4204,22,18474
Scotland,2020-07-22,0,4204,10,18484
Scotland,2020-07-23,0,4204,16,18500
Scotland,2020-07-24,1,4205,20,18520
Scotland,2020-07-25,1,4206,27,18547
Scotland,2020-07-26,1,4207,4,18551
Scotland,2020-07-27,0,4207,3,18554
Scotland,2020-07-28,4,4211,4,18558
Scotland,2020-07-29,2,4213,22,18580
Scotland,2020-07-30,0,4213,17,18597
Scotland,2020-07-31,0,4213,30,18627
Scotland,2020-08-01,0,4213,18,18645
Scotland,2020-08-02,0,4213,31,18676
Scotland,2020-08-03,1,4214,18,18694
Scotland,2020-08-04,1,4215,23,18717
Scotland,2020-08-05,2,4217,64,18781
Scotland,2020-08-06,1,4218,66,18847
Scotland,2020-08-07,0,4218,43,18890
Scotland,2020-08-08,0,4218,60,18950
Scotland,2020-08-09,0,4218,48,18998
Scotland,2020-08-10,0,4218,29,19027
Scotland,2020-08-11,0,4218,52,19079
Scotland,2020-08-12,0,4218,47,19126
Scotland,2020-08-13,1,4219,47,19173
Scotland,2020-08-14,0,4219,65,19238
Scotland,2020-08-15,1,4220,51,19289
Scotland,2020-08-16,1,4221,43,19332
Scotland,2020-08-17,1,4222,26,19358
Scotland,2020-08-18,1,4223,49,19407
Scotland,2020-08-19,2,4225,50,19457
Scotland,2020-08-20,0,4225,77,19534
Scotland,2020-08-21,0,4225,71,19605
Scotland,2020-08-22,1,4226,123,19728
Scotland,2020-08-23,1,4227,83,19811
Scotland,2020-08-24,0,4227,66,19877
Scotland,2020-08-25,1,4228,44,19921
Scotland,2020-08-26,1,4229,67,19988
Scotland,2020-08-27,1,4230,68,20056
Scotland,2020-08-28,1,4231,51,20107
Scotland,2020-08-29,0,4231,88,20195
Scotland,2020-08-30,1,4232,123,20318
Scotland,2020-08-31,0,4232,160,20478
Scotland,2020-09-01,0,4232,154,20632
Scotland,2020-09-02,1,4233,156,20788
