areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,Scotland,S92000003,2021-04-05,5,10045
nation,Scotland,S92000003,2021-04-04,0,10040
nation,Scotland,S92000003,2021-04-03,4,10040
nation,Scotland,S92000003,2021-04-02,5,10036
nation,Scotland,S92000003,2021-04-01,6,10031
nation,Scotland,S92000003,2021-03-31,6,10025
nation,Scotland,S92000003,2021-03-30,5,10019
nation,Scotland,S92000003,2021-03-29,7,10014
nation,Scotland,S92000003,2021-03-28,6,10007
nation,Scotland,S92000003,2021-03-27,5,10001
nation,Scotland,S92000003,2021-03-26,8,9996
nation,Scotland,S92000003,2021-03-25,9,9988
nation,Scotland,S92000003,2021-03-24,6,9979
nation,Scotland,S92000003,2021-03-23,9,9973
nation,Scotland,S92000003,2021-03-22,9,9964
nation,Scotland,S92000003,2021-03-21,10,9955
nation,Scotland,S92000003,2021-03-20,8,9945
nation,Scotland,S92000003,2021-03-19,11,9937
nation,Scotland,S92000003,2021-03-18,6,9926
nation,Scotland,S92000003,2021-03-17,12,9920
nation,Scotland,S92000003,2021-03-16,13,9908
nation,Scotland,S92000003,2021-03-15,7,9895
nation,Scotland,S92000003,2021-03-14,15,9888
nation,Scotland,S92000003,2021-03-13,6,9873
nation,Scotland,S92000003,2021-03-12,9,9867
nation,Scotland,S92000003,2021-03-11,11,9858
nation,Scotland,S92000003,2021-03-10,5,9847
nation,Scotland,S92000003,2021-03-09,14,9842
nation,Scotland,S92000003,2021-03-08,22,9828
nation,Scotland,S92000003,2021-03-07,11,9806
nation,Scotland,S92000003,2021-03-06,12,9795
nation,Scotland,S92000003,2021-03-05,12,9783
nation,Scotland,S92000003,2021-03-04,16,9771
nation,Scotland,S92000003,2021-03-03,14,9755
nation,Scotland,S92000003,2021-03-02,18,9741
nation,Scotland,S92000003,2021-03-01,23,9723
nation,Scotland,S92000003,2021-02-28,12,9700
nation,Scotland,S92000003,2021-02-27,27,9688
nation,Scotland,S92000003,2021-02-26,19,9661
nation,Scotland,S92000003,2021-02-25,23,9642
nation,Scotland,S92000003,2021-02-24,24,9619
nation,Scotland,S92000003,2021-02-23,22,9595
nation,Scotland,S92000003,2021-02-22,26,9573
nation,Scotland,S92000003,2021-02-21,28,9547
nation,Scotland,S92000003,2021-02-20,36,9519
nation,Scotland,S92000003,2021-02-19,50,9483
nation,Scotland,S92000003,2021-02-18,41,9433
nation,Scotland,S92000003,2021-02-17,35,9392
nation,Scotland,S92000003,2021-02-16,34,9357
nation,Scotland,S92000003,2021-02-15,41,9323
nation,Scotland,S92000003,2021-02-14,42,9282
nation,Scotland,S92000003,2021-02-13,35,9240
nation,Scotland,S92000003,2021-02-12,47,9205
nation,Scotland,S92000003,2021-02-11,45,9158
nation,Scotland,S92000003,2021-02-10,42,9113
nation,Scotland,S92000003,2021-02-09,58,9071
nation,Scotland,S92000003,2021-02-08,44,9013
nation,Scotland,S92000003,2021-02-07,48,8969
nation,Scotland,S92000003,2021-02-06,52,8921
nation,Scotland,S92000003,2021-02-05,50,8869
nation,Scotland,S92000003,2021-02-04,40,8819
nation,Scotland,S92000003,2021-02-03,52,8779
nation,Scotland,S92000003,2021-02-02,51,8727
nation,Scotland,S92000003,2021-02-01,49,8676
nation,Scotland,S92000003,2021-01-31,51,8627
nation,Scotland,S92000003,2021-01-30,50,8576
nation,Scotland,S92000003,2021-01-29,62,8526
nation,Scotland,S92000003,2021-01-28,51,8464
nation,Scotland,S92000003,2021-01-27,64,8413
nation,Scotland,S92000003,2021-01-26,54,8349
nation,Scotland,S92000003,2021-01-25,56,8295
nation,Scotland,S92000003,2021-01-24,74,8239
nation,Scotland,S92000003,2021-01-23,57,8165
nation,Scotland,S92000003,2021-01-22,77,8108
nation,Scotland,S92000003,2021-01-21,67,8031
nation,Scotland,S92000003,2021-01-20,68,7964
nation,Scotland,S92000003,2021-01-19,77,7896
nation,Scotland,S92000003,2021-01-18,72,7819
nation,Scotland,S92000003,2021-01-17,50,7747
nation,Scotland,S92000003,2021-01-16,77,7697
nation,Scotland,S92000003,2021-01-15,64,7620
nation,Scotland,S92000003,2021-01-14,64,7556
nation,Scotland,S92000003,2021-01-13,53,7492
nation,Scotland,S92000003,2021-01-12,57,7439
nation,Scotland,S92000003,2021-01-11,54,7382
nation,Scotland,S92000003,2021-01-10,64,7328
nation,Scotland,S92000003,2021-01-09,39,7264
nation,Scotland,S92000003,2021-01-08,50,7225
nation,Scotland,S92000003,2021-01-07,48,7175
nation,Scotland,S92000003,2021-01-06,55,7127
nation,Scotland,S92000003,2021-01-05,44,7072
nation,Scotland,S92000003,2021-01-04,41,7028
nation,Scotland,S92000003,2021-01-03,48,6987
nation,Scotland,S92000003,2021-01-02,49,6939
nation,Scotland,S92000003,2021-01-01,37,6890
nation,Scotland,S92000003,2020-12-31,42,6853
nation,Scotland,S92000003,2020-12-30,36,6811
nation,Scotland,S92000003,2020-12-29,32,6775
nation,Scotland,S92000003,2020-12-28,32,6743
nation,Scotland,S92000003,2020-12-27,41,6711
nation,Scotland,S92000003,2020-12-26,35,6670
nation,Scotland,S92000003,2020-12-25,42,6635
nation,Scotland,S92000003,2020-12-24,42,6593
nation,Scotland,S92000003,2020-12-23,36,6551
